,ru,fr,en,vote
29950,знаменитый,célèbre,world-famous,1
29951,знаменитый,glorieux,illustrious,1
29952,звёздочка,étoile,star,2
29953,звездообразный,étoile,no_equality,2
29954,звездообразный,stellaire,stellar,2
29955,звездообразный,en étoile,no_equality,1
29956,чемпион,star,no_equality,1
29957,чемпион,champion,champion,1
29958,чемпион,champion,champ,1
29959,чемпион,champion,slugger,1
29960,чемпион,champion,winner,1
29961,чемпион,championne,champion,1
29962,чемпион,championne,champ,1
29963,чемпион,championne,winner,1
29964,звездность,star,no_equality,1
29965,звездность,célébrité,no_equality,1
29966,сниматься,jouer,star,1
29967,сниматься,s'enlever,no_equality,1
29968,сниматься,tourner,film,1
29969,сниматься,tourner,shoot,1
29970,сыграть,jouer,play,2
29971,сыграть,jouer,game,1
29972,сыграть,jouer,act,1
29973,сыграть,jouer,perform,1
29974,сыграть,jouer,fulfil,1
29975,сыграть,jouer,gamble,1
29976,сыграть,prendre,no_equality,1
29977,сыграть,exécuter,perform,1
29978,сыграть,exécuter,fulfil,1
29979,поиграть,jouer,play,2
29980,поиграть,jouer,game,1
29981,поиграть,jouer,gamble,1
29982,выступать,jouer,play,1
29983,выступать,prendre la parole,speak,1
29984,выступать,prendre la parole,stand,1
29985,выступать,prendre la parole,take the floor,1
29986,выступать,saillir,project,1
29987,выступать,saillir,protrude,1
29988,выступать,faire saillie,project,1
29989,выступать,faire saillie,protrude,1
29990,выступать,intervenir,act,1
29991,выступать,intervenir,speak,1
29992,выступать,intervenir,address,1
29993,выступать,intervenir,stand,1
29994,выступать,se produire,perform,1
29995,выступать,se produire,appear,1
29996,выступать,faire fonction de,no_equality,1
29997,выступать,donner,make,1
29998,выступать,dépasser,project,1
29999,выступать,dépasser,protrude,1
30000,выступать,représenter,perform,1
30001,выступать,représenter,constitute,1
30002,выступать,aller,make,1
30003,выступать,être en saillie,protrude,1
30004,выступать,s'avancer,come forward,1
30005,выступать,aborder,address,1
30006,выступать,ressortir,no_equality,1
30007,выступать,manifester,no_equality,1
30008,выступать,avancer,protrude,1
30009,выступать,exsuder,no_equality,1
30010,выступать,paraître,appear,1
30011,разыгрывать,jouer,play,3
30012,разыгрывать,jouer,act out,2
30013,разыгрывать,poser,no_equality,1
30014,разыгрывать,emboîter,no_equality,1
30015,играть роль,jouer,act,2
30016,играть роль,tenir un rôle,play a part,1
30017,играть роль,intervenir,act,1
30018,играть роль,figurer,no_equality,1
30019,проиграть,jouer,play,1
30020,проиграть,échouer,fail,3
30021,проиграть,perdre,lose,1
30022,проиграть,perdre la partie,no_equality,1
30023,проиграть,rejouer,no_equality,1
30024,выступить,jouer,perform,1
30025,выступить,jouer,serf,1
30026,выступить,prendre la parole,speak,1
30027,выступить,prendre la parole,take the floor,1
30028,выступить,prendre la parole,stand up,1
30029,выступить,s'avancer,come forward,1
30030,выступить,venir,make,1
30031,выступить,se produire,perform,1
30032,выступить,plaider,speak,1
30033,выступить,plaider,make,1
30034,выступить,plaider,advocate,1
30035,выступить,dénoncer,no_equality,1
30036,выступить,représenter,perform,1
30037,выступить,avancer,no_equality,1
30038,выступить,monter,no_equality,1
30039,выступить,paraître,issue,1
30040,выступить,partir,no_equality,1
30041,выступить,couvrir,no_equality,1
30042,выступить,se monter,no_equality,1
30043,сражаться,jouer,no_equality,2
30044,сражаться,combattre,fight,1
30045,сражаться,combattre,battle,1
30046,сражаться,combattre,combat,1
30047,сражаться,combattre,struggle,1
30048,сражаться,se battre,fight,1
30049,сражаться,se battre,battle,1
30050,сражаться,se battre,compete,1
30051,сражаться,se battre,struggle,1
30052,сражаться,s'affronter,compete,1
30053,сражаться,combattante,no_equality,1
30054,сражаться,tirer,no_equality,1
30055,сражаться,porter les armes,no_equality,1
30056,звездный,stellaire,star,3
30057,звездный,stellaire,stellar,2
30058,звездный,étoilé,no_equality,1
30059,звездчатка,stellaire,no_equality,1
30060,звездчатка,mouron,no_equality,1
30061,исполнение,exercice,exercise,2
30062,исполнение,exécution,execution,1
30063,исполнение,exécution,enforcement,1
30064,исполнение,exécution,implementation,1
30065,исполнение,exécution,performance,1
30066,исполнение,exécution,pursuance,1
30067,исполнение,exécution,fulfilment,1
30068,исполнение,exécution,implementing,1
30069,исполнение,exécution,realization,1
30070,исполнение,interprétation,execution,1
30071,исполнение,interprétation,performance,1
30072,исполнение,interprétation,rendition,1
30073,исполнение,performance,performance,1
30074,исполнение,performance,achievement,1
30075,исполнение,version,no_equality,1
30076,исполнение,effet,no_equality,1
30077,исполнение,mise à exécution,execution,1
30078,исполнение,mise à exécution,enforcement,1
30079,исполнение,mise à exécution,implementation,1
30080,исполнение,mise à exécution,enforced,1
30081,исполнение,venue,no_equality,1
30082,исполнение,acte d'exécution,no_equality,1
30083,исполнение,expédition,no_equality,1
30084,упражнение,exercice,exercise,5
30085,упражнение,exercice,drill,2
30086,упражнение,activité,no_equality,1
30087,упражнение,drill,drill,1
30088,мероприятие,exercice,exercise,2
30089,мероприятие,rencontre,meeting,1
30090,мероприятие,réunion,meeting,2
30091,мероприятие,activité,event,1
30092,мероприятие,activité,activity,1
30093,мероприятие,activité,action,1
30094,мероприятие,événement,event,1
30095,мероприятие,événement,meeting,1
30096,мероприятие,événement,occasion,1
30097,мероприятие,événement,affair,1
30098,мероприятие,manifestation,event,1
30099,мероприятие,manifestation,meeting,1
30100,мероприятие,disposition,measure,1
30101,работа,exercice,exercise,2
30102,работа,travail,work,1
30103,работа,travail,job,1
30104,работа,travail,working,1
30105,работа,travail,effort,1
30106,работа,travail,employment,1
30107,работа,travail,business,1
30108,работа,travail,labour,1
30109,работа,travail,labor,1
30110,работа,emploi,work,1
30111,работа,emploi,job,1
30112,работа,emploi,employment,1
30113,работа,emploi,labour,1
30114,работа,œuvre,work,1
30115,работа,œuvre,working,1
30116,работа,œuvre,done,1
30117,работа,œuvre,action,1
30118,работа,œuvre,labour,1
30119,работа,business,business,1
30120,работа,fonctions,work,1
30121,работа,fonctions,job,1
30122,работа,service,working,1
30123,работа,service,operation,1
30124,работа,effort,work,1
30125,работа,effort,effort,1
30126,работа,effort,exercise,1
30127,работа,oeuvre,work,1
30128,работа,oeuvre,working,1
30129,работа,oeuvre,done,1
30130,работа,oeuvre,action,1
30131,работа,oeuvre,labour,1
30132,работа,intervention,operation,1
30133,работа,intervention,action,1
30134,работа,boulot,work,1
30135,работа,boulot,job,1
30136,работа,boulot,working,1
30137,работа,boulot,done,1
30138,работа,boulot,business,1
30139,работа,boulot,gig,1
30140,работа,situation,no_equality,1
30141,пример,exercice,exercise,3
30142,пример,modèle,model,1
30143,пример,exemple,example,1
30144,пример,exemple,case,1
30145,пример,exemple,illustration,1
30146,пример,exemple,lead,1
30147,пример,exemple,instance,1
30148,пример,exemple,sample,1
30149,пример,exemple,exemplary,1
30150,пример,exemple,model,1
30151,пример,exemple,exemplified,1
30152,пример,illustration,example,1
30153,пример,illustration,illustration,1
30154,пример,illustration,exemplified,1
30155,пример,exemple à suivre,no_equality,1
30156,выполнение упражнения,exercice,exercise,1
30157,выполнение упражнения,sport,exercise,1
30158,финансовый год,exercice,fiscal year,2
30159,финансовый год,exercice,financial year,2
30160,финансовый год,exercice comptable,fiscal year,1
30161,финансовый год,exercice comptable,financial year,1
30162,финансовый год,exercice financier,fiscal year,1
30163,финансовый год,exercice financier,financial year,1
30164,финансовый год,exercice financier,financial period,1
30165,финансовый год,exercice financier,fiscal period,1
30166,финансовый год,année financière,fiscal year,1
30167,финансовый год,année financière,financial year,1
30168,финансовый год,année financière,financial period,1
30169,финансовый год,année financière,business year,1
30170,финансовый год,exercice budgétaire,fiscal year,1
30171,финансовый год,exercice budgétaire,financial year,1
30172,финансовый год,exercice budgétaire,financial period,1
30173,финансовый год,exercice budgétaire,fiscal period,1
30174,финансовый год,exercice social,financial year,1
30175,финансовый год,exercice social,business year,1
30176,финансовый год,année d'exercice,financial year,1
30177,бюджетный год,exercice,fiscal year,2
30178,бюджетный год,année budgétaire,budget year,1
30179,бюджетный год,année budgétaire,fiscal year,1
30180,бюджетный год,année budgétaire,budgetary year,1
30181,бюджетный год,exercice budgétaire,budget year,1
30182,бюджетный год,exercice budgétaire,fiscal year,1
30183,бюджетный год,exercice budgétaire,budget period,1
30184,бюджетный год,exercice budgétaire,budgetary year,1
30185,бюджетный год,année d'exercice,no_equality,1
30186,бюджетный год,exercice financier,fiscal year,1
30187,год,exercice,period,2
30188,год,année,year,1
30189,год,année,annual,1
30190,год,année,one-year,1
30191,год,année,year-round,1
30192,год,ANN,no_equality,1
30193,год,a.,no_equality,1
30194,год,longe,no_equality,1
30195,год,berge,no_equality,1
30196,год,carat,no_equality,1
30197,год,balai,no_equality,1
30198,хозяйственный год,exercice,no_equality,2
30199,ходьба,exercice,no_equality,2
30200,ходьба,marche,walking,1
30201,ходьба,footing,no_equality,1
30202,исполнение обязанностей,exercice,no_equality,2
30203,исполнение обязанностей,administration,no_equality,1
30204,бюджетный,exercice,no_equality,2
30205,бюджетный,budgétaire,budget,1
30206,бюджетный,budgétaire,budgetary,1
30207,бюджетный,budgétaire,fiscal,1
30208,бюджетный,budgétaire,budgeting,1
30209,бюджетный,de budget,budget,1
30210,бюджетный,de budget,budgetary,1
30211,хозяйственный,exercice,no_equality,2
30212,хозяйственный,économique,economic,1
30213,хозяйственный,conomique,economic,1
30214,спорт,sport,sport,3
30215,спорт,sport,sports,1
30216,спорт,sport,gym,2
30217,спорт,stade,no_equality,1
30218,вид спорт,sport,sport,1
30219,продвинуть,avancé,advanced,2
30220,продвинуть,avancer,advance,1
30221,продвинуть,avancer,move,1
30222,продвинуть,faire avancer,advance,1
30223,продвинуть,faire avancer,move,1
30224,продвинуть,faire avancer,promote,1
30225,продвинуть,faire avancer,propel,1
30226,продвинуть,faire pousser,no_equality,1
30227,преклонный,avancé,advanced,1
30228,продвинутый,avancé,advanced,3
30229,продвинутый,promu,no_equality,1
30230,авансовый,avancé,no_equality,2
30231,продвинувшийся,avancé,no_equality,2
30232,далеко зашедший,avancé,no_equality,2
30233,приведенный,avancé,no_equality,1
30234,приведенный,donné,no_equality,1
30235,приведенный,réduit,no_equality,1
30236,глубокий,avancé,no_equality,2
30237,глубокий,profond,deep,1
30238,глубокий,profond,profound,1
30239,глубокий,profond,deeper,1
30240,глубокий,profond,thoughtful,1
30241,глубокий,sommeil profond,no_equality,1
30242,глубокий,creux,no_equality,1
30243,глубокий,intense,deep,1
30244,глубокий,aigu,no_equality,1
30245,глубокий,solide,no_equality,1
30246,глубокий,viscéral,no_equality,1
30247,глубокий,distingué,no_equality,1
30248,глубокий,éloigné,no_equality,1
30249,высказанный,avancé,no_equality,2
30250,выдвинутый вперед,avancé,forward,2
30251,преуспевший,avancé,no_equality,2
30252,выдающийся вперед,avancé,forward,2
30253,наклон,avancé,no_equality,2
30254,наклон,inclinaison,slope,1
30255,наклон,inclinaison,tilt,1
30256,наклон,inclinaison,inclination,1
30257,наклон,inclinaison,tilting,1
30258,наклон,inclinaison,slant,1
30259,наклон,inclinaison,incline,1
30260,наклон,inclinaison,angle,1
30261,наклон,inclinaison,pitch,1
30262,наклон,inclinaison,dip,1
30263,наклон,dévers,tilt,1
30264,наклон,inflexion,no_equality,1
30265,животновод,éleveur,farmer,1
30266,животновод,éleveur,stockbreeder,2
30267,заводчик,éleveur,breeder,2
30268,заводчик,usinier,no_equality,1
30269,заводчик,manufacturier,no_equality,1
30270,винодел,éleveur,no_equality,2
30271,винодел,vigneron,winemaker,1
30272,винодел,vigneron,wine-maker,1
30273,винодел,vinificateur,winemaker,1
30274,винодел,vinificateur,wine-maker,1
30275,винодел,oenologiste,no_equality,1
30276,винодел,bouilleur de cru,no_equality,1
30277,фанат,fan,fan,2
30278,фанат,fanatique,fan,1
30279,фанат,fanatique,fanatic,1
30280,фанат,accro,no_equality,1
30281,фанат,fêlé,no_equality,1
30282,поклонник,fan,fan,3
30283,поклонник,fan,groupie,2
30284,поклонник,fan,buff,2
30285,поклонник,fan,admirer,2
30286,поклонник,fan,aficionado,2
30287,поклонник,fan,enthusiast,2
30288,поклонник,aficionado,aficionado,1
30289,поклонник,adorateur,worshipper,1
30290,поклонник,amoureux,no_equality,1
30291,поклонник,prétendant,suitor,1
30292,поклонник,prétendant,beau,1
30293,поклонник,groupie,groupie,1
30294,поклонник,flirt,beau,1
30295,поклонник,supporter,no_equality,1
30296,фанатка,fan,fan,1
30297,поклонница,fan,fan,2
30298,поклонница,fan,admirer,1
30299,поклонница,fan,groupie,1
30300,поклонница,groupie,groupie,1
30301,поклонница,admiratrice,fan,1
30302,поклонница,admiratrice,admirer,1
30303,фан,fan,fan,2
30304,любить,fan,fan,1
30305,любить,aimer,love,1
30306,любить,aimer,like,1
30307,любить,aimer,enjoy,1
30308,любить,aimer,lovin,1
30309,любить,adorer,love,1
30310,любить,adorer,enjoy,1
30311,любить,affecter,no_equality,1
30312,вентилятор,fan,fan,2
30313,вентилятор,ventilateur,fan,5
30314,вентилятор,ventilateur,ventilator,2
30315,вентилятор,ventilateur,vent,2
30316,вентилятор,dispositif de ventilation,ventilator,1
30317,вентилятор,appareil de ventilation,no_equality,1
30318,вентилятор,machine soufflante,no_equality,1
30319,вентилятор,accélérateur de tirage,no_equality,1
30320,вентилятор,machine à vent,no_equality,1
30321,обмахивать,éventer,fan,3
30322,проветривать,éventer,no_equality,2
30323,проветривать,aérer,air,2
30324,проветривать,aérer,ventilate,1
30325,проветривать,rafraîchir,no_equality,1
30326,раздувать,attiser,fan,3
30327,раздувать,attiser,stir up,2
30328,раздувать,attiser,stoke,2
30329,раздувать,gonfler,inflate,1
30330,раздувать,gonfler,hype,1
30331,разжигать,attiser,fuel,2
30332,разжигать,attiser,stir up,2
30333,разжигать,attiser,fan,2
30334,разжигать,attiser,inflame,2
30335,разжигать,attiser,stoke,2
30336,разжигать,attiser,incite,2
30337,разжигать,attiser,foment,2
30338,разжигать,échauffer,no_equality,1
30339,разжигать,raviver,rekindle,1
30340,расшевелить,attiser,stir up,2
30341,расшевелить,remuer,stir up,1
30342,подпитывать,attiser,fuel,2
30343,подпитывать,nourrir,fuel,1
30344,подпитывать,nourrir,feed,1
30345,подпитывать,nourrir,nurture,1
30346,подпитывать,nourrir,nourish,1
30347,возбудить,attiser,arouse,2
30348,возбудить,exciter,arouse,1
30349,возбудить,exciter,excite,1
30350,возбудить,exciter contre,arouse,1
30351,возбудить,exciter contre,excite,1
30352,возбудить,mettre en mouvement,no_equality,1
30353,возбудить,déclencher,no_equality,1
30354,возбудить,alerter,no_equality,1
30355,возбудить,inspirer,no_equality,1
30356,подогревать,attiser,no_equality,2
30357,подогревать,réchauffer,warm,1
30358,подогревать,chauffer,warm,1
30359,подогревать,chauffer,heat up,1
30360,к.а,CA,CA,1
30361,са,CA,CA,1
30362,почта,courrier,mail,3
30363,почта,courrier,post,2
30364,почта,poste,mail,1
30365,почта,poste,post office,1
30366,почта,poste,post,1
30367,почта,poste,postal service,1
30368,почта,malle,no_equality,1
30369,корреспонденция,courrier,mail,1
30370,корреспонденция,correspondance,correspondence,1
30371,корреспонденция,correspondance,mail,1
30372,корреспонденция,poste,mail,1
30373,курьер,courrier,courier,2
30374,курьер,courrier,messenger,2
30375,курьер,Courier,courier,1
30376,курьер,transporteur,courier,1
30377,исходящая почта,courrier,no_equality,2
30378,почтовое сообщение,courrier,no_equality,2
30379,почтовое сообщение,email,no_equality,1
30380,заказная почта,courrier,no_equality,2
30381,дипломатический курьер,courrier,courier,2
30382,дипломатический курьер,courrier,messenger,2
30383,дипломатический курьер,courrier diplomatique,no_equality,1
30384,хроника,courrier,no_equality,2
30385,хроника,chronique,chronicle,1
30386,хроника,chronique,history,1
30387,хроника,annales,chronicle,1
30388,хроника,annales,history,1
30389,хроника,faits divers,no_equality,1
30390,жгучий,brûlant,hot,1
30391,жгучий,brûlant,burning,2
30392,жгучий,brûlant,fiery,2
30393,жгучий,question brûlante,no_equality,1
30394,обжигающий,brûlant,burning,2
30395,животрепещущий,brûlant,burning,2
30396,животрепещущий,palpitant,no_equality,1
30397,животрепещущий,actuel,no_equality,1
30398,сгоревший,brûlant,burned,2
30399,сгоревший,brûlant,burnt,2
30400,сгоревший,incendié,burned-out,1
30401,сгоревший,incendié,burnt-out,1
30402,сгоревший,brûlé,burnt,1
30403,сгоревший,brûlé,burned,1
30404,сгоревший,brûlé,fried,1
30405,накаленный,brûlant,no_equality,1
30406,накаленный,incandescent,no_equality,1
30407,накаленный,tendu,no_equality,1
30408,жаркий,chaud,hot,3
30409,жаркий,chaud,warm,1
30410,жаркий,ardent,fervent,1
30411,жаркое,chaud,hot,2
30412,жаркое,rôti,roast,1
30413,тёплый,chaud,warm,2
30414,тёплый,chaleureux,warm,1
30415,теплый,chaud,warm,3
30416,теплый,chaud,warmer,2
30417,теплый,chaud,warmly,2
30418,теплый,chaleureux,warm,2
30419,теплый,chauffant,warmer,2
30420,теплый,douillet,warm,2
30421,теплый,thermal,no_equality,2
30422,дорого,chaud,no_equality,1
30423,дорого,coûteux,expensive,1
30424,дорого,coûteux,costly,1
30425,дорого,coûteux,pricey,1
30426,дорого,chèrement,dearly,1
30427,дорого,coûteusement,no_equality,1
30428,парной,chaud,no_equality,2
30429,опасный,chaud,no_equality,1
30430,опасный,dangereux,dangerous,1
30431,опасный,dangereux,hazardous,1
30432,опасный,dangereux,perilous,1
30433,опасный,dangereux,danger,1
30434,опасный,dangereux,deadly,1
30435,опасный,périlleux,dangerous,1
30436,опасный,périlleux,hazardous,1
30437,опасный,périlleux,perilous,1
30438,опасный,virulent,no_equality,1
30439,опасный,précaire,perilous,1
30440,опасный,redoutable,dangerous,1
30441,опасный,redoutable,deadly,1
30442,опасный,meurtrier,deadly,1
30443,опасный,perfide,no_equality,1
30444,крепкий,chaud,no_equality,2
30445,крепкий,fort,strong,1
30446,крепкий,robuste,strong,1
30447,крепкий,robuste,tough,1
30448,крепкий,robuste,robust,1
30449,крепкий,robuste,solid,1
30450,крепкий,robuste,sturdy,1
30451,крепкий,robuste,rugged,1
30452,крепкий,robuste,stout,1
30453,крепкий,robuste,burly,1
30454,крепкий,robuste,hearty,1
30455,крепкий,spiritueux,no_equality,1
30456,крепкий,corsé,strong,1
30457,крепкий,corsé,tough,1
30458,крепкий,corsé,robust,1
30459,крепкий,sommeil de plomb,no_equality,1
30460,крепкий,vert,no_equality,1
30461,крепкий,dur à cuire,no_equality,1
30462,вспыльчивый,chaud,no_equality,2
30463,вспыльчивый,colérique,irascible,1
30464,вспыльчивый,colérique,short-tempered,1
30465,вспыльчивый,colérique,hot-tempered,1
30466,вспыльчивый,colérique,angry,1
30467,вспыльчивый,coléreux,irascible,1
30468,вспыльчивый,coléreux,short-tempered,1
30469,вспыльчивый,coléreux,hot-tempered,1
30470,вспыльчивый,coléreux,angry,1
30471,вспыльчивый,violent,violent,1
30472,вспыльчивый,emporté,no_equality,1
30473,вспыльчивый,prompt,no_equality,1
30474,пылкий,chaud,no_equality,1
30475,пылкий,chaleureux,no_equality,1
30476,пылкий,fervent,ardent,1
30477,пылкий,fervent,fervent,1
30478,пылкий,fervent,passionate,1
30479,пылкий,ardent,ardent,1
30480,пылкий,ardent,fervent,1
30481,пылкий,ardent,passionate,1
30482,пылкий,vif,no_equality,1
30483,нагрев,chaud,heat,2
30484,нагрев,chauffe,heating,1
30485,нагрев,chauffe,heat,1
30486,нагрев,chauffe,heated,1
30487,поездка,trajet,journey,2
30488,поездка,trajet,trip,1
30489,поездка,trajet,ride,1
30490,поездка,trajet,travel,1
30491,поездка,trajet,drive,1
30492,поездка,voyage,journey,3
30493,поездка,voyage,travel,3
30494,поездка,voyage,trip,3
30495,поездка,voyage,tour,2
30496,поездка,voyage,visit,2
30497,поездка,voyage,ride,2
30498,поездка,voyage,vacation,2
30499,поездка,voyage,riding,2
30500,поездка,voyage,trip over,2
30501,поездка,périple,journey,1
30502,поездка,déplacement,trip,1
30503,поездка,déplacement,travel,1
30504,поездка,chevauchée,ride,1
30505,поездка,aller,no_equality,1
30506,поездка,virée,trip,1
30507,поездка,virée,ride,1
30508,поездка,virée,drive,1
30509,поездка,virée,tour,1
30510,поездка,méharée,no_equality,1
30511,поездка,raid,no_equality,1
30512,отрезок пути,trajet,path,2
30513,отрезок пути,trajet,way,2
30514,отрезок пути,trajet,stretch,2
30515,переправа,trajet,no_equality,1
30516,переправа,traversée,crossing,1
30517,переправа,traverse,crossing,1
30518,переправа,repassage,no_equality,1
30519,свищ,trajet,no_equality,2
30520,свищ,fistule,fistula,1
30521,путешествие,voyage,journey,3
30522,путешествие,voyage,travelling,2
30523,путешествие,voyage,travel,2
30524,путешествие,voyage,trip,2
30525,путешествие,voyage,voyage,1
30526,путешествие,voyage,traveling,1
30527,путешествие,voyage,tour,1
30528,путешествие,voyage,ride,1
30529,путешествие,voyage,vacation,1
30530,путешествие,voyage,trip over,1
30531,путешествие,périple,journey,2
30532,путешествие,périple,trip,1
30533,путешествие,périple,tour,1
30534,путешествие,périple,voyage,1
30535,путешествие,périple,adventure,1
30536,путешествие,parcours,journey,1
30537,путешествие,aventure,journey,2
30538,путешествие,aventure,adventure,2
30539,путешествие,déplacement,trip,1
30540,путешествие,déplacement,travel,1
30541,путешествие,déplacement,traveling,1
30542,путешествие,déplacement,travelling,1
30543,путешествие,itinéraire,journey,1
30544,путешествие,itinéraire,trip,1
30545,путешествие,itinéraire,travel,1
30546,путешествие,itinéraire,tour,1
30547,проезд,voyage,journey,3
30548,проезд,voyage,travel,1
30549,проезд,voyage,trip,1
30550,проезд,transport,journey,1
30551,проезд,transport,transport,1
30552,проезд,passage,passage,1
30553,проезд,passage,transit,1
30554,проезд,passage,pass,1
30555,проезд,transit,passage,1
30556,проезд,transit,transit,1
30557,проезд,transit,transportation,1
30558,проезд,transit,transport,1
30559,проезд,allée,driveway,1
30560,странствие,voyage,journey,3
30561,странствие,pérégrinations,no_equality,1
30562,визит,voyage,trip,1
30563,визит,visite,visit,1
30564,визит,visite,trip,1
30565,визит,visite,visited,1
30566,визит,visite,visiting,1
30567,плавание,voyage,journey,1
30568,плавание,voyage,voyage,1
30569,плавание,natation,swimming,1
30570,плавание,natation,swim,1
30571,плавание,navigation,navigation,1
30572,плавание,navigation,sail,1
30573,плавание,navigation,sailing,1
30574,плавание,navigation,navigating,1
30575,плавание,navigation,sea,1
30576,плавание,flottement,floating,1
30577,плавание,flottement,float,1
30578,плавание,voilier,no_equality,1
30579,езда,voyage,ride,1
30580,езда,voyage,riding,1
30581,езда,course,ride,1
30582,езда,circulation,driving,1
30583,езда,roulement,ride,1
30584,кайф,voyage,no_equality,2
30585,кайф,défonce,stoned,1
30586,кайф,buzz,buzz,1
30587,кайф,flip,no_equality,1
30588,кайф,trip,high,1
30589,кайф,trip,buzz,1
30590,кругосветное плавание,périple,voyage,1
30591,кругосветное плавание,circumnavigation,no_equality,1
30592,площадка,parcours,no_equality,2
30593,площадка,aire,site,1
30594,площадка,aire,pad,1
30595,площадка,aire,area,1
30596,площадка,chantier,site,1
30597,площадка,plate-forme,platform,1
30598,площадка,terrasse,no_equality,1
30599,площадка,place,no_equality,1
30600,площадка,pelouse,no_equality,1
30601,площадка,palier,no_equality,1
30602,площадка,rampe,pad,1
30603,площадка,lieu de négociation,no_equality,1
30604,площадка,practice,no_equality,1
30605,площадка,plateau,platform,1
30606,площадка,préau,no_equality,1
30607,площадка,place boursière,no_equality,1
30608,площадка,tribune,platform,1
30609,площадка,tribune,venue,1
30610,пробег,parcours,no_equality,2
30611,пробег,kilométrage,mileage,1
30612,пробег,distance parcourue,mileage,1
30613,пробег,distance parcourue,distance travelled,1
30614,пробег,distance parcourue,miles travelled,1
30615,пробег,trajet,run,1
30616,пробег,portée,no_equality,1
30617,пробег,circuit,no_equality,1
30618,пробег,roulage,no_equality,1
30619,пробег,saut,no_equality,1
30620,пробег,raid,no_equality,1
30621,дистанция,parcours,no_equality,2
30622,дистанция,distance,distance,1
30623,дистанция,distance,range,1
30624,дистанция,distance,spacing,1
30625,дистанция,mesure,no_equality,1
30626,дистанция,section,no_equality,1
30627,прохождения,parcours,route,2
30628,прогон,parcours,no_equality,2
30629,прогон,poutre,no_equality,1
30630,прогон,passage,no_equality,1
30631,прогон,panne,no_equality,1
30632,прогон,run,run,1
30633,прогон,chevron,no_equality,1
30634,длина пробега,parcours,no_equality,2
30635,длина пробега,distance parcourue,mileage,1
30636,перелет,parcours,no_equality,3
30637,перелет,vol,flight,2
30638,перелет,passe,no_equality,2
30639,перелет,migration,no_equality,2
30640,перелет,raid,no_equality,2
30641,шоссе,route,road,2
30642,шоссе,route,highway,1
30643,шоссе,route,route,1
30644,шоссе,route,roadway,1
30645,шоссе,routier,highway,1
30646,шоссе,routier,route,1
30647,шоссе,routier,roadway,1
30648,шоссе,autoroutier,no_equality,1
30649,шоссе,grande route,highway,1
30650,шоссейная дорога,route,road,2
30651,шоссейная дорога,route,route,2
30652,шоссейная дорога,route,way,2
30653,шоссейная дорога,route,path,2
30654,шоссейная дорога,route,journey,2
30655,автомобильный транспорт,route,no_equality,2
30656,автомобильный транспорт,transports routiers,road transport,1
30657,автомобильный транспорт,transports routiers,motor transport,1
30658,автомобильный транспорт,transport routier,road transport,1
30659,автомобильный транспорт,transport routier,motor transport,1
30660,автомобильный транспорт,transport automobile,road transport,1
30661,автомобильный транспорт,transport automobile,automobile transport,1
30662,автомобильный транспорт,transport automobile,motor transport,1
30663,асфальт,route,street,2
30664,асфальт,asphalte,asphalt,1
30665,асфальт,asphalte,pavement,1
30666,асфальт,asphalte,tarmac,1
30667,асфальт,asphalte,bitumen,1
30668,асфальт,pavage,pavement,1
30669,проезжая дорога,route,road,2
30670,проезжая дорога,route,route,2
30671,проезжая дорога,route,way,2
30672,проезжая дорога,route,path,2
30673,проезжая дорога,route,journey,2
30674,проезжая дорога,chemin praticable,no_equality,1
30675,проезжая дорога,chemin carrossable,no_equality,1
30676,проезжая дорога,route carrossable,no_equality,1
30677,путь следования,route,route,2
30678,путь следования,voie d'acheminement,route,1
30679,авантюра,aventure,adventure,3
30680,авантюра,aventure,venture,2
30681,похождение,aventure,no_equality,2
30682,перевозка,transport,transport,3
30683,перевозка,transport,transportation,2
30684,перевозка,transport,carriage,2
30685,перевозка,transport,transit,2
30686,перевозка,transport,shipping,2
30687,перевозка,transport,conveyance,2
30688,перевозка,transport,freight,2
30689,перевозка,transport,haulage,2
30690,перевозка,transport,hauling,2
30691,перевозка,transport,transporting,2
30692,перевозка,déménagement,movement,1
30693,перевозка,déménagement,transfer,1
30694,перевозка,charriage,no_equality,1
30695,перевозка,messagerie,no_equality,1
30696,перевозка,charroi,no_equality,1
30697,перевозка,portage,carriage,1
30698,транспорт,transport,transport,3
30699,транспорт,transport,transportation,2
30700,транспорт,transport,transit,2
30701,транспорт,transport,traffic,2
30702,транспорт,transports,transport,1
30703,транспорт,transports,transportation,1
30704,транспорт,transports,traffic,1
30705,транспорт,transports,transit,1
30706,транспорт,moyens de transport,no_equality,1
30707,транспорт,véhicules,transport,1
30708,транспорт,véhicules,vehicle,1
30709,транспорт,véhicules,traffic,1
30710,транспорт,train,no_equality,1
30711,транспорт,cargo,transport,1
30712,транспорт,équipages,no_equality,1
30713,транспорт,bétaillère,no_equality,1
30714,транспортировка,transport,transport,2
30715,транспортировка,transport,transportation,1
30716,транспортировка,transport,transporting,1
30717,транспортировка,transport,carriage,1
30718,транспортировка,transfert,transport,1
30719,транспортировка,transfert,transportation,1
30720,транспортировка,transfert,shipment,1
30721,перенос,transport,transport,1
30722,перенос,migration,no_equality,1
30723,перенос,portage,port,1
30724,перенос,portage,carrying,1
30725,перенос,décalage,shift,1
30726,перенос,décalage,shifting,1
30727,перенос,renvoi,transfer,1
