,en,ru,fr,votes
9443,void,пустота,vide,1
9444,void,ощущение пустоты,vide,1
9445,gut,потрошить,vider,1
9446,dump,сбрасывать,vider,1
9447,internationally,международный,international,1
9448,probie,новичок,novice,1
9449,green,неопытный,novice,1
9450,inexperienced,неопытный,novice,1
9451,untrained,неопытный,novice,1
9452,fiftieth,пятидесятый,cinquante,1
9453,relative,родственник,parent,1
9454,relation,родственник,parent,1
9455,kinsman,родственник,parent,1
9456,sibling,родственник,parent,1
9457,related,родственный,parent,1
9458,ice,заморозить,geler,1
9459,ice,превращаться в лед,geler,1
9460,block,блокировать,geler,1
9461,spiced,пряный,épicé,1
9462,spicier,пряный,épicé,1
9463,another time,позже,plus tard,1
9464,age-old,вековой,séculaire,1
9465,century-old,вековой,séculaire,1
9466,century-long,вековой,séculaire,1
9467,heavenly body,небесное светило,astre,1
9468,case law,прецедентное право,jurisprudence,1
9469,case-law,прецедентное право,jurisprudence,1
9470,caselaw,прецедентное право,jurisprudence,1
9471,get,сделать,faire,1
9472,get,быть,faire,1
9473,get,получить,faire,1
9474,get,вытащить,pêcher,1
9475,happen,быть,faire,1
9476,provide,получить,faire,1
9477,provide,представить,présenter,1
9478,provide,представить,donner,1
9479,provide,предлагать,présenter,1
9480,provide,предусматривать,prescrire,1
9481,provide,привести,mettre,1
9482,provide,давать,donner,1
9483,provide,придать,donner,1
9484,act,играть,faire,1
9485,act,играть,jouer,1
9486,act,играть роль,jouer,1
9487,eur,евро,euro,1
9488,non-euro,евро,euro,1
9489,euro-based,евро,euro,1
9490,bend over,наклониться,pencher,1
9491,bend down,наклониться,pencher,1
9492,raise,поднять,relever,1
9493,address,решать,relever,1
9494,address,реагировать,relever,1
9495,face,решать,relever,1
9496,tackle,решать,relever,1
9497,tackle,преодолеть,relever,1
9498,rise,вставать,relever,1
9499,get up,вставать,relever,1
9500,overcome,преодолеть,relever,1
9501,confront,преодолеть,relever,1
9502,relieve,освобождать,relever,1
9503,timing,момент,moment,1
9504,timing,совпадение,coïncidence,1
9505,minute,момент,moment,1
9506,second,момент,moment,1
9507,second,другой,autre,1
9508,juncture,момент,moment,1
9509,instant,момент,moment,1
9510,momentum,момент,moment,1
9511,publicity,реклама,publicité,1
9512,publicity,реклама,pub,1
9513,publicity,публичность,publicité,1
9514,publicity,огласка,publicité,1
9515,publicity,рекламное дело,publicité,1
9516,advert,реклама,publicité,1
9517,advert,реклама,pub,1
9518,advert,объявление,annonce,2
9519,advertisment,реклама,publicité,1
9520,advertizing,реклама,publicité,1
9521,electrical,электрический,électrique,1
9522,electrical,электричество,électricité,1
9523,autumn,осень,automne,1
9524,shining,блестящий,brillant,1
9525,shining,сияющий,brillant,1
9526,shining,сверкающий,brillant,1
9527,sparkly,блестящий,brillant,1
9528,glowing,светящийся,brillant,1
9529,glowing,сияющий,brillant,1
9530,sparkling,сияющий,brillant,1
9531,sparkling,сверкающий,brillant,1
9532,glittering,сверкающий,brillant,1
9533,shine,блеск,brillant,1
9534,brilliance,блеск,brillant,1
9535,brilliance,гений,génie,1
9536,brightness,блеск,brillant,1
9537,gloss,блеск,brillant,1
9538,diamond,бриллиант,brillant,1
9539,adjectif,прилагательное,adjectif,1
9540,plank,доска,planche,1
9541,plank,планка,planche,1
9542,plank,роликовая доска,planche,1
9543,floorboard,доска,planche,1
9544,floorboard,роликовая доска,planche,1
9545,floorboard,половица,planche,1
9546,period,эпоха,époque,1
9547,period,время,époque,1
9548,period,год,exercice,1
9549,period,точка,point,1
9550,epoch,эпоха,époque,1
9551,but,только,seulement,1
9552,but,однако,seulement,1
9553,but,кроме,hormis,1
9554,but,кроме,sauf,1
9555,limited,только,seulement,1
9556,limited,только,uniquement,1
9557,limited,мало,guère,1
9558,hallway,прихожая,vestibule,1
9559,hallway,прихожая,entrée,1
9560,manner,способ,manière,1
9561,manner,способ,façon,1
9562,manner,способ,mode,1
9563,manner,манеры,manière,1
9564,manner,манеры,façon,1
9565,manner,стиль,manière,1
9566,disrupt,разорвать,rompre,1
9567,break off,разорвать,rompre,1
9568,break off,отломить,casser,1
9569,return to,возобновить,reprendre,1
9570,renew,возобновить,reprendre,1
9571,renew,повторять,reprendre,1
9572,recommence,возобновить,reprendre,1
9573,revive,возобновить,reprendre,1
9574,get back,вернуться,reprendre,1
9575,get back,возвращаться,rentrer,1
9576,go back,вернуться,reprendre,1
9577,go back,возвращаться,rentrer,1
9578,take back,взять обратно,reprendre,1
9579,recover,забрать,reprendre,1
9580,echo,подхватить,reprendre,1
9581,echo,повторять,reprendre,1
9582,take over,перенять,reprendre,1
9583,repeat,повторять,reprendre,1
9584,retake,отбить,reprendre,1
9585,tell,знать,savoir,1
9586,tell,же знать,savoir,1
9587,tell,сказать,dire,1
9588,tell,узнать,apprendre,1
9589,tell,приказать,ordonner,1
9590,tell,передать,donner,1
9591,tell,объяснить,expliquer,1
9592,tell,говорить,expliquer,1
9593,tell,сообщить,indiquer,1
9594,can,мочь,savoir,1
9595,can,мочь,pouvoir,1
9596,be able to,мочь,savoir,1
9597,be able to,мочь,pouvoir,1
9598,energy,электричество,électricité,1
9599,energy,энергетика,électricité,1
9600,blackout,электричество,électricité,1
9601,variety,спектр,éventail,1
9602,variety,выбор,choix,1
9603,variety,сорт,choix,1
9604,spectrum,спектр,éventail,1
9605,scope,спектр,éventail,1
9606,scope,область,domaine,1
9607,scope,круг,champ,1
9608,breadth,спектр,éventail,1
9609,continuum,спектр,éventail,1
9610,gamut,спектр,éventail,1
9611,scrap,обрывок,bout,1
9612,scrap,обрезок,bout,1
9613,piece,обрывок,bout,1
9614,piece,отрезок,bout,1
9615,piece,элемент,élément,1
9616,side,край,bout,1
9617,stretch,отрезок,bout,1
9618,stretch,отрезок пути,trajet,1
9619,pose,представить,présenter,1
9620,show,предъявить,présenter,1
9621,show,дело,danse,1
9622,show,показывать,montrer,1
9623,show,показывать,indiquer,1
9624,show,проявлять,montrer,1
9625,show,отображать,montrer,1
9626,show,выразить,montrer,1
9627,show,выразить,expliquer,1
9628,show,салон,salon,1
9629,show,выставка,salon,1
9630,show,выставка,exposition,1
9631,show,указать,indiquer,1
9632,offer,предлагать,présenter,1
9633,offer,давать,donner,1
9634,appear,присутствовать,présenter,1
9635,testify,давать показания,déposer,1
9636,give evidence,давать показания,déposer,1
9637,hereditary,наследственный,génétique,1
9638,requisite,требуемый,requis,1
9639,requisite,требуемый,nécessaire,1
9640,requisite,необходимый,nécessaire,1
9641,requisite,необходимое,nécessaire,1
9642,mandatory,обязательный,requis,1
9643,mandatory,императивный,impératif,1
9644,closure,закрытие,clôture,1
9645,closed,закрытие,clôture,1
9646,layperson,мирянин,laïque,1
9647,layperson,мирянин,laïc,1
9648,secularism,светский характер,laïque,1
9649,written,написанное,écrit,1
9650,written,письменный,écrit,1
9651,written,письмо,écriture,1
9652,written,письмо,lettre,1
9653,written examination,письменный экзамен,écrit,1
9654,script,текст,écrit,1
9655,script,письменность,écriture,1
9656,script,письмо,écriture,1
9657,paper,документ,écrit,1
9658,document,документ,écrit,1
9659,accessibility,доступ,accès,1
9660,availability,доступ,accès,1
9661,reach,доступ,accès,1
9662,admission,доступ,accès,1
9663,admission,доступ,entrée,1
9664,admission,вход,entrée,1
9665,admission,вступление,entrée,1
9666,admission,въезд,entrée,1
9667,admission,поступление,entrée,1
9668,admittance,доступ,accès,1
9669,accessible,доступ,accès,1
9670,available,доступ,accès,1
9671,available,свободный,libre,1
9672,bout,приступ,accès,1
9673,bout,встреча,rencontre,1
9674,bout,поединок,rencontre,1
9675,attack,приступ,accès,1
9676,attack,приступ,crise,1
9677,attack,приступ судорог,crise,1
9678,outburst,вспышка,accès,1
9679,wilderness,пустыня,désert,1
9680,wasteland,пустыня,désert,1
9681,desolation,одиночество,désert,1
9682,deserted,пустынный,désert,1
9683,desolate,пустынный,désert,1
9684,barren,пустой,désert,1
9685,cluster,группа,groupe,1
9686,squad,группа,groupe,1
9687,squad,группа,troupe,1
9688,squad,отделение,groupe,1
9689,squad,наряд,groupe,1
9690,squad,отряд,troupe,1
9691,squad,отряд скаутов,troupe,1
9692,team,группа,groupe,1
9693,bunch,группа,groupe,1
9694,bunch,группа,troupe,1
9695,bunch,группа,bande,1
9696,bunch,банда,troupe,1
9697,bunch,банда,bande,1
9698,batch,группа,groupe,1
9699,unit,группа,groupe,1
9700,unit,узел,groupe,1
9701,unit,узел,élément,1
9702,unit,узел,ensemble,1
9703,unit,отделение,groupe,1
9704,unit,наряд,groupe,1
9705,unit,установки,élément,1
9706,unit,целое,ensemble,1
9707,pool,круг,groupe,1
9708,pooled,объединенный,groupé,2
9709,consolidated,объединенный,groupé,2
9710,solitaire,пасьянс,solitaire,1
9711,solitude,одиночество,solitaire,1
9712,reclus,отшельник,solitaire,1
9713,solitary,одинокий,solitaire,1
9714,solitary,одиночный,solitaire,1
9715,lonesome,одинокий,solitaire,1
9716,failure,неудача,échec,1
9717,failure,безуспешность,échec,1
9718,failure,срыв,échec,1
9719,failure,срыв,rupture,1
9720,failure,потерпеть неудачу,échouer,1
9721,failing,неудача,échec,1
9722,setback,неудача,échec,1
9723,unsuccessful,неудача,échec,1
9724,unsuccessful,неудачная операция,échec,1
9725,chess,шахматы,échec,1
9726,failed,неудачная операция,échec,1
9727,breakdown,срыв,échec,1
9728,breakdown,срыв,rupture,1
9729,breakdown,разрыв,rupture,1
9730,breakdown,распад,rupture,1
9731,collapse,срыв,échec,1
9732,collapse,потерпеть неудачу,échouer,1
9733,collapse,потерпеть крах,échouer,1
9734,collapse,рухнуть,échouer,1
9735,collapse,падение,chute,1
9736,collapse,упадок,chute,1
9737,meaningfully,эффективно,effectivement,1
9738,choreographed,хореография,chorégraphie,1
9739,programme,программа,programme,1
9740,program,программа,programme,1
9741,agenda,программа,programme,1
9742,schedule,программа,programme,1
9743,schedule,график работ,programme,1
9744,schedule,таблица,tableau,1
9745,software,программа,programme,1
9746,syllabus,программа,programme,1
9747,syllabus,учебная программа,cursus,1
9748,application,программа,programme,1
9749,application,подача,dépôt,1
9750,scheme,программа,programme,1
9751,scheme,заданный режим,programme,1
9752,package,программа,programme,1
9753,package,набор,ensemble,1
9754,package,комплекс,ensemble,1
9755,platform,платформа,programme,1
9756,academy,школа,école,1
9757,academy,школа,académie,1
9758,academy,академия,académie,1
9759,schoolhouse,школа,école,1
9760,schooling,школа,école,1
9761,schooling,обучение,cursus,1
9762,education,подготовка,école,1
9763,education,обучение,cursus,1
9764,education,обучение,formation,1
9765,education,воспитание,formation,1
9766,class,курс обучения,école,1
9767,sex,эротический,sexy,1
9768,sex,чрезмерно сексуальный,sexy,1
9769,attractif,сексуально привлекательный,sexy,1
9770,seepage,утечка,fuite,1
9771,leaking,утечка,fuite,1
9772,leaking,течь,fuite,1
9773,drain,утечка,fuite,1
9774,drain,отток,fuite,1
9775,leaked,утечка,fuite,1
9776,escape,бегство,fuite,1
9777,escape,покинуть,quitter,1
9778,getaway,бегство,fuite,1
9779,fled,бегство,fuite,1
9780,fleeing,бегство,fuite,1
9781,running away,бегство,fuite,1
9782,together,совместно,conjointement,1
9783,together,одновременно,conjointement,1
9784,together,вместе,ensemble,1
9785,collectively,совместно,conjointement,1
9786,cooperatively,совместно,conjointement,1
9787,collaboratively,совместно,conjointement,1
9788,joint,совместно,conjointement,1
9789,concurrently,одновременно,conjointement,1
9790,at the same time,одновременно,conjointement,1
9791,at the same time,вместе с тем,conjointement,1
9792,inquiry,опрос,interrogation,1
9793,inquiry,запрос,interrogation,1
9794,inquiry,вопрос,interrogation,1
9795,polling,опрос,interrogation,1
9796,questioning,опрос,interrogation,1
9797,poll,опрос,interrogation,1
9798,enquiry,опрос,interrogation,1
9799,enquiry,запрос,interrogation,1
9800,query,запрос,interrogation,1
9801,query,запрос,consultation,1
9802,query,вопрос,interrogation,1
9803,query,вопрос,question,1
9804,inquiring,запрос,interrogation,1
9805,requesting,запрос,interrogation,1
9806,go home,вернуться домой,rentrer,1
9807,come home,вернуться домой,rentrer,1
9808,get home,вернуться домой,rentrer,1
9809,re-enter,возвращаться,rentrer,1
9810,go into,входить,rentrer,1
9811,a long way off,далеко,loin,1
9812,a long way away,далеко,loin,1
9813,boy,мальчишка,gamin,1
9814,boy,пацан,gamin,1
9815,boy,малыш,petit,1
9816,boy,малыш,gosse,1
9817,boy,ребята,gosse,1
9818,boy,малец,gosse,1
9819,boy,ребенок,enfant,1
9820,lad,мальчишка,gamin,1
9821,lad,пацан,gamin,1
9822,lad,малыш,gosse,1
9823,lad,ребята,gosse,1
9824,lad,малец,gosse,1
9825,brat,мальчишка,gamin,1
9826,urchin,мальчишка,gamin,1
9827,kiddo,пацан,gamin,1
9828,typhoid,тиф,typhus,1
9829,talk,сказать,dire,1
9830,speak,сказать,dire,1
9831,speak,произнести,dire,1
9832,speak,высказать,dire,1
9833,mention,сказать,dire,1
9834,mention,заметить,dire,1
9835,mention,отметить,noter,1
9836,airfield,аэропорт,aéroport,1
9837,terminal,аэропорт,aéroport,1
9838,lax,аэропорт,aéroport,1
9839,sized,размер,dimension,1
9840,sized,размер,taille,1
9841,dimensionality,размерность,dimension,1
9842,aspect,аспект,dimension,1
9843,aspect,элемент,élément,1
9844,aspect,фактор,élément,1
9845,perspective,аспект,dimension,1
9846,fill,заполнить,compléter,1
9847,fill,восполнять,compléter,1
9848,fill out,заполнить,compléter,1
9849,finalize,доработать,compléter,1
9850,peach tree,персиковое дерево,pêcher,1
9851,peach,персик,pêcher,1
9852,peach,персик,pêche,1
9853,watch,видеть,voir,1
9854,look at,видеть,voir,1
9855,sight,видеть,voir,1
9856,sight,картина,tableau,1
9857,behold,узреть,voir,1
9858,view,считать,voir,1
9859,view,мнение,avis,1
9860,view,мнение,sens,1
9861,think,считать,voir,1
9862,editing,редактирование,édition,1
9863,editorial,редактирование,édition,1
9864,edited,редактирование,édition,1
9865,publishing,издательское дело,édition,1
9866,publishing,публикация,publication,1
9867,publishing,опубликование,publication,1
9868,publishing,выпуск,publication,1
9869,version,версия,édition,1
9870,cord,провод,fil,1
9871,cable,провод,fil,1
9872,yarn,нить,fil,1
9873,floss,нить,fil,1
9874,strand,нить,fil,1
9875,strand,сесть на мель,échouer,1
9876,string,нить,fil,1
9877,filament,нить,fil,1
9878,approach,способ,façon,1
9879,means,способ,façon,1
9880,lighting,свет,lumière,1
9881,lighting,световой проем,lumière,1
9882,luminary,светило,lumière,1
9883,lumen,световой поток,lumière,1
9884,enlightenment,просвещение,lumière,1
9885,relevance,интерес,intérêt,1
9886,relevance,целесообразность,intérêt,1
9887,relevance,актуальность,actualité,1
9888,attention,интерес,intérêt,1
9889,stake,интерес,intérêt,1
9890,stake,заинтересованность,intérêt,1
9891,interested,интерес,intérêt,1
9892,interested,заинтересованность,intérêt,1
9893,relevant,интерес,intérêt,1
9894,relevant,актуальность,actualité,1
9895,curiosity,интерес,intérêt,1
9896,incentive,заинтересованность,intérêt,1
9897,value,целесообразность,intérêt,1
9898,decide,выбрать,choisir,1
9899,decide,определить,choisir,1
9900,elect,выбрать,choisir,1
9901,go with,выбрать,choisir,1
9902,decide on,определить,choisir,1
9903,on the back of,позади,derrière,1
9904,beyond,вне,derrière,1
9905,beyond,за исключением,hormis,1
9906,beyond,кроме,hormis,1
9907,beyond,после,après,1
9908,backside,зад,derrière,1
9909,backside,зад,arrière,1
9910,bum,зад,derrière,1
9911,butt,зад,derrière,1
9912,ass,зад,derrière,1
9913,tush,зад,derrière,1
9914,spell,написать,écrire,1
9915,compose,написать,écrire,1
9916,compose,сочинить,écrire,1
9917,challenge,проблема,problème,1
9918,challenge,трудность,problème,1
9919,trouble,проблема,problème,1
9920,matter,проблема,problème,1
9921,matter,вопрос,question,1
9922,matter,вопрос,point,1
9923,matter,спорный вопрос,question,1
9924,matter,тема,sujet,1
9925,matter,повод,sujet,1
9926,difficulty,проблема,problème,1
9927,difficulty,трудность,problème,1
9928,big deal,проблема,problème,1
9929,conclusion,исход,issue,1
9930,conclusion,исход,fin,1
9931,solution,выход,issue,1
9932,solution,выход из положения,issue,1
9933,circulation,тираж,tirage,1
9934,printing,тираж,tirage,1
9935,printing,тиражирование,tirage,1
9936,print run,тираж,tirage,1
9937,print-run,тираж,tirage,1
9938,print,отпечаток,tirage,1
9939,impression,отпечаток,tirage,1
9940,draught,тяга,tirage,1
9941,pulling,натяжение,tirage,1
9942,copy,копия,tirage,1
9943,bygones,прошлое,passé,1
9944,bygone,прошлое,passé,1
9945,past tense,прошедшее время,passé,1
9946,film star,кинозвезда,vedette,1
9947,boat,катер,vedette,1
9948,speedboat,катер,vedette,1
9949,quill,перо,plume,1
9950,nib,перо,plume,1
9951,writer,писатель,plume,1
9952,aerial,воздушный,aérien,1
9953,aviation,воздушный,aérien,1
9954,fiscal year,финансовый год,exercice,1
9955,fiscal year,бюджетный год,exercice,1
9956,financial year,финансовый год,exercice,1
9957,enjoyment,осуществление,exercice,1
9958,enjoyment,удовольствие,satisfaction,1
9959,enjoyment,пользование,bénéfice,1
9960,exercising,осуществление,exercice,1
9961,comparatively,относительно,relativement,1
9962,domain,домен,domaine,1
9963,domain,область,domaine,1
9964,domain,достояние,domaine,1
9965,demesne,домен,domaine,1
9966,sphere,область,domaine,1
9967,realm,область,domaine,1
9968,arena,область,domaine,1
9969,arena,стадион,stade,1
9970,purview,область,domaine,1
9971,province,область,domaine,1
9972,province,край,région,1
9973,blondie,блондинка,blond,1
9974,blonde,светлый,blond,1
9975,forward,передовой,avancé,1
9976,forward,выдвинутый вперед,avancé,1
9977,forward,выдающийся вперед,avancé,1
9978,forward,нос,avant,1
9979,forward,форвард,avant,1
9980,progressive,передовой,avancé,1
9981,enhanced,расширенный,avancé,1
9982,developed,развитой,avancé,1
9983,stockbreeder,животновод,éleveur,1
9984,superlative,превосходный,superbe,1
9985,groupie,поклонник,fan,1
9986,buff,поклонник,fan,1
9987,admirer,поклонник,fan,1
9988,aficionado,поклонник,fan,1
9989,enthusiast,поклонник,fan,1
9990,delivery,поставки,prestation,1
9991,delivery,выдача,délivrance,1
9992,delivery,роды,délivrance,1
9993,provision,поставки,prestation,1
9994,provision,ассигнование,allocation,1
9995,provision,предоставление,allocation,1
9996,supply,поставки,prestation,1
9997,performance,выступление,prestation,1
9998,choosing,выбор,choix,1
9999,choosing,выбор,sélection,1
10000,election,выбор,choix,1
10001,election,избрание,choix,1
10002,alternative,выбор,choix,1
10003,alternative,другой,autre,1
10004,picking,выбор,choix,1
10005,chosen,выбор,choix,1
10006,there's,это,ça,2
10007,there's,есть,il y a,1
10008,i'm,это,ça,2
10009,post,почта,courrier,1
10010,post,сообщение,message,1
10011,courier,курьер,courrier,1
10012,courier,дипломатический курьер,courrier,1
10013,messenger,курьер,courrier,1
10014,messenger,дипломатический курьер,courrier,1
10015,in fact,действительно,en effet,1
10016,in fact,действительно,en réalité,1
10017,in fact,в действительности,en réalité,1
10018,in fact,фактически,en réalité,1
10019,in fact,фактически,en fait,1
10020,in fact,на деле,en fait,1
10021,fiery,жгучий,brûlant,1
10022,flaming,горящий,brûlant,1
10023,burned,сгоревший,brûlant,1
10024,burnt,сгоревший,brûlant,1
10025,completely,окончательно,définitivement,1
10026,conclusively,окончательно,définitivement,1
10027,decisively,окончательно,définitivement,1
10028,decisively,решительно,définitivement,1
10029,for good,окончательно,définitivement,1
10030,for good,навсегда,définitivement,1
10031,irrevocably,окончательно,définitivement,1
10032,irrevocably,необратимо,définitivement,1
10033,altogether,окончательно,définitivement,1
10034,forever,навсегда,définitivement,1
10035,indefinitely,навсегда,définitivement,1
10036,irreversibly,необратимо,définitivement,1
10037,scare,пугать,alarmer,1
10038,scare,страх,peur,1
10039,isn't it,правильно,c'est ça,1
10040,isn't it,не так ли,n'est-ce pas,1
10041,itinerary,маршрут,trajet,1
10042,itinerary,маршрут,parcours,1
10043,reduction,снижение,baisse,1
10044,declining,снижение,baisse,1
10045,declining,снижение,déclin,1
10046,declining,упадок,déclin,1
10047,reduced,снижение,baisse,1
10048,falling,снижение,baisse,1
10049,falling,падение,chute,1
10050,decreasing,снижение,baisse,1
10051,decreased,снижение,baisse,1
10052,lowering,снижение,baisse,1
10053,lowering,опускание,baisse,1
10054,dropping,опускание,baisse,1
10055,grasp,схватить,saisir,1
10056,grasp,ухватиться,saisir,1
10057,grasp,понять,saisir,1
10058,grasp,уловить,saisir,1
10059,grip,схватить,saisir,1
10060,snatch,схватить,saisir,1
10061,snatch,украсть,voler,1
10062,grab hold,схватить,saisir,1
10063,clutch,схватить,saisir,1
10064,confiscate,конфисковать,saisir,1
10065,impound,конфисковать,saisir,1
10066,bowl,чашка,tasse,1
10067,bowl,тарелка,assiette,1
10068,teacup,чашка,tasse,1
10069,discover,раскрывать,éventer,1
10070,discover,разгадать,percer,1
10071,suffer,потерпеть,essuyer,1
10072,vacant,пустой,vide,1
10073,vacant,свободный,libre,1
10074,vacuous,пустой,vide,1
10075,bare,пустой,vide,1
10076,gap,вакуум,vide,1
10077,gap,зазор,vide,1
10078,emptiness,пустота,vide,1
10079,emptiness,ощущение пустоты,vide,1
10080,nothingness,пустота,vide,1
10081,nothingness,ощущение пустоты,vide,1
10082,vacuity,пустота,vide,1
10083,space,безвоздушное пространство,vide,1
10084,gutted,опустошенный,vidé,1
10085,wholeheartedly,тепло,chaleureusement,1
10086,wholeheartedly,горячо,chaleureusement,1
10087,cordially,тепло,chaleureusement,1
10088,heartily,горячо,chaleureusement,1
10089,very much,горячо,chaleureusement,1
10090,very much,очень,très,1
10091,very much,очень,fort,1
10092,hotly,горячо,chaleureusement,1
10093,reduce,снизить,baisser,1
10094,added,дополнительный,additionnel,1
10095,added,дополнительный,supplémentaire,1
10096,added,добавление,ajout,1
10097,addition,дополнительный,additionnel,1
10098,addition,добавка,supplément,1
10099,addition,добавка,ajout,1
10100,addition,дополнение,supplément,1
10101,addition,добавление,ajout,1
10102,addition,пополнение,ajout,1
10103,auxiliary,дополнительный,additionnel,1
10104,auxiliary,дополнительный,supplémentaire,1
10105,auxiliary,дополнительный,complémentaire,1
10106,optional,дополнительный,additionnel,1
10107,practise,осуществлять,exercer,1
10108,carry out,осуществлять,exercer,1
10109,carry out,реализовать,exercer,1
10110,carry out,совершать,exercer,1
10111,enjoy,осуществлять,exercer,1
10112,enjoy,пользоваться,exercer,1
10113,enjoy,пользоваться,bénéficier,1
10114,enjoy,реализовать,exercer,1
10115,pursue,осуществлять,exercer,1
10116,pursue,реализовать,exercer,1
10117,pursue,вести,entreprendre,1
10118,exert,оказывать,exercer,1
10119,skip,пропустить,manquer,1
10120,be lacking,не хватать,manquer,1
10121,be lacking,отсутствовать,manquer,1
10122,be missing,отсутствовать,manquer,1
10123,lose,потерять,manquer,1
10124,lose,упустить,rater,1
10125,lose,упустить случай,rater,1
10126,modestly,скромно,humblement,1
10127,aridity,сухость,sécheresse,1
10128,chamber,комната,chambre,1
10129,chamber,патронник,chambre,1
10130,chamber,Палата,Chambre,1
10131,house,Палата,Chambre,1
10132,division,Палата,Chambre,1
10133,pisces,рыба,poisson,1
10134,fishy,рыба,poisson,1
10135,teach,учиться,apprendre,1
10136,horsepower,мощность,puissance,1
10137,wattage,мощность,puissance,1
10138,powerful,мощность,puissance,1
10139,powerful,сила,puissance,1
10140,powerful,сильный,fort,1
10141,might,сила,puissance,1
10142,muscle,сила,puissance,1
10143,potency,потенция,puissance,1
10144,doing,дело,danse,1
10145,doing,дело,fait,1
10146,doing,действие,danse,1
10147,doing,действие,fait,1
10148,shell,корпус,fût,1
10149,shell,оболочка,enveloppe,1
10150,shell,кожух,enveloppe,1
10151,shaft,стержень,fût,1
10152,cask,бочка,fût,1
10153,cask,бочонок,baril,1
10154,keg,бочка,fût,1
10155,keg,бочонок,baril,1
10156,grave,могила,tombe,1
10157,tomb,могила,tombe,1
10158,gravesite,могила,tombe,1
10159,tombstone,надгробный камень,tombe,1
10160,gravestone,надгробный камень,tombe,1
10161,headstone,надгробный камень,tombe,1
10162,fallen,падший,tombé,1
10163,aim,цель,but,1
10164,aim,намерение,but,1
10165,intended,цель,but,1
10166,intended,намерение,but,1
10167,intent,цель,but,1
10168,intent,намерение,but,1
10169,idea,цель,but,1
10170,ambition,цель,but,1
10171,designed,цель,but,1
10172,designed,специально,spécialement,1
10173,target,цель,but,1
10174,target,мишень,but,1
10175,mark,цель,but,1
10176,mark,мишень,but,1
10177,mark,отметить,noter,1
10178,mark,пометить,noter,1
10179,touchdown,гол,but,1
10180,intention,намерение,but,1
10181,assortment,выбор,sélection,1
10182,breeding,селекция,sélection,1
10183,break through,прорваться,percer,1
10184,crack,разгадать,percer,1
10185,crack,сломать,briser,1
10186,crack,сломать,casser,1
10187,crack,ломаться,casser,1
10188,unravel,разгадать,percer,1
10189,break into,проникнуть,percer,1
10190,organize,упорядочить,ordonner,1
10191,gym,спорт,sport,1
10192,require,предусматривать,prescrire,1
10193,require,потребность,besoin,1
10194,stipulate,предусматривать,prescrire,1
10195,accord,соглашение,accord,1
10196,accord,аккорд,accord,1
10197,deal,соглашение,accord,1
10198,deal,лицензионная сделка,accord,1
10199,arrangement,соглашение,accord,1
10200,arrangement,система,ensemble,1
10201,settlement,соглашение,accord,1
10202,settlement,решение,décision,1
10203,covenant,соглашение,accord,1
10204,covenant,соглашение,convention,1
10205,chord,аккорд,accord,1
10206,accordance,соответствие,accord,1
10207,consonance,гармония,accord,1
10208,tuning,настройка,accord,1
10209,get off,покинуть,quitter,1
10210,get off,выйти,quitter,1
10211,vacate,покинуть,quitter,1
10212,abandon,покинуть,quitter,1
10213,evacuate,покинуть,quitter,1
10214,go out,выйти,quitter,1
10215,go out,выйти,sortir,1
10216,go off,уехать,quitter,1
10217,go off,уехать,partir,1
10218,go off,раздаваться,partir,1
10219,army,войска,troupe,1
10220,company,труппа,troupe,1
10221,cast,труппа,troupe,1
10222,posse,отряд,troupe,1
10223,posse,банда,troupe,1
10224,posse,банда,bande,1
10225,gang,банда,troupe,1
10226,gang,банда,bande,1
10227,crew,банда,troupe,1
10228,crew,банда,bande,1
10229,assessment,экспертиза,expertise,1
10230,assessment,экспертиза,examen,1
10231,assessment,обследование,examen,1
10232,appraisal,экспертиза,expertise,1
10233,expert appraisal,экспертиза,expertise,1
10234,know-how,опыт,expertise,1
10235,expert report,заключение эксперта,expertise,1
10236,okay,хороший,bien,2
10237,okay,хороший,bon,1
10238,okay,хорошо,bien,2
10239,okay,хорошо,d'accord,1
10240,okay,хорошо,bon,1
10241,okay,добро,bien,2
10242,okay,верно,bien,2
10243,okay,ладно,bien,2
10244,okay,ладно,d'accord,1
10245,okay,ладно,bon,1
10246,okay,нормальный,correct,1
10247,okay,ага,bon,1
10248,all right,хорошо,bien,2
10249,all right,хорошо,d'accord,1
10250,all right,ладно,bien,2
10251,all right,ладно,d'accord,1
10252,all right,согласен,d'accord,1
10253,alright,хорошо,bien,2
10254,alright,хорошо,d'accord,1
10255,alright,ладно,bien,2
10256,alright,ладно,d'accord,1
10257,though,все же,bien,2
10258,asset,благо,bien,2
10259,asset,имущество,bien,2
10260,asset,имущество,avoir,1
10261,asset,достояние,bien,2
10262,asset,достояние,avoir,1
10263,estate,имущество,bien,2
10264,possession,имущество,bien,2
10265,commodity,товар,bien,2
10266,waist,талия,taille,1
10267,waistline,талия,taille,1
10268,stature,телосложение,taille,1
10269,height,рост,taille,1
10270,scale,масштаб,taille,1
10271,pruning,подрезка,taille,1
10272,framework,контекст,contexte,1
10273,condition,условие,contexte,1
10274,condition,условия,contexte,1
10275,environment,условия,contexte,1
10276,environment,внешнее окружение,contexte,1
10277,environment,атмосфера,atmosphère,1
10278,environment,газовая среда,atmosphère,1
10279,situation,условия,contexte,1
10280,circumstances,условия,contexte,1
10281,setting,условия,contexte,1
