,English text,train_type,en_fr_translate,fr_en_translate,correct
137,You paid it.,personal_pronouns_obj_case,Vous l'avez payé.,You paid for it.,False
138,She repeated them.,personal_pronouns_obj_case,Elle répétés.,She repeated.,False
139,She counted them.,personal_pronouns_obj_case,Elle a compté.,She counted.,False
149,They asked us.,personal_pronouns_obj_case,Ils nous ont demandé.,They asked for us.,False
152,She wrote me.,personal_pronouns_obj_case,Elle m'a écrit.,She wrote to me.,False
153,I paid him,personal_pronouns_obj_case,Je l'ai payé,I paid for it,False
154,You warned her.,personal_pronouns_obj_case,Vous garde en lui.,Keeps you inside.,False
156,They called her.,personal_pronouns_obj_case,Ils l'appelaient.,They were calling him.,False
157,It bothered him.,personal_pronouns_obj_case,Elle le dérangeait.,She was bothering him.,False
160,We caught them,personal_pronouns_obj_case,Nous avons pris d'eux,We took from them,False
162,He recorded it.,personal_pronouns_obj_case,Il a enregistré.,He recorded.,False
163,He paid him.,personal_pronouns_obj_case,Il lui a payé.,He paid her.,False
164,They helped me,personal_pronouns_obj_case,Ils m'ont aidé,They helped me.,False
167,I noticed it.,personal_pronouns_obj_case,Je l'ai remarqué.,I noticed that.,False
169,It helped us.,personal_pronouns_obj_case,Il nous a bien aidé.,He's been very helpful.,False
170,They helped him,personal_pronouns_obj_case,Ils l'ont aidé,They have helped,False
171,They stopped her.,personal_pronouns_obj_case,Ils ont arrêté son.,They have stopped her.,False
172,She woke him.,personal_pronouns_obj_case,Elle le réveilla.,She woke him up.,False
173,She checked it.,personal_pronouns_obj_case,Elle a vérifié.,She checked.,False
174,I explained it.,personal_pronouns_obj_case,Je vous l'ai expliqué.,I explained it to you.,False
175,They heard us.,personal_pronouns_obj_case,Ils ont entendu parler de nous.,They've heard of us.,False
186,We told you!,personal_pronouns_obj_case,On vous dit!,We're telling you!,False
188,She broke them.,personal_pronouns_obj_case,Elle rompit.,She broke up.,False
193,I received them.,personal_pronouns_obj_case,Je les ai reçus.,I got them.,False
195,We forgot her.,personal_pronouns_obj_case,Nous avons oublié d'elle.,We forgot about her.,False
198,They earned it.,personal_pronouns_obj_case,Ils ont gagné.,They won.,False
202,I understood you!,personal_pronouns_obj_case,Je vous ai compris!,I hear you!,False
0,I did not think so.,past simple neg,Je ne le pense pas.,I don't think so.,False
3,She did not follow him.,past simple neg,Elle n'a pas le suivre.,She didn't follow him.,False
4,You didn't believe me.,past simple neg,Vous ne me croyez pas.,You don't believe me.,False
6,I didn't love her.,past simple neg,Je ne l'aime pas.,I don't like him.,False
9,You didn't listen to me.,past simple neg,Vous ne m'écoutez pas.,You're not listening to me.,False
10,She didn't do it.,past simple neg,Elle ne l'a pas fait.,She didn't.,False
11,I did not count them.,past simple neg,Je n'ai pas les compter.,I didn't count them.,False
13,I didn't understand you,past simple neg,Je ne vous comprend pas,I don't understand you,False
17,He didn't do it.,past simple neg,Il ne l'a pas fait.,He didn't.,False
18,I didn't trust you.,past simple neg,Je n'ai pas confiance en vous.,I don't trust you.,False
19,I didn't ask you.,past simple neg,Je n'ai pas à vous demander.,I don't have to ask you.,False
20,I didn't believe you.,past simple neg,Je ne crois pas que vous.,I don't think you do.,False
21,I didn't love him.,past simple neg,Je ne l'aimais pas.,I didn't like him.,False
22,You didn't tell me.,past simple neg,Vous n'avez pas à me le dire.,You don't have to tell me.,False
25,It did not hurt her.,past simple neg,Il n'a pas de mal.,He's all right.,False
28,He did not understand her.,past simple neg,Il n'a pas la comprendre.,He didn't understand her.,False
29,I didn't believe her.,past simple neg,Je n'ai pas la croire.,I don't believe her.,False
31,I didn't watch it.,past simple neg,Je ne l'ai pas regardé.,I didn't look at him.,False
32,I didn't see them.,past simple neg,Je n'ai pas les voir.,I don't see them.,False
34,You didn't invite me.,past simple neg,Vous n'avez pas de m'inviter.,You don't have to invite me.,False
38,I didn't touch him.,past simple neg,Je n'ai pas le toucher.,I didn't touch it.,False
40,I did not remember her.,past simple neg,Je n'ai pas souvenir d'elle.,I don't remember her.,False
44,You didn't buy it.,past simple neg,Vous n'avez pas de l'acheter.,You don't have to buy it.,False
45,I didn't call her.,past simple neg,Je n'ai pas l'appeler.,I didn't call him.,False
47,I didn't call you.,past simple neg,Je n'ai pas de vous appeler.,I don't have to call you.,False
48,I did not see it.,past simple neg,Je n'ai pas la voir.,I didn't see her.,False
50,I didn't invite them.,past simple neg,Je n'ai pas l'inviter.,I didn't invite him.,False
51,He did not study Spanish.,past simple neg,Il n'est pas d'étudier l'espagnol.,It is not to study Spanish.,False
52,He did not finish the sentence.,past simple neg,Il n'a pas fini la phrase.,He didn't finish the sentence.,False
53,I didn't remember this song.,past simple neg,Je ne me souviens pas de cette chanson.,I don't remember that song.,False
54,I didn't have a plan.,past simple neg,Je n'ai pas de plan.,I don't have a plan.,False
56,It didn't work.,past simple neg,Il n'a pas de travail.,It did not work.,False
57,I did not know the answer.,past simple neg,Je ne connaissais pas la réponse.,I didn't know the answer.,False
58,He did not open the window.,past simple neg,Il n'a pas ouvert la fenêtre.,He didn't open the window.,False
62,I didn't get the job.,past simple neg,Je n'ai pas le travail.,I don't have the job.,False
64,I did not get the prize.,past simple neg,Je n'ai pas les prix.,I don't have the prices.,False
65,I didn't order a taxi.,past simple neg,Je n'ai pas commander un taxi.,I didn't order a cab.,False
66,It didn't help.,past simple neg,Il n'a pas aidé.,He didn't help.,False
74,You didn't choose it.,past simple neg,Vous n'avez pas le choisir.,You don't have to choose.,False
75,I did not say a word.,past simple neg,Je n'ai pas dit un mot.,I didn't say a word.,False
77,I didn't tell her.,past simple neg,Je n'ai pas le lui dire.,I didn't tell him.,False
78,She didn't answer him.,past simple neg,Elle ne lui réponds pas.,She's not answering him.,False
80,I did not know him.,past simple neg,Je ne le connaissais pas.,I didn't know him.,False
81,She did not hear him.,past simple neg,Elle n'avait pas l'entendre.,She didn't hear it.,False
82,I didn't lose it.,past simple neg,Je n'ai pas le perdre.,I didn't lose him.,False
83,I didn't read it.,past simple neg,Je ne l'ai pas lu.,I haven't read it.,False
86,We didn't mean it.,past simple neg,Nous n'avons pas dire que c'.,We didn't say that.,False
87,You didn't tell him,past simple neg,Vous n'avez pas le lui dire,You don't have to tell him,False
88,I didn't remember you.,past simple neg,Je ne me souviens pas de vous.,I don't remember you.,False
89,I didn't tell you,past simple neg,Je n'ai pas à vous dire,I don't have to tell you,False
94,I didn't hurt him.,past simple neg,Je ne voulais pas lui faire du mal.,I didn't mean to hurt her.,False
96,I didn't answer him.,past simple neg,Je ne lui réponds pas.,I'm not answering him.,False
99,It did not hurt me.,past simple neg,Il ne fait pas de mal de moi.,He doesn't hurt me.,False
100,He didn't think so.,past simple neg,Il ne le pensait pas.,He didn't mean it.,False
101,He did not do so.,past simple neg,Il ne l'a pas fait.,He didn't.,False
102,It didn't look right.,past simple neg,Il ne regarde pas à droite.,He's not looking right.,False
104,He did not think so.,past simple neg,Il ne le pense pas.,He doesn't mean it.,False
106,We didn't see it.,past simple neg,Nous n'avons pas le voir.,We don't see it.,False
109,He didn't run away.,past simple neg,Il n'a pas fui.,He didn't run.,False
110,She didn't smile back.,past simple neg,Elle n'a pas de sourire en retour.,She did not smile back.,False
111,It didn't matter anyway.,past simple neg,Il n'a pas d'importance de toute façon.,It doesn't matter anyway.,False
112,I did not say so.,past simple neg,Je n'ai pas à le dire.,I don't have to say it.,False
113,She didn't think so.,past simple neg,Elle ne le pensait pas.,She didn't mean it.,False
114,He didn't come back.,past simple neg,Il ne revenait pas.,He wasn't coming back.,False
116,I didn't hear it.,past simple neg,Je n'ai pas l'entendre.,I don't hear it.,False
117,I didn't believe it.,past simple neg,Je ne l'ai pas cru.,I didn't believe him.,False
118,I didn't give him food!,past simple neg,Je n'ai pas à lui donner de la nourriture!,I don't have to give him food!,False
119,He did not say it.,past simple neg,Il ne l'a pas dit.,He didn't say.,False
120,It did not bother him.,past simple neg,Il n'a pas le déranger.,He didn't bother him.,False
122,He didn't believe me.,past simple neg,Il ne me croyez pas.,He doesn't believe me.,False
123,I didn't understand it.,past simple neg,Je n'ai pas compris.,I don't get it.,False
124,I did not believe them.,past simple neg,Je n'ai pas les croire.,I don't believe them.,False
126,I didn't say it.,past simple neg,Je ne le dis pas.,I'm not saying it.,False
128,I did not understand him.,past simple neg,Je n'ai pas le comprendre.,I don't understand it.,False
129,I did not understand it.,past simple neg,Je n'ai pas le comprendre.,I don't understand it.,False
130,He didn't remember them.,past simple neg,Il n'a pas à s'en souvenir.,He didn't remember.,False
131,He did not see me.,past simple neg,Il n'a pas me voir.,He didn't see me.,False
132,I did not see him!,past simple neg,Je ne le vois pas!,I don't see it!,False
133,I didn't know it.,past simple neg,Je ne le savais pas.,I didn't know that.,False
135,I did not open it.,past simple neg,Je n'ai pas l'ouvrir.,I didn't open it.,False
136,I did not know it.,past simple neg,Je ne le savais pas.,I didn't know that.,False
137,He didn't mean it!,past simple neg,Il ne voulait pas dire ça!,He didn't mean that!,False
139,She didn't wait for an answer.,past simple neg,Elle n'a pas d'attendre une réponse.,She doesn't have to wait for an answer.,False
141,I did not think of the past.,past simple neg,Je n'ai pas penser au passé.,I didn't think about the past.,False
142,He did not look like a man.,past simple neg,Il ne ressemblait pas à un homme.,He didn't look like a man.,False
143,It didn't sound like a question.,past simple neg,Il n'a pas l'air comme une question.,It doesn't look like a question.,False
145,I did not look at the house.,past simple neg,Je n'ai pas à la maison.,I'm not home.,False
147,I didn't sleep.,past simple neg,Je n'ai pas sommeil.,I'm not sleepy.,False
148,They did not smile.,past simple neg,Ils n'ont pas le sourire.,They don't smile.,False
150,I didn't say so.,past simple neg,Je n'ai pas dit.,I didn't say.,False
151,She did not answer.,past simple neg,Elle n'a pas répondu.,She didn't answer.,False
154,He didn't understand it.,past simple neg,Il ne la comprenait pas.,He didn't understand her.,False
157,They didn't do it.,past simple neg,Ils n'ont pas.,They don't.,False
160,I didn't want to leave.,past simple neg,Je n'ai pas envie de partir.,I don't want to go.,False
162,He did not hear it.,past simple neg,Il n'avait pas l'entendre.,He didn't hear it.,False
163,I did not want to know.,past simple neg,Je n'ai pas envie de savoir.,I don't want to know.,False
164,I didn't want to know.,past simple neg,Je ne veux pas le savoir.,I don't want to know.,False
168,She did not want to stay.,past simple neg,Elle n'a pas envie de rester.,She doesn't want to stay.,False
169,She did not want to eat.,past simple neg,Elle n'a pas envie de manger.,She doesn't want to eat.,False
172,You were not right.,past simple neg,Vous n'étiez pas droit.,You weren't right.,False
173,He was not happy.,past simple neg,Il n'était pas heureux.,He wasn't happy.,False
176,You didn't even see him.,past simple neg,Vous n'avez même pas le voir.,You don't even see it.,False
178,They did not even see me.,past simple neg,Ils n'ont même pas me voir.,They didn't even see me.,False
181,I didn't want to be your friend.,past simple neg,Je ne veux pas être votre ami.,I don't want to be your friend.,False
182,He didn't want to speak.,past simple neg,Il ne voulait pas parler.,He didn't want to talk.,False
185,He wasn't there when I arrived.,past simple neg,Il n'était pas là quand je suis arrivé.,He wasn't here when I got here.,False
187,It didn't help me.,past simple neg,Il ne m'a pas aidé.,He didn't help me.,False
188,We didn't have enough time.,past simple neg,Nous n'avons pas eu assez de temps.,We haven't had enough time.,False
189,They did not have good car.,past simple neg,Ils n'ont pas une bonne voiture.,They don't have a good car.,False
190,It didn't help last time.,past simple neg,Il n'a pas aidé la dernière fois.,He didn't help last time.,False
191,They didn't have much money.,past simple neg,Ils n'ont pas beaucoup d'argent.,They don't have much money.,False
192,She did not have enough money,past simple neg,Elle n'avait pas assez d'argent,She didn't have enough money,False
193,You didn't come last night.,past simple neg,Vous n'êtes pas venu la nuit dernière.,You didn't show up last night.,False
194,I didn't drink enough water.,past simple neg,Je n'ai pas boire assez d'eau.,I don't have enough water.,False
195,I didn't have enough time.,past simple neg,Je n'ai pas eu assez de temps.,I haven't had enough time.,False
197,I didn't have a lot of friends.,past simple neg,Je n'avais pas beaucoup d'amis.,I didn't have many friends.,False
198,She didn't have a lot of books.,past simple neg,Elle n'avait pas beaucoup de livres.,She didn't have many books.,False
199,I told them but they didn't listen.,past simple neg,"Je leur ai dit, mais ils n'ont pas écouté.","I told them, but they wouldn't listen.",False
200,I told you but you didn't listen.,past simple neg,"Je vous l'ai dit, mais vous ne l'écoutez pas.","I told you, but you're not listening to him.",False
201,He tried it and it didn't work.,past simple neg,Il l'a essayé et ça ne fonctionne pas.,He tried it and it doesn't work.,False
202,I called him but he did not answer.,past simple neg,Je l'ai appelé mais il n'a pas répondu.,"I called him, but he didn't answer.",False
204,She was not afraid.,past simple neg,Elle n'avait pas peur.,She wasn't afraid.,False
206,He wasn't here when it happened.,past simple neg,Il n'était pas là quand c'est arrivé.,He wasn't there when it happened.,False
209,They did not use their car very often.,past simple neg,Ils n'utilisent pas leur voiture très souvent.,They don't use their cars very often.,False
210,I didn't invite you to the party.,past simple neg,Je n'ai pas de vous inviter à la fête.,I don't have to invite you to the party.,False
211,He didn't tell me about any plans.,past simple neg,Il ne m'a pas dit sur tous les plans.,He didn't tell me everything.,False
212,I didn't see her in the pictures.,past simple neg,Je ne l'ai pas vu dans les images.,I didn't see it in the pictures.,False
213,He didn't look me in the eyes.,past simple neg,Il ne voulait pas me regarder dans les yeux.,He wouldn't look me in the eye.,False
214,The doctor did not answer my question.,past simple neg,Le médecin n'a pas répondu à ma question.,The doctor didn't answer my question.,False
216,The woman didn't answer his question.,past simple neg,La femme n'a pas répondu à sa question.,The woman did not answer her question.,False
217,I did not understand the book.,past simple neg,Je n'ai pas compris le livre.,I didn't understand the book.,False
218,I didn't even know her name.,past simple neg,Je ne savais même pas son nom.,I didn't even know his name.,False
219,He didn't even remember her name.,past simple neg,Il n'a même pas se souvenir de son nom.,He doesn't even remember his name.,False
220,I didn't even tell my mother.,past simple neg,Je n'ai même pas dire à ma mère.,I didn't even tell my mom.,False
222,She didn't go to the university.,past simple neg,Elle n'a pas aller à l'université.,She didn't go to college.,False
225,I wasn't sure about her feelings.,past simple neg,Je n'étais pas sûr de ses sentiments.,I wasn't sure how she felt.,False
228,It didn't really matter.,past simple neg,Il n'a pas vraiment d'importance.,It doesn't really matter.,False
230,He didn't even answer.,past simple neg,Il n'a même pas de réponse.,He doesn't even have an answer.,False
232,I did not understand his answer.,past simple neg,Je n'ai pas compris sa réponse.,I didn't understand his answer.,False
233,I didn't even answer her letter.,past simple neg,Je n'ai même pas répondre à sa lettre.,I didn't even answer his letter.,False
0,He had changed the world.,past_perfect,Il avait changé le monde.,He changed the world.,False
1,She had destroyed them all.,past_perfect,Elle avait détruit.,She had destroyed.,False
2,They had planned everything perfectly.,past_perfect,Ils avaient tout planifié parfaitement.,They planned it perfectly.,False
3,They had lost everything else.,past_perfect,Ils avaient tout perdu.,They lost everything.,False
4,It had been someone else.,past_perfect,Il avait été quelqu'un d'autre.,He had been someone else.,False
5,She had earned that fate.,past_perfect,Elle avait mérité ce destin.,She deserved that fate.,False
6,They had discussed that question.,past_perfect,Ils avaient discuté de cette question.,They had discussed this issue.,False
7,He had forgotten that voice.,past_perfect,Il avait oublié que la voix.,He forgot that voice.,False
8,They had sung of love.,past_perfect,Ils avaient chanté de l'amour.,They sang of love.,False
9,She had suffered from depression.,past_perfect,Elle souffrait de dépression.,She was suffering from depression.,False
10,All energy had left his body.,past_perfect,Toute l'énergie avait quitté son corps.,All the energy had left her body.,False
11,That girl had given her money.,past_perfect,Cette fille lui avait donné de l'argent.,That girl gave him money.,False
12,She had deceived him again.,past_perfect,Elle l'avait trompé à nouveau.,She cheated on him again.,False
15,They were older than she had thought.,past_perfect,Ils étaient plus vieux qu'elle ne le pensait.,They were older than she thought.,False
16,They sang better than he had expected.,past_perfect,Ils chantaient mieux qu'il ne l'avait prévu.,They sang better than he expected.,False
17,It was larger than I had thought.,past_perfect,Il était plus grand que je le pensais.,He was taller than I thought.,False
18,She was younger than he had thought.,past_perfect,Elle était plus jeune qu'il ne le pensait.,She was younger than he thought.,False
19,She had seemed so happy.,past_perfect,Elle semblait si heureuse.,She seemed so happy.,False
20,The landscape had begun to change.,past_perfect,Le paysage a commencé à changer.,The landscape began to change.,False
21,But he knew she had heard.,past_perfect,Mais il savait qu'elle avait entendu.,But he knew she heard it.,False
22,She was younger than I'd expected.,past_perfect,Elle était plus jeune que ce que j'avais prévu.,She was younger than I expected.,False
23,He was younger than she'd assumed.,past_perfect,Il était plus jeune qu'elle ne l'avait supposé.,He was younger than she assumed.,False
24,It was heavier than she'd imagined.,past_perfect,Il était plus lourd qu'elle l'avait imaginée.,It was heavier than she imagined.,False
25,It was worse than I'd expected.,past_perfect,C'était pire que ce que j'avais prévu.,It was worse than I expected.,False
26,It was bigger than I'd expected.,past_perfect,C'était plus gros que ce que je pensais.,It was bigger than I thought.,False
27,It was harder than he'd thought.,past_perfect,C'était plus difficile qu'il ne le pensait.,It was harder than he thought.,False
28,It was harder than she'd thought.,past_perfect,C'était plus difficile qu'elle ne le pensait.,It was harder than she thought.,False
29,But I knew I had lost.,past_perfect,Mais je savais que j'avais perdu.,But I knew I'd lost.,False
30,But she noticed they had gone.,past_perfect,Mais elle a remarqué qu'ils avaient disparu.,But she noticed they were gone.,False
31,He knew that he had won.,past_perfect,Il savait qu'il avait gagné.,He knew he'd won.,False
32,She knew that she had lied.,past_perfect,Elle savait qu'elle avait menti.,She knew she was lying.,False
33,They knew that we had arrived.,past_perfect,Ils savaient que nous étions arrivés.,They knew we were here.,False
34,He assumed that he had won.,past_perfect,Il a supposé qu'il avait gagné.,He assumed he'd won.,False
35,It was heavier than he had expected.,past_perfect,Il était plus lourd qu'il ne l'avait prévu.,He was heavier than he expected.,False
36,I thought that you had escaped.,past_perfect,J'ai pensé que vous avait échappé.,I thought you escaped.,False
37,It was as I had expected.,past_perfect,Il était comme je l'avais prévu.,He was just as I planned.,False
39,They didn't know what I had done.,past_perfect,Ils ne savaient pas ce que j'avais fait.,They didn't know what I'd done.,False
40,She didn't know what she'd meant.,past_perfect,Elle ne savait pas ce qu'elle avait voulu dire.,She didn't know what she meant.,False
41,I didn't like what I had seen.,past_perfect,Je n'ai pas aimé ce que j'avais vu.,I didn't like what I saw.,False
42,He didn't know what she had heard.,past_perfect,Il ne savait pas ce qu'elle avait entendu.,He didn't know what she heard.,False
43,He did not know what he had done.,past_perfect,Il ne savait pas ce qu'il avait fait.,He didn't know what he'd done.,False
44,I didn't know what he had done.,past_perfect,Je ne savais pas ce qu'il avait fait.,I didn't know what he'd done.,False
45,I kept the phone that had rung.,past_perfect,J'ai gardé le téléphone avait sonné.,I kept the phone ringing.,False
46,I remembered the fight that had started.,past_perfect,Je me suis souvenu du combat qui avait commencé.,I remembered the fight that had begun.,False
48,This was the cup he had sought.,past_perfect,C'est la coupe qu'il avait cherché.,That's the Cup he was looking for.,False
49,That was the answer they had wanted.,past_perfect,"C'était la réponse, ils l'avaient voulu.","That was the answer, they wanted it.",False
50,I had no idea what had happened.,past_perfect,Je n'avais aucune idée de ce qui s'était passé.,I had no idea what happened.,False
51,That was the quotation he'd read.,past_perfect,C'est la citation qu'il avait lus.,That's the quote he read.,False
52,She was the first nice girl he had ever known.,past_perfect,C'était la première gentille fille qu'il connaissait.,She was the first nice girl he knew.,False
53,It was the first pretty thing she had ever had.,past_perfect,C'était la première jolie chose qu'elle n'avait jamais eu.,It was the first pretty thing she ever had.,False
54,It was the first new car they had ever owned.,past_perfect,C'était la première voiture qu'ils avaient jamais possédé.,It was the first car they ever owned.,False
55,I had done that many times in Italy.,past_perfect,Je l'avais fait plusieurs fois en Italie.,I did it several times in Italy.,False
56,I read the name that he had written.,past_perfect,J'ai lu le nom qu'il avait écrit.,I read the name he wrote.,False
57,"He had written it down at last, but it did not help.",past_perfect,"Il l'avait enfin noté, mais cela n'a pas aidé.","He finally wrote it down, but it didn't help.",False
58,You showed me a letter your brother had written to you.,past_perfect,Tu m'as montré une lettre que ton frère t'avait écrite.,You showed me a letter your brother wrote You.,False
59,He remembered what had happened.,past_perfect,Il se souvenait de ce qui s'était passé.,He remembered what happened.,False
60,This was the question he had feared.,past_perfect,Telle était la question qu'il craignait.,That was the question he feared.,False
61,This was the way he had come.,past_perfect,C'était la façon dont il était venu.,It was the way he came.,False
62,She knew why he had come here.,past_perfect,Elle savait pourquoi il était venu ici.,She knew why he came here.,False
63,She wondered why I had come back.,past_perfect,Elle se demandait pourquoi j'étais revenu.,She wondered why I came back.,False
64,You wondered when he had come back.,past_perfect,Vous vous demandiez quand il était revenu.,You were wondering when he was back.,False
65,I knew that my husband had come to England.,past_perfect,Je savais que mon mari était venu d'Angleterre.,I knew my husband had come from England.,False
66,The boxes were smaller than he had imagined.,past_perfect,Les boîtes étaient plus petites qu'il ne l'avait imaginé.,The boxes were smaller than he imagined.,False
67,The terms were better than he had expected.,past_perfect,Les conditions étaient meilleures que ce qu'il avait prévu.,The conditions were better than he expected.,False
68,The journey was not as bad as I had imagined.,past_perfect,Le voyage n'était pas aussi mauvais que je l'avais imaginé.,The trip wasn't as bad as I imagined.,False
69,The film wasn't as good as we had expected.,past_perfect,Le film n'était pas aussi bon que prévu.,The movie wasn't as good as we thought.,False
70,This had been more difficult than he'd imagined.,past_perfect,Cela avait été plus difficile qu'il ne l'avait imaginée.,It had been more difficult than he had imagined.,False
71,I understood what had happened.,past_perfect,J'ai compris ce qui s'était passé.,I figured out what happened.,False
72,She saw what had happened.,past_perfect,Elle a vu ce qui s'était passé.,She saw what happened.,False
73,They explained what had happened,past_perfect,Ils ont expliqué ce qui s'était passé,They explained what happened.,False
74,This was the path he had chosen.,past_perfect,C'était la voie qu'il avait choisie.,That was the path he had chosen.,False
75,That was a word she had heard.,past_perfect,C'était un mot qu'elle avait entendu.,It was a word she heard.,False
76,This was the part he had rehearsed.,past_perfect,C'était la partie qu'il avait préparé.,That was the part he had planned.,False
77,That was the word he had used.,past_perfect,C'était le mot qu'il avait utilisé.,That was the word he used.,False
78,I did not understand what he had said.,past_perfect,Je n'ai pas compris ce qu'il avait dit.,I didn't understand what he said.,False
79,It looked exactly as he had left it.,past_perfect,Il semblait exactement comme il l'avait laissé.,He looked exactly as he had left it.,False
3,I worry about it all the time.,Артикль the,- Je m'inquiéter tout le temps., I worry all the time.,False
4,We're the happiest,Артикль the,Nous sommes les plus heureux,We are the happiest,False
7,We are the youngest.,Артикль the,Nous sommes la plus jeune.,We're the youngest.,False
11,I am the greatest!,Артикль the,Je suis le plus grand!,I'm the greatest!,False
14,They are the best!,Артикль the,Ils sont les meilleurs!,They're the best!,False
15,We are the best.,Артикль the,Nous sommes les meilleurs.,We're the best.,False
19,I go to the cinema.,Артикль the,Je vais au cinéma.,I'm going to the movies.,False
20,You talk to the doctor.,Артикль the,Vous parlez au médecin.,You're talking to the doctor.,False
21,You go to the airport.,Артикль the,Vous rendre à l'aéroport.,Get to the airport.,False
22,You listen to the music.,Артикль the,Vous écoutez de la musique.,You're listening to music.,False
23,You go to the bar.,Артикль the,Vous allez à la barre.,You're going to the bar.,False
24,You listen to the news.,Артикль the,Vous écoutez les nouvelles.,You're listening to the news.,False
25,We go to the hotel.,Артикль the,Nous allons à l'hôtel.,We're going to the hotel.,False
26,We go to the party.,Артикль the,Nous allons à la fête.,We're going to the party.,False
28,I go to the library.,Артикль the,Je vais à la bibliothèque.,I'm going to the library.,False
29,I go to the park.,Артикль the,Je vais au parc.,I'm going to the park.,False
30,I shout to the driver.,Артикль the,Je crie au chauffeur.,I'll yell at the driver.,False
33,The eyes were not red.,Артикль the,Les yeux ne sont pas rouges.,The eyes are not red.,False
34,The passengers were not young.,Артикль the,Les passagers n'étaient pas les jeunes.,The passengers weren't the young ones.,False
39,I saw Martin in the corridor.,Артикль the,J'ai vu Martin dans le couloir.,I saw Martin in the Hall.,False
40,I met Fred at the cafe.,Артикль the,J'ai rencontré Fred au café.,I met Fred at the coffee shop.,False
41,He took John by the arm.,Артикль the,Il a pris par le bras.,He took by the arm.,False
45,He closed the door behind him.,Артикль the,Il a fermé la porte derrière lui.,He locked the door behind him.,False
46,He took the card from her.,Артикль the,Il a pris la carte de son.,He took the sound card.,False
47,She took the key from him.,Артикль the,Elle lui a pris la clé.,She took the key.,False
50,He returned to the room.,Артикль the,Il est retourné à la chambre.,He went back to the room.,False
51,I returned to the beach.,Артикль the,Je suis retourné à la plage.,I went back to the beach.,False
53,They returned to the hotel.,Артикль the,Ils sont retournés à l'hôtel.,They went back to the hotel.,False
54,She returned to the table.,Артикль the,Elle est retournée à la table.,She went back to the table.,False
59,He returned to the house.,Артикль the,Il est retourné à la maison.,He went back home.,False
61,He returned to the phone.,Артикль the,Il est retourné au téléphone.,He went back to the phone.,False
62,We listened to the music.,Артикль the,Nous avons écouté de la musique.,We listened to music.,False
63,She went to the park.,Артикль the,Elle se dirigea vers le parc.,She headed towards the park.,False
64,I talked to the doctor.,Артикль the,J'en ai parlé au médecin.,I told the doctor.,False
68,He spoke to the woman.,Артикль the,Il a parlé à la femme.,He talked to the woman.,False
69,He returned to the bar.,Артикль the,Il est retourné à la barre.,He's back on the stand.,False
70,He spoke to the driver.,Артикль the,Il a parlé au conducteur.,He talked to the driver.,False
72,I said to the girl.,Артикль the,Je l'ai dit à la jeune fille.,I told the girl.,False
75,They returned to the kitchen.,Артикль the,Ils sont retournés à la cuisine.,They went back to the kitchen.,False
77,They returned to the house.,Артикль the,Ils sont retournés à la maison.,They went back home.,False
78,She took the bag from him.,Артикль the,Elle prit le sac de lui.,She took his bag.,False
79,She took the ticket from me.,Артикль the,Elle a pris le billet de moi.,She took my ticket.,False
83,I took the phone from her.,Артикль the,J'ai pris le téléphone de son.,I took her phone.,False
88,I talked to the police.,Артикль the,J'ai parlé à la police.,I spoke to the police.,False
90,I returned to the room.,Артикль the,Je suis retourné à la chambre.,I went back to the room.,False
92,They went to the cinema.,Артикль the,Ils sont allés au cinéma.,They went to the movies.,False
93,He went to the theatre.,Артикль the,Il est allé au théâtre.,He went to the theater.,False
94,She fell to the floor.,Артикль the,Elle tomba sur le sol.,She fell to the ground.,False
99,She spoke to the driver.,Артикль the,Elle a parlé au conducteur.,She talked to the driver.,False
102,I talked to the grandmother.,Артикль the,J'ai parlé à la grand-mère.,I talked to Grandma.,False
103,They returned to the town.,Артикль the,Ils sont retournés en ville.,They're back in town.,False
105,She ran to the house.,Артикль the,Elle courut à la maison.,She ran home.,False
106,The boy laughed.,Артикль the,Le garçon se mit à rire.,The boy began to laugh.,False
108,The ship stopped.,Артикль the,Le navire s'est arrêté.,The ship has stopped.,False
109,The boy smiled.,Артикль the,Le garçon sourit.,The boy smiles.,False
111,The girl smiled.,Артикль the,La jeune fille sourit.,The girl smiles.,False
115,The day began.,Артикль the,La journée a commencé.,The day has begun.,False
116,The rain began.,Артикль the,La pluie a commencé.,The rain has begun.,False
118,The work started.,Артикль the,Le travail a commencé.,Work has begun.,False
119,The meeting began.,Артикль the,La réunion a commencé.,The meeting has begun.,False
120,The police arrived.,Артикль the,L'arrivée de la police.,The arrival of the police.,False
121,The child returned.,Артикль the,L'enfant est retourné.,The child is turned.,False
122,The door opened!,Артикль the,La porte s'ouvre!,The door opens!,False
123,The actress laughed.,Артикль the,L'actrice se mit à rire.,The actress began to laugh.,False
131,The water is warm.,Артикль the,L'eau est chaude.,The water's warm.,False
135,The film is great.,Артикль the,Le film est excellent.,The film is excellent.,False
137,The woman is nice.,Артикль the,La femme est belle.,The woman is beautiful.,False
140,The soup is tasty.,Артикль the,La soupe est délicieuse.,The soup is delicious.,False
143,The bag is brown.,Артикль the,Le sac est de couleur brune.,The bag is Brown in colour.,False
145,You start in the morning.,Артикль the,Vous partez le matin.,You leave in the morning.,False
148,They arrive at the airport.,Артикль the,Ils arrivent à l'aéroport.,They're arriving at the airport.,False
150,I work in the bank!,Артикль the,Je travaille à la banque!,I work at the bank!,False
