,ID,Page ID,Local text,English text,en_fr_yandex_tr,fr_en_yandex_tr,ru_fr_yandex_tr,fr_ru_yandex_tr
127,128,8,Вы не знаете ничего.,You don't know anything.,Vous ne savez pas quoi que ce soit.,You don't know anything.,Vous ne savez rien.,Вы ничего не знаете.
128,129,8,Вы не делаете ничего.,You don't do anything.,Vous n'avez pas à faire quoi que ce soit.,You don't have to do anything.,Vous ne faites rien.,Вы ничего не делаете.
129,130,8,Ты не ешь мясо.,You don't eat meat.,Vous ne mangez pas de viande.,You don't eat meat.,Tu ne manges pas de viande.,Ты не ешь мяса.
130,131,8,Я не хочу чая.,I don't want tea.,Je ne veux pas de thé.,I don't want tea.,Je ne veux pas de thé.,Я не хочу чаю.
131,132,8,Ты не знаешь никого.,You don't know anyone.,Vous ne connaissez personne.,You don't know anyone.,Tu ne connais personne.,Ты никого не знаешь.
132,133,8,Мне не нравится кофе.,I don't like coffee.,Je n'aime pas le café.,I don't like coffee.,Je n'aime pas le café.,Я не люблю кофе.
133,134,8,Мне не нужна помощь.,I don't need help.,Je n'ai pas besoin d'aide.,I don't need help.,Je n'ai pas besoin d'aide.,Мне не нужна помощь.
134,135,8,Я не хочу денег.,I don't want money.,Je ne veux pas d'argent.,I don't want any money.,Je ne veux pas d'argent.,Мне не нужны деньги.
135,136,8,Я не слышу ничего.,I don't hear anything.,Je n'entends rien.,I can't hear a thing.,Je n'entends rien.,Я ничего не слышу.
136,137,8,У нас нет ничего.,We don't have anything.,Nous n'avons pas de quoi que ce soit.,We don't have anything.,Nous n'avons rien.,У нас ничего нет.
137,138,8,Мне не нужна удача.,I don't need luck.,Je n'ai pas besoin de chance.,I don't need luck.,Je n'ai pas besoin de chance.,Мне не нужна удача.
138,139,8,Я не чувствую ничего.,I don't feel anything.,Je ne ressens rien.,I don't feel anything.,Je ne sens plus rien.,Я больше ничего не чувствую.
139,140,8,Ты не знаешь математику.,You do not know maths.,Vous ne connaissez pas les maths.,You don't know math.,Tu ne connais pas les maths.,Ты не знаешь математики.
140,141,8,Мне не нужен никто!,I don't need anyone!,Je n'ai pas besoin de personne!,I don't need anyone!,Je n'ai besoin de personne!,Мне никто не нужен!
141,142,8,Я не смотрю телевизор.,I don't watch TV.,Je ne regarde pas la TÉLÉ.,I don't watch TV.,Je ne regarde pas la télévision.,Я не смотрю телевизор.
142,143,8,Я не верю никому.,I don't believe anyone.,Je ne crois pas que personne.,I don't think anyone.,Je ne crois personne.,Я никому не верю.
143,144,8,Я не помню ничего.,I don't remember anything.,Je ne me souviens pas de quoi que ce soit.,I don't remember anything.,Je ne me souviens de rien.,Я ничего не помню.
144,145,8,Мне не нужно работать.,I don't need to work.,Je n'ai pas besoin de travailler.,I don't need to work.,Je n'ai pas besoin de travailler.,Мне не нужно работать.
145,146,8,Ты не работаешь в школе.,You don't work at school.,Vous n'avez pas de travail à l'école.,You don't have a job at school.,Tu ne travailles pas à l'école.,Ты не работаешь в школе.
146,147,8,Мне не нравится чай.,I don't like tea.,Je n'aime pas le thé.,I don't like tea.,Je n'aime pas le thé.,Я не люблю чай.
147,148,8,Я не беру ничего.,I don't take anything.,Je ne prends pas n'importe quoi.,I'm not taking anything.,Je ne prends rien.,Я ничего не беру.
148,149,8,Вы не говорите ничего.,You don't say anything.,Vous ne dites rien.,You say nothing.,Vous ne dites rien.,Вы ничего не говорите.
149,150,8,Ты не помнишь ничего.,You don't remember anything,Vous ne vous souvenez de rien,You don't remember anything,Tu ne te souviens de rien.,Ты ничего не помнишь.
150,151,8,Они не согласны.,They don't agree.,Ils ne sont pas d'accord.,They don't agree.,Ils ne sont pas d'accord.,Они не согласны.
151,152,8,Вы не понимаете!,You don't understand!,Vous ne comprenez pas!,You don't understand!,Vous ne comprenez pas!,Вы не понимаете!
152,153,8,Я не двигаюсь.,I don't move.,Je ne bouge pas.,I'm not going anywhere.,Je ne bouge pas.,Я не двигаюсь.
153,154,8,Я не верю!,I don't believe!,Je ne crois pas!,I don't think so!,Je ne crois pas!,Я не верю!
154,155,8,Мы не говорим.,We don't speak.,Nous ne parlons pas.,We don't talk.,Nous ne parlons pas.,Мы не разговариваем.
155,156,8,Я не понимаю!,I don't understand!,Je ne comprends pas!,I don't understand!,Je ne comprends pas!,Я не понимаю!
156,157,8,Они не работают.,They don't work.,Ils ne travaillent pas.,They don't work.,Ils ne fonctionnent pas.,Они не работают.
157,158,8,Вы не танцуете.,You don't dance.,Vous n'avez pas de danse.,You don't have a dance.,Vous ne dansez pas.,Вы не танцуете.
158,159,8,Ты не пьёшь.,You don't drink.,Vous ne buvez pas.,You don't drink.,Tu ne bois pas.,Ты не пьешь.
159,160,8,Я не курю.,I don't smoke.,Je ne fume pas.,I don't smoke.,Je ne fume pas.,Я не курю.
160,161,8,Ты не разговариваешь.,You don't talk.,Vous ne parlez pas.,You don't talk.,Tu ne parles pas.,Ты не разговариваешь.
161,162,8,Мы не танцуем.,We don't dance.,Nous n'avons pas de danse.,We did not dance.,On ne danse pas.,Мы не танцуем.
162,163,8,Они не понимают.,They don't understand.,Ils ne comprennent pas.,They don't understand.,Ils ne comprennent pas.,Они не понимают.
163,164,8,Мы не разговариваем.,We don't talk.,Nous ne parlons pas.,We don't talk.,Nous n'utilisions pas.,Мы не использовали.
164,165,8,Я не отвечаю.,I don't answer.,Je n'ai pas de réponse.,I have no answer.,Je ne réponds pas.,Я не отвечаю.
165,166,8,Я не говорю по-итальянски.,I don't speak Italian.,Je ne parle pas l'italien.,I don't speak Italian.,Je ne parle pas l'italien.,Я не говорю по-итальянски.
166,167,8,Мы не останавливаемся.,We don't stop.,Nous ne nous arrêtons pas.,We don't stop.,Nous ne nous arrêtons pas.,Мы не останавливаемся.
167,168,8,Я не пою.,I don't sing.,Je ne chante pas.,I don't sing.,Je ne chante pas.,Я не пою.
168,169,8,Мы не знаем!,We don't know!,Nous ne savons pas!,We don't know!,Nous ne savons pas!,Мы не знаем!
169,170,8,Я не хочу есть.,I don't want to eat.,Je ne veux pas manger.,I don't want to eat.,Je ne veux pas manger.,Я не хочу есть.
170,171,8,"Мы не знаем, что делать.",We don't know what to do.,Nous ne savons pas quoi faire.,We don't know what to do.,Nous ne savons pas quoi faire.,"Мы не знаем, что делать."
171,172,8,Они не выглядят опасными.,They don't look dangerous.,Ils n'ont pas l'air dangereux.,They don't look dangerous.,Ils ne semblent pas dangereux.,Они не кажутся опасными.
172,173,8,Я неважно себя чувствую.,I don't feel good.,Je ne me sens pas bien.,I don't feel well.,Je ne me sens pas bien.,Я плохо себя чувствую.
173,174,8,Я не чувствую себя особенным.,I don't feel special.,Je ne me sens pas spéciale.,I don't feel special.,Je ne me sens pas spécial.,Я не чувствую себя особенным.
174,175,8,Я не хожу в спортивный зал.,I don't go to the gym.,Je ne vais pas à la salle de gym.,I'm not going to the gym.,Je ne vais pas au Gymnase.,Я не хожу в спортзал.
175,176,8,Ты не выглядишь удивленным.,You don't look surprised.,Vous n'avez pas l'air surpris.,You don't look surprised.,Tu n'as pas l'air surpris.,Ты не выглядишь удивленным.
176,177,8,Ты выглядишь плохо.,You don't look good.,Vous n'avez pas l'air bien.,You don't look well.,Tu as l'air mal.,Ты плохо выглядишь.
177,178,8,Ты не выглядишь счастливым.,You don't look happy.,Vous n'avez pas l'air heureux.,You don't look happy.,Tu n'as pas l'air heureux.,Ты не выглядишь счастливым.
178,179,8,"Я не знаю, кого выбрать.",I don't know who to choose.,Je ne sais pas qui choisir.,I don't know who to pick.,Je ne sais pas qui choisir.,"Я не знаю, кого выбрать."
179,180,8,"Я не знаю, чему верить.",I don't know what to believe.,Je ne sais pas quoi croire.,I don't know what to believe.,Je ne sais pas quoi croire.,"Не знаю, чему верить."
180,181,8,"Я не знаю, что думать.",I do not know what to think.,Je ne sais pas quoi penser.,I don't know what to think.,Je ne sais pas quoi penser.,"Не знаю, что и думать."
181,182,8,Он не понимает нас.,He doesn't understand us.,Il ne nous comprennent pas.,They don't understand us.,Il ne nous comprend pas.,Он нас не понимает.
182,183,8,Это не задевает его.,It doesn't hurt him.,Il ne fait pas de mal de lui.,He doesn't hurt himself.,Cela ne le blesse pas.,Это не ранит его.
183,184,8,Она не помнит его.,She doesn't remember him.,Elle ne se souvient pas de lui.,She doesn't remember him.,Elle ne se souvient pas de lui.,Она его не помнит.
184,185,8,Он не звонит мне.,He does not call me.,Il ne m'appelez pas.,He's not calling me.,Il ne m'appelle pas.,Он мне не звонит.
185,186,8,Он не помогает мне.,He doesn't help me.,Il ne m'aide pas.,He's not helping me.,Il ne m'a pas aidé.,Он мне не помог.
186,187,8,Она не видит меня.,She doesn't see me.,Elle ne me voit pas.,She can't see me.,Elle ne me voit pas.,Она меня не видит.
187,188,8,Ей не нужно это.,She doesn't need it.,Elle n'en a pas besoin.,She doesn't need to.,Elle n'a pas besoin de cela.,Ей это не нужно.
188,189,8,Я ему не нравлюсь.,He doesn't like me.,Il ne m'aime pas.,He doesn't like me.,Je lui plais pas.,Я ему не нравлюсь.
189,190,8,Он не видит меня.,He doesn't see me.,Il ne me voit pas.,He can't see me.,Il ne me voit pas.,Он меня не видит.
190,191,8,Это не удивляет меня.,It doesn't surprise me.,Ça ne m'étonne pas.,I'm not surprised.,Cela ne me surprend pas.,Меня это не удивляет.
191,192,8,Он не навещает тебя.,He doesn't visit you.,Il ne visite pas vous.,He's not visiting you.,Il ne te rend pas visite.,Он не навещает тебя.
192,193,8,Она не отвечает ему.,She doesn't answer him.,Elle ne lui réponds pas.,She's not answering him.,Elle ne lui répond pas.,Она не отвечает ему.
193,194,8,Это не имеет значения.,It doesn't matter.,Il n'a pas d'importance.,It doesn't matter.,Ce n'est pas grave.,Это неважно.
194,195,8,Это не останавливает меня.,It doesn't stop me.,Il n'arrête pas de moi.,He doesn't stop me.,Ça ne m'arrête pas.,Это меня не останавливает.
195,196,8,Она не ненавидит тебя.,She doesn't hate you.,Elle ne les déteste pas vous.,She doesn't hate you.,Elle ne te déteste pas.,Она тебя не ненавидит.
196,197,8,Она ничего не объясняет мне.,She doesn't explain me anything.,Elle ne veut pas m'expliquer quoi que ce soit.,She doesn't want to explain anything to me.,Elle ne m'explique rien.,Она мне ничего не объясняет.
197,198,8,Он не звонит тебе.,He does not call you.,Il ne vous appelle pas.,He's not calling you.,Il ne t'appelle pas.,Он тебе не звонит.
198,199,8,Это неправильно.,It is not right.,Il n'est pas droit.,He's not straight.,C'est faux.,Неправда.
199,200,8,Это не делает нас счастливыми.,It doesn't make us happy.,Il ne nous rend pas heureux.,He doesn't make us happy.,Cela ne nous rend pas heureux.,Это не делает нас счастливыми.
200,201,8,Он не говорит нет.,He doesn't say no.,Il ne dit pas non.,He's not saying no.,Il ne dit pas non.,Он не говорит нет.
201,202,8,Он не знает её.,He doesn't know her.,Il ne le sait pas elle.,He doesn't know she.,Il ne la connaît.,Он ее не знает.
202,203,8,Он не интересует меня.,He doesn't interest me.,Il ne m'intéresse pas.,It does not interest me.,Il ne m'intéresse pas.,Он меня не интересует.
203,204,8,Она не любит меня.,She doesn't love me.,Elle ne m'aime pas.,She doesn't like me.,Elle ne m'aime pas.,Она меня не любит.
204,205,8,Он не верит нам.,He doesn't believe us.,Il ne nous croyez pas.,He doesn't believe us.,Il ne nous croit pas.,Он нам не верит.
205,206,8,Она не видит тебя.,She doesn't see you.,Elle ne veut pas vous voir.,She doesn't want to see you.,Elle ne te voit pas.,Она тебя не видит.
206,207,8,Она не готовит.,She doesn't cook.,Elle ne cuisine pas.,She doesn't Cook.,Elle ne cuisine pas.,Она не готовит.
207,208,8,Он не верит мне.,He does not believe me.,Il ne me croyez pas.,He doesn't believe me.,Il ne me croit.,Он мне не верит.
208,209,8,Это не подходит мне.,It does not suit me.,Il ne me convient pas.,He doesn't suit me.,Cela ne me convient.,Меня это не устраивает.
209,210,8,Она не любит его.,She does not love him.,Elle ne l'aime pas.,She doesn't like him.,Elle ne l'aime pas.,Она его не любит.
210,211,8,Он не делает этого.,He doesn't do it.,Il ne fait pas ça.,He doesn't do that.,Il ne le fait pas.,Он этого не делает.
211,212,8,Это не делает меня счастливым.,It doesn't make me happy.,Cela ne me rend pas heureux.,It doesn't make me happy.,Ça ne me rend pas heureux.,Это не делает меня счастливым.
212,213,8,Она не видит этого.,She doesn't see it.,Elle ne voit pas cela.,She doesn't see that.,Elle ne voit pas cela.,Она этого не видит.
213,214,8,Она не имеет в виду это.,She doesn't mean it.,Elle ne signifie pas qu'il.,It doesn't mean he.,Elle ne veut pas dire ça.,Она не имеет в виду этого.
214,215,8,Она не верит тебе.,She doesn't believe you.,Elle ne vous crois pas.,She doesn't believe you.,Elle ne te croit pas.,Она тебе не верит.
215,216,8,Она не видит никого.,She doesn't see anybody.,Elle ne veut pas voir personne.,She doesn't want to see anyone.,Elle ne voit personne.,Она никого не видит.
216,217,8,Он не чувствует ничего.,He doesn't feel anything.,Il ne ressent rien.,He feels nothing.,Il ne sent rien.,Он ничего не чувствует.
217,218,8,Он ни с кем не разговаривает.,He doesn't talk to anyone.,Il ne parle à personne.,He's not talking to anyone.,Il n'a pas parle.,Он не говорил.
218,219,8,Она не слышит ничего.,She doesn't hear anything.,Elle ne veut rien entendre.,She won't listen.,Elle n'entend rien.,Она ничего не слышит.
219,220,8,Ему не нужна помощь.,He doesn't need help.,Il n'a pas besoin d'aide.,He doesn't need any help.,Il n'a pas besoin d'aide.,Ему не нужна помощь.
220,221,8,Ей не нужны деньги.,She doesn't need money.,Elle n'a pas besoin d'argent.,She doesn't need money.,Elle n'a pas besoin d'argent.,Ей не нужны деньги.
221,222,8,Ей не нравится веселье.,She doesn't like fun.,Elle n'aime pas amusant.,She doesn't like fun.,Elle n'aime pas s'amuser.,Она не любит веселиться.
222,223,8,Ей не нравится шоколад.,She doesn't like chocolate.,Elle n'aime pas le chocolat.,She doesn't like chocolate.,Elle n'aime pas le chocolat.,Она не любит шоколад.
223,224,8,Она не использует сахар.,She doesn't use sugar.,Elle n'utilise pas de sucre.,She doesn't use sugar.,Elle n'utilise pas de sucre.,Она не использует сахар.
224,225,8,Это не выглядит правильно.,It doesn't look right.,Il ne regarde pas à droite.,He's not looking right.,Cela ne semble pas correct.,Это не кажется правильным.
225,226,8,Ему не нравятся макароны.,He doesn't like pasta.,Il n'aime pas les pâtes.,He doesn't like pasta.,Il n'aime pas les pâtes.,Он не любит макароны.
226,227,8,Ей не нравится сыр!,She doesn't like cheese!,Elle n'aime pas le fromage!,She doesn't like cheese!,Elle n'aime pas le fromage!,Она не любит сыр!
227,228,8,Он не знает ничего.,He doesn't know anything.,Il ne sait rien.,He knows nothing.,Il ne sait rien.,Он ничего не знает.
228,229,8,Она не пьёт чай.,She doesn't drink tea.,Elle ne boit pas de thé.,She doesn't drink tea.,Elle ne boit pas de thé.,Она не пьет чай.
229,230,8,Он не ест мясо.,He doesn't eat meat.,Il ne mange pas de viande.,He doesn't eat meat.,Il ne mange pas de viande.,Он не ест мяса.
230,231,8,Она не помнит ничего.,She doesn't remember anything.,Elle ne se rappelle de rien.,She doesn't remember anything.,Elle ne se souvient de rien.,Она ничего не помнит.
231,232,8,Я не хочу говорить об этом!,I don't want to talk about it!,Je ne veux pas en parler!,I don't want to talk about it!,Je ne veux pas en parler!,Я не хочу об этом говорить!
232,233,8,"Я не хочу быть, как ты.",I don't want to be like you.,Je ne veux pas être comme vous.,I don't want to be like you.,Je ne veux pas être comme toi.,"Я не хочу быть таким, как ты."
233,234,8,Я не хочу работать с тобой.,I don't want to work with you.,Je ne veux pas travailler avec vous.,I don't want to work with you.,Je ne veux pas travailler avec toi.,Я не хочу работать с тобой.
234,235,8,Я не хочу беспокоиться о вас.,I don't want to worry about you.,Je ne veux pas vous soucier de vous.,I don't want to worry about you.,Je ne veux pas m'inquiéter pour vous.,Я не хочу беспокоиться за вас.
235,236,8,Ты не хочешь учиться с ней.,You don't want to study with her.,Tu ne veux pas étudier avec elle.,You don't want to study with her.,Tu ne veux pas apprendre avec elle.,Ты не хочешь учиться у нее.
236,237,8,Я не хочу говорить ей.,I do not want to tell her.,Je ne veux pas lui dire.,I don't want to tell him.,Je ne veux pas lui dire.,Я не хочу ему говорить.
237,238,8,Я не хочу петь с тобой.,I don't want to sing with you.,Je n'ai pas envie de chanter avec vous.,I don't want to sing with you.,Je ne veux pas chanter avec toi.,Я не хочу петь с тобой.
238,239,8,Я не хочу идти с ними.,I don't want to go with them.,Je ne veux pas aller avec eux.,I don't want to go with them.,Je ne veux pas aller avec eux.,Я не хочу идти с ними.
239,240,8,Я не хочу читать об этом.,I don't want to read about it.,Je ne veux pas le lire.,I don't want to read it.,Je ne veux pas lire à ce sujet.,Я не хочу читать об этом.
240,241,8,Я не хочу знать об этом.,I don't want to know about it.,Je ne veux pas le savoir.,I don't want to know.,Je ne veux pas le savoir.,Я не хочу этого знать.
241,242,8,Я не хочу жить без тебя.,I don't want to live without you.,Je ne veux pas vivre sans toi.,I don't want to live without you.,Je ne veux pas vivre sans toi.,Я не хочу жить без тебя.
242,243,8,Я не хочу танцевать с вами.,I don't want to dance with you.,Je ne veux pas danser avec vous.,I don't want to dance with you.,Je ne veux pas danser avec vous.,Я не хочу танцевать с вами.
243,244,8,Оно не говорит ничего мне.,It doesn't say anything to me.,Ca ne veut rien dire pour moi.,It means nothing to me.,Il ne dit rien à moi.,Он мне ничего не говорит.
244,245,8,Она не значит ничего для меня.,She doesn't mean anything to me.,Elle ne signifie rien pour moi.,She means nothing to me.,Elle ne veut rien dire pour moi.,Она для меня ничего не значит.
245,246,8,Это не помогает ему.,It does not help him.,Il ne permet pas de lui.,He does not allow him.,Cela ne l'aide pas.,Это ему не помогает.
246,247,8,У нас нет времени на путешествия.,We don't have time to travel.,Nous n'avons pas le temps de voyager.,We don't have time to travel.,On n'a pas le temps de voyager.,У нас нет времени путешествовать.
247,248,8,У меня нет времени мечтать.,I don't have time to dream.,Je n'ai pas le temps de rêver.,I don't have time to dream.,Je n'ai pas le temps de rêver.,У меня нет времени мечтать.
248,249,8,Я не знаю ничего о тех сообщениях.,I don't know anything about those messages.,Je ne sais rien à propos de ces messages.,I don't know anything about those messages.,Je ne sais rien de ces messages.,Я ничего не знаю об этих сообщениях.
249,250,8,Я обычно не делаю ошибок.,I don't usually make mistakes.,Je n'ai pas l'habitude de faire des erreurs.,I'm not used to making mistakes.,Je ne fais généralement pas d'erreurs.,Обычно я не совершаю ошибок.
250,251,8,Я не знаю ничего ни о каких письмах.,I don't know anything about any letters.,Je ne sais rien à propos de toutes les lettres.,I don't know anything about all the letters.,Je ne sais rien sur les lettres.,Я ничего не знаю о письмах.
251,252,8,"Я уверен, она не помнит меня.",I'm sure she doesn't remember me.,Je suis sûr qu'elle ne se souvient pas de moi.,I'm sure she doesn't remember me.,Je suis sûr qu'elle ne se souvient pas de moi.,"Уверен, она меня не помнит."
252,253,8,Я не помню этих людей.,I don't remember those people.,Je ne me souviens pas de ces gens.,I don't remember these people.,Je ne me souviens pas de ces gens.,Я не помню этих людей.
253,254,8,"Я даже не уверен, что это возможно.",I'm not even sure that's possible.,Je ne suis même pas sûr que c'est possible.,I'm not even sure that's possible.,Je ne suis même pas sûr que ce soit possible.,"Я даже не уверен, что это возможно."
254,255,8,"Я не уверен, что это правда.",I'm not sure that's true.,Je ne suis pas sûr que ce soit vrai.,I'm not sure that's true.,Je ne suis pas sûr que c'est vrai.,"Я не уверен, что это правда."
255,256,8,"Я не уверен, что это безопасно.",I'm not sure that's safe.,Je ne suis pas sûr que c'est un coffre-fort.,I'm not sure it's a safe.,Je ne suis pas sûr que ce soit sûr.,"Я не уверен, что это безопасно."
256,257,8,Я обычно не принимаю гостей.,I don't usually have guests.,Je n'ai pas l'habitude d'avoir des invités.,I'm not used to having guests.,Je n'accepte pas les invités.,Я не принимаю гостей.
257,258,8,Я нечасто хожу на вечеринки.,I do not often go to parties.,Je ne vais pas souvent à des fêtes.,I don't go to parties very often.,Je ne vais pas souvent aux fêtes.,Я не часто хожу на вечеринки.
258,259,8,"Я не думаю, что это возможно.",I don't think it's possible.,Je ne pense pas que c'est possible.,I don't think that's possible.,Je ne pense pas que c'est possible.,"Я не думаю, что это возможно."
259,260,8,"Я не думаю, что он прав.",I don't think he's right.,Je ne pense pas qu'il a raison.,I don't think he's right.,Je ne pense pas qu'il ait raison.,"Не думаю, что он прав."
260,261,8,"Я не думаю, что это важно.",I don't think it's important.,Je ne pense pas que c'est important.,I don't think that's important.,Je ne pense pas que ce soit important.,"Я не думаю, что это важно."
261,262,8,"Я не думаю, что это хорошо.",I don't think it's good.,Je ne pense pas que c'est bon.,I don't think that's good.,Je ne pense pas que ce soit une bonne chose.,"Не думаю, что это хорошо."
262,263,8,"Дороти, у нас не так много времени.","Dorothy, we don't have much time.","Dorothy, nous n'avons pas beaucoup de temps.","Dorothy, we don't have much time.","Dorothy, on n'a pas beaucoup de temps.","Дороти, у нас мало времени."
263,264,8,Мне не о чем поговорить.,I don't have anything to talk about.,Je n'ai rien d'en parler.,I have nothing to talk about.,Je ne parle pas.,Я не говорю.
264,265,8,У тебя нет твоей сумки.,You don't have your bag.,Vous n'avez pas votre sac.,You don't have your bag.,Tu n'as pas ton sac.,У тебя нет сумки.
265,266,8,Ему не нравится отвечать на вопросы.,He doesn't like to answer questions.,Il n'aime pas répondre aux questions.,He doesn't like to answer questions.,Il n'aime pas répondre aux questions.,Он не любит отвечать на вопросы.
266,267,8,Она не хочет носить очки.,She doesn't want to wear glasses.,Elle ne veut pas porter des lunettes.,She doesn't want to wear glasses.,Elle ne veut pas porter de lunettes.,Она не хочет носить очки.
267,268,8,"Они не прощают, и они не забывают.",They don't forgive and they don't forget.,Ils ne pardonnent pas et n'oublient pas.,They don't forgive and forget.,"Ils ne pardonnent pas, et ils n'oublient pas.",Не прощают и не забывают.
268,269,8,"Мы не знаем, и мы не спрашиваем.",We don't know and we don't ask.,On ne sait pas et on ne demande pas.,We don't know and we don't ask.,Nous ne savons pas et nous ne demandons pas.,Мы не знаем и не просим.
269,270,8,"Я не знаю, и я не хочу знать.",I don't know and I don't want to know.,Je ne sais pas et je ne veux pas savoir.,"I don't know, and I don't want to know.","Je ne sais pas, et je ne veux pas savoir.",Не знаю и знать не хочу.
270,271,8,Её нет здесь сегодня.,She's not here today.,Elle n'est pas là aujourd'hui.,She's not here today.,Elle n'est pas ici aujourd'hui.,Ее сегодня здесь нет.
271,272,8,Ей нехорошо сегодня.,She isn't well today.,Elle n'est pas bien aujourd'hui.,She's not well today.,Elle n'est pas bien aujourd'hui.,Ей сегодня нехорошо.
272,273,8,Это действительно не имеет значения.,It doesn't really matter.,Il n'a pas vraiment d'importance.,It doesn't really matter.,Cela n'a vraiment pas d'importance.,Это действительно не имеет значения.
273,274,8,Вы не всегда соглашаетесь со мной.,You don't always agree with me.,Vous n'avez pas toujours d'accord avec moi.,You don't always agree with me.,Vous n'êtes pas toujours d'accord avec moi.,Вы не всегда со мной согласны.
274,275,8,Я не всегда соглашаюсь с ним.,I do not always agree with him.,Je ne suis pas toujours d'accord avec lui.,I don't always agree with him.,Je ne suis pas toujours d'accord avec lui.,Я не всегда с ним согласен.
275,276,8,Я не всегда не согласен с тобой!,I don't always disagree with you!,Je ne suis pas toujours en désaccord avec vous!,I don't always disagree with you!,Je ne suis pas toujours en désaccord avec toi!,Я не всегда с тобой не согласен!
276,277,8,Ему не нравится играть в игры.,He doesn't like to play games.,Il n'aime pas jouer à des jeux.,He doesn't like to play games.,Il n'aime pas jouer à des jeux.,Он не любит играть в игры.
277,278,8,"Извините, я действительно не голоден.","Sorry, I'm really not hungry.","Désolé, je ne suis vraiment pas faim.","Sorry, I'm really not hungry.","Désolé, je n'ai pas vraiment faim.","Извини, я не очень голоден."
278,279,8,"Извините, я обычно не опаздываю.","Sorry, I'm not usually late.","Désolé, je ne suis pas habituellement à la fin.","Sorry, I'm not usually at the end.","Désolé, je ne suis pas en retard.","Извини, я не опаздываю."
279,280,8,Иногда я не понимаю себя.,Sometimes I don't understand myself.,Parfois je ne comprends pas moi-même.,Sometimes I don't understand myself.,"Parfois, je ne me comprends pas.",Иногда я не понимаю себя.
280,281,8,"Я уверен, он не ненавидит тебя.",I'm sure he doesn't hate you.,Je suis sûr qu'il ne les déteste pas vous.,I'm sure he doesn't hate you.,Je suis sûr qu'il ne te déteste pas.,"Уверен, он тебя не ненавидит."
281,282,8,"Я уверен, ему не нравишься ты.",I'm sure he doesn't like you.,Je suis sûr qu'il ne vous aime pas.,I'm sure he doesn't like you.,Je suis sûr qu'il ne t'aime pas.,"Уверен, он тебя не любит."
282,283,8,У меня нет времени для этих игр.,I don't have time for these games.,Je n'ai pas le temps pour ces jeux.,I don't have time for these games.,Je n'ai pas le temps pour ces jeux.,У меня нет времени на эти игры.
283,284,8,Мы обычно не беспокоимся о них.,We don't usually worry about them.,Nous n'avons généralement pas l'inquiéter.,We don't usually have to worry him.,Nous ne nous inquiétons généralement pas pour eux.,Мы обычно не беспокоимся за них.
284,285,8,Он не хочет разговаривать с вами.,He doesn't want to talk to you.,Il ne veut pas vous parler.,He doesn't want to talk to you.,Il ne veut pas vous parler.,Он не хочет с вами разговаривать.
285,286,8,Погода не всегда такая плохая.,The weather is not always so bad.,La météo n'est pas toujours si mauvais.,The weather's not always that bad.,Le temps n'est pas toujours si mauvais.,Погода не всегда так плоха.
286,287,8,Она обычно не такая дружелюбная.,She is not usually so friendly.,Elle n'est généralement pas très amical.,She's not usually very friendly.,Elle n'est généralement pas si amicale.,Она вообще не такая дружелюбная.
287,288,8,Я не согласен с тобой.,I don't agree with you.,Je ne suis pas d'accord avec vous.,I don't agree with you.,Je ne suis pas d'accord avec toi.,Я с тобой не согласен.
288,289,8,У них нет кошки.,They don't have a cat.,Ils n'ont pas un chat.,They don't have a cat.,Ils n'ont pas de chat.,У них нет кошки.
