,English text,train_type,en_fr_translate,fr_en_translate,correct
63,Who was she protecting?,past_continuous q,Qui était-elle protéger?,Who was she protecting?,True
64,Who was he protecting?,past_continuous q,Qui était-il protéger?,Who was he protecting?,True
67,Who were they asking?,past_continuous q,Qui étaient-ils demander?,Who were they asking?,True
70,Who were you protecting?,past_continuous q,Qui étiez-vous protéger?,Who were you protecting?,True
72,Why were you fighting?,past_continuous q,Pourquoi vous battiez-vous?,Why were you fighting?,True
76,What was I asking him?,past_continuous q,Qu'étais-je lui demander?,What was I asking him?,True
80,What were you asking me?,past_continuous q,"Quelles ont été, me demandez-vous?",What were you asking me?,True
81,What was she telling me?,past_continuous q,Que faisait-elle me dire?,What was she telling me?,True
82,What were they asking you?,past_continuous q,Qu'étaient-ils vous le demande?,What were they asking you?,True
89,Where were you playing?,past_continuous q,Où étiez-vous en train de jouer?,Where were you playing?,True
90,Why were you coughing?,past_continuous q,Pourquoi avez-vous été à la toux?,Why were you coughing?,True
91,Where were you staying?,past_continuous q,Où étiez-vous rester?,Where were you staying?,True
92,Why were you listening?,past_continuous q,Pourquoi étiez-vous à l'écoute?,Why were you listening?,True
96,Why were they talking?,past_continuous q,Pourquoi étaient-ils parler?,Why were they talking?,True
98,Why was he crying?,past_continuous q,Pourquoi était-il pleurer?,Why was he crying?,True
100,Why was she screaming?,past_continuous q,Pourquoi était-elle en hurlant?,Why was she screaming?,True
101,Where was she hiding?,past_continuous q,Où était-elle cacher?,Where was she hiding?,True
102,Where was he studying?,past_continuous q,Où était-il en train d'étudier?,Where was he studying?,True
103,Why were we fighting?,past_continuous q,Pourquoi étions-nous combattre?,Why were we fighting?,True
104,Where was she staying?,past_continuous q,Où était-elle rester?,Where was she staying?,True
106,Where were they driving?,past_continuous q,Où étaient-ils conduire?,Where were they driving?,True
107,Why were you laughing?,past_continuous q,Pourquoi tu rigolais?,Why were you laughing?,True
108,Why was I talking?,past_continuous q,Pourquoi étais-je en train de parler?,Why was I talking?,True
111,Why was he calling?,past_continuous q,Pourquoi était-il l'appeler?,Why was he calling?,True
114,Where was he staying?,past_continuous q,Où était-il rester?,Where was he staying?,True
117,Where was he going?,past_continuous q,Où allait-il?,Where was he going?,True
118,Where were they going?,past_continuous q,Où allaient-ils?,Where were they going?,True
119,Why was she sleeping?,past_continuous q,Pourquoi était-elle de dormir?,Why was she sleeping?,True
121,Where was I going?,past_continuous q,Où allais-je?,Where was I going?,True
122,Why was he hesitating?,past_continuous q,Pourquoi était-il hésiter?,Why was he hesitating?,True
124,Where were they staying?,past_continuous q,Où étaient-ils rester?,Where were they staying?,True
127,What were you trying to prove?,past_continuous q,Qu'essayiez-vous de prouver?,What were you trying to prove?,True
129,What were you trying to do?,past_continuous q,Que cherchiez-vous à faire?,What were you trying to do?,True
132,What was I hoping to see?,past_continuous q,Qu'étais-je dans l'espoir de voir?,What was I hoping to see?,True
133,What was he trying to accomplish?,past_continuous q,Qu'essayait-il d'accomplir?,What was he trying to accomplish?,True
136,What was he trying to find?,past_continuous q,Qu'était-il en essayant de trouver?,What was he trying to find?,True
138,What was he trying to prove?,past_continuous q,Qu'était-il en essayant de prouver?,What was he trying to prove?,True
141,What were they trying to do?,past_continuous q,Ce qui tentaient-ils de faire?,What were they trying to do?,True
145,What was I trying to do?,past_continuous q,Qu'étais-je en essayant de le faire?,What was I trying to do?,True
146,What were you trying to accomplish?,past_continuous q,Que cherchiez-vous accomplir?,What were you trying to accomplish?,True
150,What was she doing with them?,past_continuous q,Ce que faisait-elle avec eux?,What was she doing with them?,True
154,What were you doing with me?,past_continuous q,Que faisiez-vous avec moi?,What were you doing with me?,True
155,What were you doing with them?,past_continuous q,Que faisiez-vous avec eux?,What were you doing with them?,True
156,What were you doing with him?,past_continuous q,Que faisiez-vous avec lui?,What were you doing with him?,True
158,What was he doing with me?,past_continuous q,Que faisait-il avec moi?,What was he doing with me?,True
159,What was she doing in your room?,past_continuous q,Ce que faisait-elle dans votre chambre?,What was she doing in your room?,True
160,What were you doing with my dog?,past_continuous q,Que faisiez-vous avec mon chien?,What were you doing with my dog?,True
162,What were you doing in her room?,past_continuous q,Que faisiez-vous dans sa chambre?,What were you doing in her room?,True
164,What were you doing with my phone?,past_continuous q,Que faisiez-vous avec mon téléphone?,What were you doing with my phone?,True
165,What were you doing behind my car?,past_continuous q,Que faisiez-vous derrière ma voiture?,What were you doing behind my car?,True
166,What were you doing in my bathroom?,past_continuous q,Que faisiez-vous dans ma salle de bain?,What were you doing in my bathroom?,True
167,What were you doing in my room?,past_continuous q,Que faisiez-vous dans ma chambre?,What were you doing in my room?,True
168,What was he doing in my house?,past_continuous q,Que faisait-il dans ma maison?,What was he doing in my house?,True
169,What were you doing with my sweater?,past_continuous q,Que faisiez-vous avec mon pull?,What were you doing with my sweater?,True
170,What were you doing in my office?,past_continuous q,Que faisiez-vous dans mon bureau?,What were you doing in my office?,True
171,What were you doing in his house?,past_continuous q,Que faisiez-vous dans sa maison?,What were you doing in his house?,True
173,What were you trying to give him?,past_continuous q,Que cherchiez-vous à lui donner?,What were you trying to give him?,True
174,What was she trying to tell me?,past_continuous q,Que faisait-elle en essayant de me dire?,What was she trying to tell me?,True
176,What were you trying to tell us?,past_continuous q,Que cherchiez-vous à nous dire?,What were you trying to tell us?,True
178,What was I trying to teach him?,past_continuous q,Qu'étais-je en essayant de lui apprendre?,What was I trying to teach him?,True
182,Why was he running?,past_continuous q,Pourquoi était-il en cours d'exécution?,Why was he running?,True
183,Where was she working?,past_continuous q,Où était-elle travailler?,Where was she working?,True
186,Why was she laughing?,past_continuous q,Pourquoi était-elle rire?,Why was she laughing?,True
188,Why was she crying?,past_continuous q,Pourquoi était-elle pleurer?,Why was she crying?,True
190,Why was she flirting with him?,past_continuous q,Pourquoi était-elle flirte avec lui?,Why was she flirting with him?,True
191,Why was she hiding from him?,past_continuous q,Pourquoi était-elle de se cacher de lui?,Why was she hiding from him?,True
193,Why were you arguing with him?,past_continuous q,Pourquoi vous disputiez-vous avec lui?,Why were you arguing with him?,True
2,What have we lost?,present_perfect q,Qu'avons-nous perdu?,What have we lost?,True
13,Have you seen this child?,present_perfect q,Avez-vous vu cet enfant?,Have you seen this child?,True
14,Have you seen this man?,present_perfect q,Avez-vous vu cet homme?,Have you seen this man?,True
30,Have you seen the bride?,present_perfect q,Avez-vous vu la mariée?,Have you seen the bride?,True
37,Have you seen a ghost?,present_perfect q,Avez-vous vu un fantôme?,Have you seen a ghost?,True
40,Have you seen this woman?,present_perfect q,Avez-vous vu cette femme?,Have you seen this woman?,True
41,Have you noticed this problem?,present_perfect q,Avez-vous remarqué ce problème?,Have you noticed this problem?,True
48,Have you contacted the embassy?,present_perfect q,Avez-vous contacté l'ambassade?,Have you contacted the embassy?,True
54,Have you seen the castle?,present_perfect q,Avez-vous vu le château?,Have you seen the castle?,True
55,Have you seen this room?,present_perfect q,Avez-vous vu cette pièce?,Have you seen this room?,True
72,How much have you heard?,present_perfect q,Combien avez-vous entendu parler?,How much have you heard?,True
83,Have you seen them?,present_perfect q,Vous les avez vus?,Have you seen them?,True
85,Have you forgotten me?,present_perfect q,Avez-vous oublié moi?,Have you forgotten me?,True
96,Have you seen them?,present_perfect q,Vous les avez vus?,Have you seen them?,True
104,Have you forgiven me?,present_perfect q,Avez-vous pardonné moi?,Have you forgiven me?,True
113,Have they forgotten us?,present_perfect q,Nous ont-ils oublié?,Have they forgotten us?,True
119,What have we missed?,present_perfect q,Qu'avons-nous manqué?,What have we missed?,True
130,What have I accomplished?,present_perfect q,Qu'ai-je accompli?,What have I accomplished?,True
132,What have you changed?,present_perfect q,Qu'avez-vous changé?,What have you changed?,True
138,What have I learned?,present_perfect q,Qu'ai-je appris?,What have I learned?,True
144,Have you found my husband?,present_perfect q,Avez-vous trouvé mon mari?,Have you found my husband?,True
150,Have you seen your girlfriend?,present_perfect q,Tu as vu ta copine?,Have you seen your girlfriend?,True
154,Have you seen my bird?,present_perfect q,Tu as vu mon oiseau?,Have you seen my bird?,True
155,Have you seen my phone?,present_perfect q,Avez-vous vu mon téléphone?,Have you seen my phone?,True
159,Have you seen our work?,present_perfect q,Tu as vu notre travail?,Have you seen our work?,True
160,Have you seen my apartment?,present_perfect q,Avez-vous vu mon appartement?,Have you seen my apartment?,True
161,Have you done your homework?,present_perfect q,Avez-vous fait vos devoirs?,Have you done your homework?,True
166,Have you seen my store?,present_perfect q,Tu as vu mon magasin?,Have you seen my store?,True
170,Have you seen my comb?,present_perfect q,Tu as vu mon peigne?,Have you seen my comb?,True
172,Have you seen my pen?,present_perfect q,Tu as vu mon stylo?,Have you seen my pen?,True
173,Have you seen your brother?,present_perfect q,Tu as vu ton frère?,Have you seen your brother?,True
177,Have you chosen your question?,present_perfect q,Avez-vous choisi votre question?,Have you chosen your question?,True
179,Have you found my daughter?,present_perfect q,Avez-vous trouvé ma fille?,Have you found my daughter?,True
180,Have you forgiven your husband?,present_perfect q,Avez-vous pardonné à votre mari?,Have you forgiven your husband?,True
186,Have you lost your faith?,present_perfect q,Avez-vous perdu votre foi?,Have you lost your faith?,True
188,Have you made your choice?,present_perfect q,Avez-vous fait votre choix?,Have you made your choice?,True
189,Have you seen my backpack?,present_perfect q,Tu as vu mon sac à dos?,Have you seen my backpack?,True
190,Have you seen your father?,present_perfect q,Tu as vu ton père?,Have you seen your father?,True
192,Have you forgotten our agreement?,present_perfect q,Avez-vous oublié notre accord?,Have you forgotten our agreement?,True
202,Have you ever been to Australia?,present_perfect q,Avez-vous déjà été à l'Australie?,Have you ever been to Australia?,True
203,Have you ever been to Japan?,present_perfect q,Avez-vous déjà été au Japon?,Have you ever been to Japan?,True
204,Have you ever been to Italy?,present_perfect q,Avez-vous déjà été en Italie?,Have you ever been to Italy?,True
205,Have you ever been to England?,present_perfect q,Avez-vous déjà été en Angleterre?,Have you ever been to England?,True
206,Have you ever been to Africa?,present_perfect q,Avez-vous jamais été en Afrique?,Have you ever been to Africa?,True
0,It's my first week here.,ordinal_numbers,C'est ma première semaine ici.,It's my first week here.,True
2,It's his third month here.,ordinal_numbers,C'est son troisième mois ici.,It's his third month here.,True
3,It's their fourth week here.,ordinal_numbers,C'est leur quatrième semaine ici.,It's their fourth week here.,True
4,It's our fifth year here.,ordinal_numbers,C'est notre cinquième année ici.,It's our fifth year here.,True
5,It's your sixth hour here.,ordinal_numbers,C'est votre sixième heure ici.,It's your sixth hour here.,True
6,John is my first love.,ordinal_numbers,John est mon premier amour.,John is my first love.,True
7,Mary is his first love.,ordinal_numbers,Marie est son premier amour.,Mary is his first love.,True
8,Jane is his first wife.,ordinal_numbers,Jane est sa première femme.,Jane is his first wife.,True
9,James is her second husband.,ordinal_numbers,James est son second mari.,James is her second husband.,True
10,I have the third lesson today.,ordinal_numbers,J'ai la troisième leçon aujourd'hui.,I have the third lesson today.,True
12,This is our tenth meeting.,ordinal_numbers,C'est notre dixième réunion.,This is our tenth meeting.,True
14,What is the twenty-second letter of the alphabet?,ordinal_numbers,Quel est le vingt-deuxième lettre de l'alphabet?,What is the twenty-second letter of the alphabet?,True
18,Thursday is the fourth day of the week.,ordinal_numbers,Le jeudi est le quatrième jour de la semaine.,Thursday is the fourth day of the week.,True
24,Mark is his fourth son.,ordinal_numbers,Mark est son quatrième fils.,Mark is his fourth son.,True
25,I finished my first book!,ordinal_numbers,J'ai terminé mon premier livre!,I finished my first book!,True
26,He finished his eleventh book.,ordinal_numbers,Il a fini son onzième livre.,He finished his eleventh book.,True
28,My second dress is more beautiful.,ordinal_numbers,Ma deuxième robe est plus belle.,My second dress is more beautiful.,True
29,Today is the thirtieth of April.,ordinal_numbers,C'est aujourd'hui le trentième du mois d'avril.,Today is the thirtieth of April.,True
34,My brother bought the third car.,ordinal_numbers,Mon frère a acheté la troisième voiture.,My brother bought the third car.,True
38,Tomorrow is her sixtieth birthday.,ordinal_numbers,"Demain, c'est son soixantième anniversaire.",Tomorrow is her sixtieth birthday.,True
42,May is the fifth month of the year.,ordinal_numbers,Mai est le cinquième mois de l'année.,May is the fifth month of the year.,True
43,August is the eighth month of the year.,ordinal_numbers,Août est le huitième mois de l'année.,August is the eighth month of the year.,True
44,December is the twelfth month of the year.,ordinal_numbers,Décembre est le douzième mois de l'année.,December is the twelfth month of the year.,True
45,November is the eleventh month of the year.,ordinal_numbers,Novembre est le onzième mois de l'année.,November is the eleventh month of the year.,True
46,He lived in the eighteenth century.,ordinal_numbers,Il vivait dans le dix-huitième siècle.,He lived in the eighteenth century.,True
52,Is this the sixtieth floor?,ordinal_numbers,Est-ce le soixantième étage?,Is this the sixtieth floor?,True
53,Is this the eightieth floor?,ordinal_numbers,Est-ce le quatre-vingtième étage?,Is this the eightieth floor?,True
58,She bought the fifty-fifth dress.,ordinal_numbers,Elle a acheté la Cinquante-cinquième robe.,She bought the fifty-fifth dress.,True
59,He bought the sixty-sixth shirt.,ordinal_numbers,Il a acheté la soixante-sixième chemise.,He bought the sixty-sixth shirt.,True
60,This is his thirteenth message.,ordinal_numbers,C'est son treizième message.,This is his thirteenth message.,True
62,I hear this for the third time.,ordinal_numbers,J'entends ce pour la troisième fois.,I hear this for the third time.,True
63,I don't like her third husband.,ordinal_numbers,Je n'aime pas son troisième mari.,I don't like her third husband.,True
64,He doesn't like my second wife.,ordinal_numbers,Il n'aime pas ma seconde épouse.,He doesn't like my second wife.,True
69,I wrote my sixth song.,ordinal_numbers,J'ai écrit mon sixième chanson.,I wrote my sixth song.,True
70,Read the seventh part of the book.,ordinal_numbers,Lire la septième partie du livre.,Read the seventh part of the book.,True
71,Do you like the twelfth video?,ordinal_numbers,Vous aimez la douzième vidéo?,Do you like the twelfth video?,True
72,Look at the second girl.,ordinal_numbers,Regardez la deuxième fille.,Look at the second girl.,True
73,This is my second chance.,ordinal_numbers,C'est ma deuxième chance.,This is my second chance.,True
79,He lives on the eightieth floor.,ordinal_numbers,Il vit sur la quatre-vingtième étage.,He lives on the eightieth floor.,True
81,He travels alone for the first time.,ordinal_numbers,"Il voyage seul, pour la première fois.",He travels alone for the first time.,True
82,She travels alone for the second time.,ordinal_numbers,Elle voyage seule pour la deuxième fois.,She travels alone for the second time.,True
83,Is this your fifteenth time in Paris?,ordinal_numbers,C'est ta quinzième fois à Paris?,Is this your fifteenth time in Paris?,True
85,Is this his fifth time here?,ordinal_numbers,Est-ce sa cinquième fois ici?,Is this his fifth time here?,True
89,She takes her cat to the vet for the fourth time.,ordinal_numbers,Elle prend son chat chez le vétérinaire pour la quatrième fois.,She takes her cat to the vet for the fourth time.,True
96,They come back on the second of August.,ordinal_numbers,Ils reviennent sur le deuxième du mois d'août.,They come back on the second of August.,True
97,I read the fourth book.,ordinal_numbers,J'ai lu le quatrième livre.,I read the fourth book.,True
98,He saw her for the first time.,ordinal_numbers,Il la vit pour la première fois.,He saw her for the first time.,True
0,She promised him.,personal_pronouns_obj_case,Elle lui avait promis.,She promised him.,True
1,You heard me.,personal_pronouns_obj_case,Vous m'avez entendu.,You heard me.,True
2,I kissed him.,personal_pronouns_obj_case,Je l'embrassa.,I kissed him.,True
3,I asked him.,personal_pronouns_obj_case,Je lui ai demandé.,I asked him.,True
6,I thanked him.,personal_pronouns_obj_case,Je l'ai remercié.,I thanked him.,True
7,I saw you.,personal_pronouns_obj_case,Je vous ai vu.,I saw you.,True
9,I bought it.,personal_pronouns_obj_case,Je l'ai acheté.,I bought it.,True
11,I asked them.,personal_pronouns_obj_case,Je leur ai demandé.,I asked them.,True
12,I broke it.,personal_pronouns_obj_case,Je l'ai cassé.,I broke it.,True
13,I saw them!,personal_pronouns_obj_case,Je les ai vu!,I saw them!,True
16,You saw him.,personal_pronouns_obj_case,Vous l'avez vu.,You saw him.,True
18,I asked you.,personal_pronouns_obj_case,Je vous ai demandé.,I asked you.,True
20,He told us.,personal_pronouns_obj_case,Il nous a dit.,He told us.,True
21,We found him.,personal_pronouns_obj_case,Nous l'avons trouvé.,We found him.,True
22,He protected me.,personal_pronouns_obj_case,Il m'a protégé.,He protected me.,True
24,I recognized him.,personal_pronouns_obj_case,J'ai reconnu en lui.,I recognized him.,True
25,She saw them.,personal_pronouns_obj_case,Elle les vit.,She saw them.,True
26,She stole them.,personal_pronouns_obj_case,Elle les a volés.,She stole them.,True
27,They helped you,personal_pronouns_obj_case,Ils vous ont aidé,They helped you,True
30,He invited us.,personal_pronouns_obj_case,Il nous a invités.,He invited us.,True
31,You broke it!,personal_pronouns_obj_case,Vous l'a cassé!,You broke it!,True
33,She recognized him.,personal_pronouns_obj_case,Elle l'a reconnu lui.,She recognized him.,True
34,I saved him.,personal_pronouns_obj_case,Je l'a sauvé.,I saved him.,True
35,He chose me!,personal_pronouns_obj_case,Il m'a choisi!,He chose me!,True
36,You called me.,personal_pronouns_obj_case,Vous m'avez appelé.,You called me.,True
37,He found it!,personal_pronouns_obj_case,Il l'a trouvé!,He found it!,True
38,I found him!,personal_pronouns_obj_case,Je l'ai trouvé!,I found him!,True
42,She found us.,personal_pronouns_obj_case,Elle nous a trouvés.,She found us.,True
43,I sold it.,personal_pronouns_obj_case,Je l'ai vendu.,I sold it.,True
44,He told her.,personal_pronouns_obj_case,Il lui a dit.,He told her.,True
45,We saw him.,personal_pronouns_obj_case,Nous avons vu de lui.,We saw him.,True
46,I interrupted her.,personal_pronouns_obj_case,J'ai interrompu son.,I interrupted her.,True
47,He told you.,personal_pronouns_obj_case,Il vous a dit.,He told you.,True
49,I forgot it.,personal_pronouns_obj_case,Je l'ai oublié.,I forgot it.,True
50,He knew them.,personal_pronouns_obj_case,Il les connaissait.,He knew them.,True
51,He planned it.,personal_pronouns_obj_case,Il a prévu.,He planned it.,True
52,He took them.,personal_pronouns_obj_case,Il les a pris.,He took them.,True
53,We found her.,personal_pronouns_obj_case,Nous l'avons trouvée.,We found her.,True
54,She called me.,personal_pronouns_obj_case,Elle m'a appelé.,She called me.,True
55,I met them.,personal_pronouns_obj_case,Je les ai rencontrés.,I met them.,True
57,She repeated it.,personal_pronouns_obj_case,Elle l'a répété.,She repeated it.,True
59,He saw us.,personal_pronouns_obj_case,Il nous a vu.,He saw us.,True
60,They found her.,personal_pronouns_obj_case,Ils ont trouvé son.,They found her.,True
62,They loved him.,personal_pronouns_obj_case,Ils l'aimaient.,They loved him.,True
63,I called you.,personal_pronouns_obj_case,Je vous ai appelés.,I called you.,True
64,They found me.,personal_pronouns_obj_case,Ils m'ont trouvé.,They found me.,True
67,They asked me,personal_pronouns_obj_case,Ils m'ont demandé,They asked me,True
68,She sent me.,personal_pronouns_obj_case,Elle m'a envoyé.,She sent me.,True
71,You forgot me.,personal_pronouns_obj_case,Vous avez oublié moi.,You forgot me.,True
72,We warned you.,personal_pronouns_obj_case,Nous vous averti.,We warned you.,True
74,She brought it.,personal_pronouns_obj_case,Elle l'a apporté.,She brought it.,True
76,I wrote it!,personal_pronouns_obj_case,Je l'ai écrit!,I wrote it!,True
77,They told me.,personal_pronouns_obj_case,Ils m'ont dit.,They told me.,True
78,She invented it.,personal_pronouns_obj_case,Elle l'a inventé.,She invented it.,True
79,I met her.,personal_pronouns_obj_case,Je l'ai rencontrée.,I met her.,True
80,He changed it.,personal_pronouns_obj_case,Il l'a changé.,He changed it.,True
81,He saw you.,personal_pronouns_obj_case,Il vous a vu.,He saw you.,True
83,We helped you.,personal_pronouns_obj_case,Nous vous avons aidé.,We helped you.,True
85,I accepted it.,personal_pronouns_obj_case,Je l'ai accepté.,I accepted it.,True
88,He saved us.,personal_pronouns_obj_case,Il nous a sauvés.,He saved us.,True
89,I bought them!,personal_pronouns_obj_case,Je les ai acheté!,I bought them!,True
90,He met you.,personal_pronouns_obj_case,Il vous a rencontré.,He met you.,True
91,They told him.,personal_pronouns_obj_case,Ils lui ont dit.,They told him.,True
93,You forgot it.,personal_pronouns_obj_case,Vous l'avez oublié.,You forgot it.,True
94,She found us!,personal_pronouns_obj_case,Elle nous a trouvés!,She found us!,True
96,You saw him!,personal_pronouns_obj_case,Vous l'avez vu!,You saw him!,True
97,He bought it.,personal_pronouns_obj_case,Il l'a acheté.,He bought it.,True
103,We bought them.,personal_pronouns_obj_case,Nous les avons achetés.,We bought them.,True
104,You stopped him.,personal_pronouns_obj_case,Vous avez arrêté de lui.,You stopped him.,True
106,We called him.,personal_pronouns_obj_case,Nous l'avons appelé.,We called him.,True
108,We saw it!,personal_pronouns_obj_case,Nous l'avons vu!,We saw it!,True
110,She understood me.,personal_pronouns_obj_case,Elle m'a compris.,She understood me.,True
112,You met me.,personal_pronouns_obj_case,Vous m'a rencontré.,You met me.,True
113,I respected her.,personal_pronouns_obj_case,J'ai respecté son.,I respected her.,True
114,She knew you.,personal_pronouns_obj_case,Elle savait que vous.,She knew you.,True
115,We found them.,personal_pronouns_obj_case,Nous les avons trouvés.,We found them.,True
116,I believed you!,personal_pronouns_obj_case,J'ai cru vous!,I believed you!,True
119,He trusted us.,personal_pronouns_obj_case,Il nous a fait confiance.,He trusted us.,True
123,You bought it.,personal_pronouns_obj_case,Vous l'avez acheté.,You bought it.,True
126,He found me!,personal_pronouns_obj_case,Il m'a trouvé!,He found me!,True
131,They called you.,personal_pronouns_obj_case,Ils vous ont appelé.,They called you.,True
133,You chose them.,personal_pronouns_obj_case,Vous les avez choisis.,You chose them.,True
134,You asked him.,personal_pronouns_obj_case,Tu lui as demandé.,You asked him.,True
135,You found us!,personal_pronouns_obj_case,Vous nous avez trouvé!,You found us!,True
136,He repeated them.,personal_pronouns_obj_case,Il les a répétés.,He repeated them.,True
140,They helped him.,personal_pronouns_obj_case,Ils l'ont aidé.,They helped him.,True
141,He kissed me!,personal_pronouns_obj_case,Il m'a embrassé!,He kissed me!,True
142,She loved me!,personal_pronouns_obj_case,Elle m'aimait!,She loved me!,True
143,He helped him.,personal_pronouns_obj_case,Il l'a aidé.,He helped him.,True
144,They asked me.,personal_pronouns_obj_case,Ils m'ont demandé.,They asked me.,True
145,You told them!,personal_pronouns_obj_case,Vous leur avez dit!,You told them!,True
146,She called them.,personal_pronouns_obj_case,Elle les avait appelés.,She called them.,True
147,He called you!,personal_pronouns_obj_case,Il vous a appelé!,He called you!,True
148,You loved him!,personal_pronouns_obj_case,Tu l'aimais!,You loved him!,True
150,She invited him.,personal_pronouns_obj_case,Elle l'a invité.,She invited him.,True
151,I promised him!,personal_pronouns_obj_case,Je lui promis de lui!,I promised him!,True
155,They chose him.,personal_pronouns_obj_case,Ils lui ont choisi.,They chose him.,True
158,We saw you.,personal_pronouns_obj_case,Nous vous avons vu.,We saw you.,True
159,They bought it!,personal_pronouns_obj_case,Ils l'ont acheté!,They bought it!,True
161,I noticed her.,personal_pronouns_obj_case,J'ai remarqué son.,I noticed her.,True
165,She found you.,personal_pronouns_obj_case,Elle vous a trouvé.,She found you.,True
166,I taught you.,personal_pronouns_obj_case,Je vous ai enseigné.,I taught you.,True
168,He knew you.,personal_pronouns_obj_case,Il savait que vous.,He knew you.,True
176,They heard me.,personal_pronouns_obj_case,Ils m'ont entendu.,They heard me.,True
177,She helped them.,personal_pronouns_obj_case,Elle les a aidés.,She helped them.,True
178,You promised us.,personal_pronouns_obj_case,Vous avez promis de nous.,You promised us.,True
179,We helped you!,personal_pronouns_obj_case,Nous vous avons aidé à!,We helped you!,True
180,You brought them.,personal_pronouns_obj_case,Vous leur a apporté.,You brought them.,True
181,He protected us.,personal_pronouns_obj_case,Il nous a protégés.,He protected us.,True
182,He understood her.,personal_pronouns_obj_case,Il la comprenait.,He understood her.,True
183,I asked them!,personal_pronouns_obj_case,Je leur ai demandé!,I asked them!,True
184,She answered me.,personal_pronouns_obj_case,Elle m'a répondu.,She answered me.,True
185,I showed them.,personal_pronouns_obj_case,Je leur ai montré.,I showed them.,True
187,We knew him.,personal_pronouns_obj_case,Nous savions que lui.,We knew him.,True
189,They opened it.,personal_pronouns_obj_case,Ils l'ont ouvert.,They opened it.,True
190,He lost me.,personal_pronouns_obj_case,Il m'a perdu.,He lost me.,True
191,We asked you.,personal_pronouns_obj_case,Nous vous avons demandé.,We asked you.,True
192,You taught us.,personal_pronouns_obj_case,Tu nous a appris.,You taught us.,True
194,He asked me!,personal_pronouns_obj_case,Il m'a demandé!,He asked me!,True
196,They chose you.,personal_pronouns_obj_case,Ils vous ont choisi.,They chose you.,True
197,They chose me.,personal_pronouns_obj_case,Ils m'ont choisi.,They chose me.,True
199,He chose us.,personal_pronouns_obj_case,Il nous a choisis.,He chose us.,True
200,They stopped us.,personal_pronouns_obj_case,Ils ont arrêté de nous.,They stopped us.,True
201,They asked him.,personal_pronouns_obj_case,Ils lui ont demandé.,They asked him.,True
1,She did not answer him.,past simple neg,Elle ne lui répondit pas.,She did not answer him.,True
2,I didn't know her.,past simple neg,Je ne la connaissait pas.,I didn't know her.,True
5,I didn't plan it.,past simple neg,Je ne l'avions pas prévu.,I didn't plan it.,True
7,He didn't do it!,past simple neg,Il n'a pas le faire!,He didn't do it!,True
8,I didn't call him.,past simple neg,Je n'ai pas l'appeler.,I didn't call him.,True
12,I didn't write it.,past simple neg,Je n'ai pas l'écrire.,I didn't write it.,True
14,I didn't start it.,past simple neg,Je n'ai pas le démarrer.,I didn't start it.,True
15,She didn't tell me.,past simple neg,Elle ne m'a pas dit.,She didn't tell me.,True
16,I didn't teach them.,past simple neg,Je n'ai pas leur enseigner.,I didn't teach them.,True
23,We didn't steal it.,past simple neg,Nous n'avons pas le voler.,We didn't steal it.,True
24,She didn't mean it.,past simple neg,Elle ne voulais pas dire.,She didn't mean it.,True
26,I didn't break it.,past simple neg,Je n'ai pas le casser.,I didn't break it.,True
27,You didn't know him.,past simple neg,Vous ne le connaissais pas.,You didn't know him.,True
30,He didn't touch her.,past simple neg,Il n'a pas la toucher.,He didn't touch her.,True
33,You didn't help him.,past simple neg,Vous n'avez pas l'aider.,You didn't help him.,True
35,I didn't touch it.,past simple neg,Je n'ai pas le toucher.,I didn't touch it.,True
36,You didn't answer me.,past simple neg,Vous ne m'a pas répondu.,You didn't answer me.,True
37,They didn't tell me.,past simple neg,Ils ne m'ont pas dit.,They didn't tell me.,True
39,She didn't know me.,past simple neg,Elle ne savait pas à moi.,She didn't know me.,True
41,I didn't mean you.,past simple neg,Je ne voulais pas dire vous.,I didn't mean you.,True
42,He didn't answer me.,past simple neg,Il ne m'a pas répondu.,He didn't answer me.,True
43,I didn't touch her.,past simple neg,Je n'ai pas la toucher.,I didn't touch her.,True
46,I didn't tell him.,past simple neg,Je n'ai pas le lui dire.,I didn't tell him.,True
49,He didn't lose it.,past simple neg,Il n'a pas le perdre.,He didn't lose it.,True
55,I didn't finish the letter.,past simple neg,Je n'ai pas fini la lettre.,I didn't finish the letter.,True
59,I didn't go to the park.,past simple neg,Je n'ai pas aller au parc.,I didn't go to the park.,True
60,He didn't understand a word.,past simple neg,Il ne comprenait pas un mot.,He didn't understand a word.,True
61,I didn't get that message.,past simple neg,Je n'ai pas reçu ce message.,I didn't get that message.,True
63,I didn't prepare a speech.,past simple neg,Je n'ai pas préparer un discours.,I didn't prepare a speech.,True
67,I didn't say a word.,past simple neg,Je n'ai pas dit un mot.,I didn't say a word.,True
68,I didn't check a coat.,past simple neg,Je n'ai pas vérifier un manteau.,I didn't check a coat.,True
69,I didn't feel a thing.,past simple neg,Je ne sentais pas une chose.,I didn't feel a thing.,True
70,You didn't answer the question.,past simple neg,Vous n'avez pas répondu à la question.,You didn't answer the question.,True
71,We didn't choose it.,past simple neg,Nous n'avons pas choisi il.,We didn't choose it.,True
72,He didn't get an answer.,past simple neg,Il n'a pas obtenir une réponse.,He didn't get an answer.,True
73,I didn't choose it.,past simple neg,Je n'ai pas choisi il.,I didn't choose it.,True
76,It wasn't the first time.,past simple neg,Ce n'était pas la première fois.,It wasn't the first time.,True
