,word_id,word_value,lemma_id,definition,local_word,examples,definition_local,examples_local,word_rating
263,51931,thousands,41062,,сотни,"['First editions are worth, literally, hundreds of thousands of pounds.', ""We're exporting hundreds of thousands of Ood to all the civilised planets."", ""The country's colonial condition had driven hundreds of thousands of Puerto Ricans to emigrate.""]",,"['Первые издания стоят, буквально, сотни тысяч фунтов.', 'Мы экспортируем сотни тысяч уд на все цивилизованные планеты.', 'Колониальное положение страны вынудило сотни тысяч пуэрториканцев эмигрировать.']",сотни
264,3143,anything,3143,used in questions and negatives to mean 'something',"что-нибудь, ничего","[""I don't have anything to wear."", 'Was there anything else (= another thing) you wanted to say?']","используется в вопросах и негативах, чтобы означать ""что-то""","['мне нечего надеть', 'Было ли что-нибудь еще (= еще одна вещь), что вы хотели сказать?']","что-нибудь, ничего"
265,3143,anything,3143,"any object, event, or situation",все что угодно,"['We can do anything you like.', 'Tom will eat anything.']","любой объект, событие или ситуация","['Мы можем сделать все что угодно.', 'Том съест все, что угодно.']",все что угодно
266,3143,anything,3143,used in questions and negatives to mean 'at all similar to',похож,['Does he look anything like his brother?'],"используется в вопросах и негативах, чтобы означать ""вообще похоже на""",['Он похож на своего брата?'],похож
267,4126,background,4126,Sounds in the background are not the main sounds you can hear.,"задний план, фон","['background music/noise', 'I could hear a baby crying in the background.']","Звуки в фоновом режиме не являются основными звуками, которые вы можете услышать.","['фоновая музыка/шум', 'Я слышал, как на заднем плане плачет ребенок.']","задний план, фон"
268,4126,background,4126,"a person's education, family, and experience of life",происхождение,"['She came from a middle-class background.', 'However, migration background is only one factor among many that influence the scholastic success of a child.', ""It was therefore Mr. Habassi's Middle East background that was the cause of the refusal and not the more formal criterion of nationality.""]","образование, семья и жизненный опыт человека","['Она происходила из среднего класса.', 'Однако миграционный фон является лишь одним из многих факторов, влияющих на успехи ребенка в учебе.', 'Поэтому именно ближневосточное происхождение г-на Хабасси является причиной отказа, а не более формальным критерием гражданства.']",происхождение
269,4126,background,4126,"the parts at the back of a picture, view, etc that are not the main things you look at",задний план,['gold stars on a black background'],"части в задней части изображения, вид и т. д., которые не являются основными вещами, на которые вы смотрите",['золотые звезды на черном фоне'],задний план
270,4126,background,4126,"the situation that an event happens in, or things that have happened in the past that affect it",фон,"['The talks are taking place against a background of economic uncertainty.', 'The picture will be scaled and inserted on the background of the current slide master.', 'Let them know how difficult it is to make the background.', 'The radiation background is up to 500 microroentgens/hour.']","ситуация, в которой происходит событие, или вещи, которые произошли в прошлом, которые влияют на него","['Переговоры проходят на фоне экономической неопределенности.', 'Изображение будет масштабироваться и вставляться на фоне текущего мастера слайдов.', 'Пусть они знают, как трудно сделать фон.', 'Радиационный фон составляет до 500 мкР / час.']",фон
271,4126,background,4126,"If a person stays in the background, they try not to be noticed.","в тени, на заднем плане",[],"Если человек остается на заднем плане, он старается не быть замеченным.",[],"в тени, на заднем плане"
272,6749225,background,4126,,контекст,"['The linguistic and cultural background of the population is very diverse in many of the Finnish municipalities.', 'The Working Group co-Chairs will explain the background and main objectives of the meeting.']",,"['Языковой и культурный фон населения во многих финских муниципалитетах весьма разнообразен.', 'Сопредседатели рабочей группы разъяснят предысторию и основные цели совещания.']",контекст
273,6749225,background,4126,,предыстория,"['The present report describes the background, objectives and programme of the Workshop.', 'There was also a new preamble which defined the background and text more fully.', 'The present report reviews the background, organization and implementation of the second full-scale experiment in remote interpretation conducted by the United Nations.']",,"['В настоящем докладе излагаются справочная информация, цели и программа рабочего совещания.', 'Была также введена новая преамбула, которая более полно определяет фон и текст.', 'В настоящем докладе рассматривается справочная информация, организация и осуществление второго полномасштабного эксперимента по дистанционному устному переводу, проведенного организацией объединенных наций.']",предыстория
274,6749225,background,4126,,история вопроса,"['After the document was introduced and the background was explained, the Working Group on Tanks discussed the need to amend the text in 6.8.2.1.20.', 'It describes the background and scope of the assessment and outlines its main findings.', 'Part one: the historical background, mandate and the report on the work of the conference.']",,"['После представления этого документа и разъяснения предыстории рабочая группа по цистернам обсудила необходимость внесения поправок в текст пункта 6.8.2.1.20.', 'В нем описываются предпосылки и масштабы оценки и излагаются ее основные выводы.', 'Часть первая: историческая справка, мандат и доклад о работе конференции.']",история вопроса
275,6749225,background,4126,,задний план,"[""But if you use this background at the top, that's ridiculous."", 'Can we get better background definition?', 'Have a foreground, a background, all in beautiful proportion.']",,"['Но если вы используете этот фон наверху, это смешно.', 'Можем ли мы получить лучшее определение фона?', 'Есть передний план, фон, все в красивой пропорции.']",задний план
276,6749225,background,4126,,справочных,"['The drawings were also featured in the main background publications prepared for the meeting.', 'The courses are based on background information, analysis and a wide range of studies.', 'Besides the three background notes prepared by the secretariat, 15 substantive papers were presented by experts.']",,"['Эти рисунки были также включены в основные справочные публикации, подготовленные для совещания.', 'Курсы основаны на справочной информации, анализе и широком спектре исследований.', 'Помимо трех справочных записок, подготовленных секретариатом, эксперты представили 15 основных документов.']",справочных
277,6749225,background,4126,,справочные,"['The secretariat will prepare background notes for the deliberations of the commission.', 'The Panel delivered various background materials to the office of the Solicitor General on 26 March 2010.', 'An informal summary by the Secretariat and other background materials are posted on the same website.']",,"['Секретариат подготовит справочные записки для обсуждения в комиссии.', '26 марта 2010 года группа представила различные справочные материалы в канцелярию Генерального солиситора.', 'Неофициальное резюме Секретариата и другие справочные материалы размещены на том же веб-сайте.']",справочные
278,6749225,background,4126,,заднем плане,"['Lit from below, the effect is that of silhouette with coloured backgrounds, an effect used in several Reiniger films.']",,"['Освещенный снизу, эффект-это силуэт с цветным фоном, эффект, используемый в нескольких фильмах Рейнигера.']",заднем плане
279,7824,child,7824,a young person who is not yet an adult,ребенок,"['an eight-year-old child', 'How many children are there in your class?']","молодой человек, который еще не взрослый","['восьмилетний ребенок', 'Сколько детей в вашем классе?']",ребенок
280,7824,child,7824,"someone's son or daughter, also when they are adults",ребенок,['Both our children have grown up and moved away.'],"чей-то сын или дочь, также когда они взрослые",['Оба наших ребенка выросли и уехали.'],ребенок
281,7836,children,7824,,детей,"['The dietary standards have been prepared by qualified dieticians and are in line with the physiological needs of children.', ""An integral part of work towards this end is to give support to immigrants' children."", ""The wife's well-being is not distinguished from that of the children.""]",,"['Диетические стандарты были подготовлены квалифицированными диетологами и соответствуют физиологическим потребностям детей.', 'Неотъемлемой частью работы в этом направлении является оказание поддержки детям иммигрантов.', 'Благополучие жены ничем не отличается от благополучия детей.']",детей
282,7836,children,7824,,дети,"[""But in the majority of families, the children receive their father's last name."", ""Now, the communists' children are starting to speak out trying to reverse the history."", ""But it's natural for children to be a little ashamed of their parents.""]",,"['Но в большинстве семей дети получают фамилию своего отца.', 'Теперь дети коммунистов начинают высказываться, пытаясь перевернуть историю.', 'Но для детей естественно немного стыдиться своих родителей.']",дети
283,7836,children,7824,,детям,"['The Government ensures that children are provided with a variety of social services.', 'It is the woman who gives the moral and religious education to the children.', 'It is stated that the use of physical or mental punishments on children is prohibited.']",,"['Правительство обеспечивает предоставление детям различных социальных услуг.', 'Именно женщина дает детям нравственное и религиозное воспитание.', 'Утверждается, что применение физических или психических наказаний к детям запрещено.']",детям
284,7836,children,7824,,детьми,"['At the same time, it addresses the problem of poverty among families with children.', 'As a result of implementation of the above measures, school attendance of children has improved.', 'Trafficking in women and children is an issue of serious concern to the Government of Pakistan.']",,"['В то же время в нем рассматривается проблема бедности среди семей с детьми.', 'В результате осуществления вышеуказанных мер улучшилась посещаемость школ детьми.', 'Торговля женщинами и детьми является проблемой, вызывающей серьезную озабоченность правительства Пакистана.']",детьми
285,7836,children,7824,,ребенка,"[""The protection of the health of mothers and children is a very important indicator of a country's level of social and economic well-being."", ""As a result, families' spending on educating their children is rising.""]",,"['Охрана здоровья матерей и детей является очень важным показателем уровня социально-экономического благосостояния страны.', 'В результате расходы семей на образование своих детей растут.']",ребенка
286,7836,children,7824,,детях,"['Extreme poverty also affects children in a different way than it does adults.', 'The Committee also regrets the lack of updated data on working children.', 'Families have the obligation to take care of mothers and children to ensure their good health.']",,"['Крайняя нищета также затрагивает детей не так, как взрослых.', 'Комитет также сожалеет об отсутствии обновленных данных о работающих детях.', 'Семьи обязаны заботиться о матерях и детях, чтобы обеспечить их хорошее здоровье.']",детях
287,7836,children,7824,,детства,['New policies and procedures have been developed for child protection and safeguarding the welfare of children.'],,['Были разработаны новые стратегии и процедуры для защиты детей и обеспечения их благополучия.'],детства
288,7836,children,7824,,возраста,['Action had been taken to determine the age of children who had been recruited.'],,['Были приняты меры для определения возраста завербованных детей.'],возраста
289,7836,children,7824,,возрасте,"['Full employment for parents removes the temptation to send young children to work.', 'There is a more tolerant attitude towards the phenomenon of children born out of the wedlock, especially at a mature age.']",,"['Полная занятость для родителей устраняет соблазн отправлять маленьких детей на работу.', 'Существует более терпимое отношение к явлению детей, рожденных вне брака, особенно в зрелом возрасте.']",возрасте
290,7836,children,7824,,детишек,"['May you have many healthy children and produce an heir to our throne.', ""You've been playing king with a bunch of children for too long."", 'In exchange, Isabelle came every day to help us look after the children.']",,"['Пусть у вас будет много здоровых детей и родится наследник нашего Престола.', 'Ты слишком долго играл в короля с кучей детей.', 'Взамен Изабель приходила каждый день, чтобы помочь нам присматривать за детьми.']",детишек
291,7830,childhood,7830,the part of your life when you are a child,детство,"['Under the Constitution, the State is responsible for defending motherhood, childhood and the family.', 'The family, childhood, motherhood and fatherhood are under the protection of the State.', 'The State recognizes childhood as an important stage in human development and proceeds from principles of the priority to be accorded to preparing children for a full life.']","часть вашей жизни, когда вы ребенок","['Согласно Конституции, государство несет ответственность за защиту материнства, детства и семьи.', 'Семья, детство, материнство и отцовство находятся под защитой государства.', 'Государство признает детство важным этапом в развитии человека и исходит из принципов приоритетности подготовки детей к полноценной жизни.']",детство
292,1264980,childhood,7830,,детская,"['You are clearly haunted... by some sort of childhood trauma.', ""It's like riding a bike, or severe childhood trauma."", 'His childhood medical records also corroborated this story.']",,"['Вас явно преследуют призраки... какой-то детской травмой.', 'Это как езда на велосипеде или тяжелая детская травма.', 'Его детские медицинские записи также подтвердили эту историю.']",детская
293,1264980,childhood,7830,,детства,"['This is the story of a man, marked by an image from his childhood.', 'And there, I started by searching for the footprints in my childhood.', 'In the Russian Federation, the law stipulates State support for families, motherhood, fatherhood, and childhood.']",,"['Это история человека, отмеченная образом из его детства.', 'И там я начал искать следы своего детства.', 'В Российской Федерации законом предусмотрена государственная поддержка семьи, материнства, отцовства и детства.']",детства
294,1264980,childhood,7830,,детском возрасте,"['Four out of five early childhood deaths were attributable to preventable diseases and malnutrition.', 'ETSIP focuses on the enhancement of education from early childhood development to lifelong learning.', 'It also notes the forthcoming launch of an early childhood policy.']",,"['Четыре из пяти случаев смерти детей в раннем возрасте были связаны с предотвратимыми заболеваниями и недоеданием.', 'ETSIP фокусируется на повышении качества образования от раннего развития детей до обучения на протяжении всей жизни.', 'Он также отмечает предстоящее начало осуществления политики в области раннего детства.']",детском возрасте
295,1264980,childhood,7830,,детского возраста,"['The Ministry of Health has adopted a strategy for the integrated management of childhood diseases and an immunization programme.', 'Uzbekistan has performed well in protecting the health and education of the female population from childhood.', 'It considers essential that equality values should be taught from childhood in every school.']",,"['Министерство здравоохранения приняло стратегию комплексного лечения детских болезней и программу иммунизации.', 'Узбекистан добился хороших результатов в деле охраны здоровья и образования женского населения с самого детства.', 'Он считает необходимым, чтобы ценности равенства преподавались с детства в каждой школе.']",детского возраста
296,11688,dependable,11688,able to be trusted and very likely to do what you expect,"надежный, заслуживающий доверия","[""the team's most dependable player""]","можно доверять и очень вероятно делать то, что вы ожидаете",['самый надежный игрок команды '],"надежный, заслуживающий доверия"
297,4543287,dependable,11688,,надёжный,"['My wonderful, clever, resourceful, dependable son.', 'Say, Tiburce, your guy, is he dependable?', ""Tell her he's solid, dependable, charismatic.""]",,"['Мой замечательный, умный, находчивый, надежный сын.', 'Скажи, Тибурций, на твоего парня можно положиться?', 'Скажи ей, что он крепкий, надежный, харизматичный.']",надёжный
