,word,local_word,examples,local_examples,examples_and_definitions
945,entrance,enchanter,empty_cell,empty_cell,enchant | delight | charm | thrill | fascinate | enrapture | bewitch | ensorcel | ensorcell | 
946,advice,conseil,legal advice|good advice|scientific advice|expert advice|,conseil juridique | bon conseil | conseil scientifique | conseil d'expert | ,legal advice|good advice|scientific advice|expert advice|council | board | commission | tip | 
947,advice,avis,medical advice|science advice|special advice|best available scientific advice|,avis médical | avis scientifique | avis spécial | meilleur avis scientifique disponible | ,medical advice|science advice|special advice|best available scientific advice|notice | opinion | view | advisory | notification | mind | 
948,aeroplane,avion,American aeroplane|subsonic jet aeroplanes|ultra-light aeroplane|jet aeroplanes|,avion américain | avion à réaction subsonique | avion ultra-léger | avion à réaction | ,American aeroplane|subsonic jet aeroplanes|ultra-light aeroplane|jet aeroplanes|aircraft | plane | air | airplane | flight | airline | jet | freighter | 
949,envelope,enveloppe,financial envelope|outer envelope|national envelopes|funding envelope|,enveloppe financière | enveloppe extérieure | enveloppe nationale | enveloppe budgétaire | ,financial envelope|outer envelope|national envelopes|funding envelope|shell | allocation | wrap | 
950,especially,surtout,empty_cell,empty_cell,particularly | mainly | primarily | mostly | 
951,especially,en particulier,empty_cell,empty_cell,particularly | specifically | 
952,especially,notamment,empty_cell,empty_cell,particularly | notably | specifically | 
953,especially,particulièrement,empty_cell,empty_cell,particularly | specifically | 
954,especially,spécialement,empty_cell,empty_cell,specially | specifically | 
955,especially,tout particulièrement,empty_cell,empty_cell,particularly | 
956,euro,de l'euro,empty_cell,empty_cell,empty_cell
957,euro,en euros,empty_cell,empty_cell,empty_cell
958,euro,participant,empty_cell,empty_cell,involved | non-participating | 
959,euro,euro,empty_cell,empty_cell,empty_cell
960,euro,euro,strong euro|weak euro|euros per day|stable euro|,euro fort | euro faible | euro par jour | euro stable | ,strong euro|weak euro|euros per day|stable euro|pound | 
961,even,pair,empty_cell,empty_cell,even-numbered | odd | even numbered | 
962,even,impair,empty_cell,empty_cell,odd | uneven | odd-numbered | 
963,even,quitte,empty_cell,empty_cell,empty_cell
964,even,même,empty_cell,empty_cell,empty_cell
965,even,encore,empty_cell,empty_cell,still | yet | again | 
966,even,voire,empty_cell,empty_cell,possibly | 
967,even,égaliser,empty_cell,empty_cell,equalize | level | level | equal | slick | equate | 
968,afraid,effrayé,empty_cell,empty_cell,scared | fearful | 
969,afraid,craintif,empty_cell,empty_cell,fearful | frightened | shy | timid | timorous | apprehensive | 
970,afraid,inquiet,empty_cell,empty_cell,concerned | anxious | worried | uneasy | apprehensive | alarmed | fearful | insecure | 
971,afraid,apeuré,empty_cell,empty_cell,fearful | 
972,everybody,tout le monde,Everybody was there|Is everybody listening ?|,Tout le monde était là | Est-ce que tout le monde écoute ? | ,Everybody was there|Is everybody listening ?|
973,against,contre,empty_cell,empty_cell,empty_cell
974,against,par rapport à,empty_cell,empty_cell,in relation to | over | relative to | versus | with regard to | with respect to | in comparison with | 
975,everything,tout,Is everything ready?|I've brought everything with me|,Est-ce que tout est prêt ? | J'ai tout pris avec moi | ,Is everything ready?|I've brought everything with me|
976,everywhere,partout,empty_cell,empty_cell,anywhere | 
977,age,vieillir,to age fast|to now age fast|,vieillir plus vite | vieillir maintenant plus vite | ,to age fast|to now age fast|mature | mature | 
978,aged,âgé,empty_cell,empty_cell,old | elderly | senior | 
979,aged,vieilli,empty_cell,empty_cell,outdated | old-looking | obsolescent | well-aged | dated | 
980,aged,agé,empty_cell,empty_cell,empty_cell
981,aged,obsolète,empty_cell,empty_cell,obsolete | outdated | out of date | stale | expired | antiquated | outmoded | 
982,ago,d'années,empty_cell,empty_cell,empty_cell
983,exactly,exactement,empty_cell,empty_cell,precisely | accurately | 
984,exactly,précisément,empty_cell,empty_cell,precisely | specifically | accurately | 
985,exam,examen,written exam|final exam|medical exam|knowledge exam|,examen écrit | examen final | examen médical | examen des connaissances | ,written exam|final exam|medical exam|knowledge exam|review | examination | test | consideration | scrutiny | discussion | self-examination | 
986,examination,examen,preliminary examination|medical examination|written examination|international preliminary examination|,examen préliminaire | examen médical | examen écrit | examen préliminaire international | ,preliminary examination|medical examination|written examination|international preliminary examination|review | test | exam | consideration | scrutiny | discussion | self-examination | 
987,examination,interrogatoire,oral examination|examinations for discovery|examination of witnesses|chief examination|,interrogatoire oral | interrogatoire préalable | interrogatoire des témoins | interrogatoire principal | ,oral examination|examinations for discovery|examination of witnesses|chief examination|interrogation | interrogatory | questioning | 
988,excellent,excellent,truly excellent|really excellent|equally excellent|absolutely excellent|,véritablement excellent | vraiment excellent | tout aussi excellent | tout à fait excellent | ,truly excellent|really excellent|equally excellent|absolutely excellent|great | good | very good | outstanding | fine | 
989,excellent,remarquable,quite excellent|,tout à fait remarquable | ,quite excellent|remarkable | outstanding | notable | noteworthy | tremendous | wonderful | impressive | distinguished | 
990,excellent,idéal,empty_cell,empty_cell,ideal | perfect | great | convenient | 
991,except,sauf que,empty_cell,empty_cell,except that | 
992,except that,sauf que,empty_cell,empty_cell,except | 
993,except,sauf,empty_cell,empty_cell,other than | except for | but | excluding | with the exception of | 
994,except,à l'exception de,empty_cell,empty_cell,with the exception of | except for | other than | apart from | excluding | but | 
995,except,excepté,empty_cell,empty_cell,except for | apart from | with the exception of | 
996,except for,à l'exception de,empty_cell,empty_cell,with the exception of | except | other than | apart from | excluding | but | 
997,except for,sauf,empty_cell,empty_cell,except | other than | but | excluding | with the exception of | 
998,except for,excepté,empty_cell,empty_cell,except | apart from | with the exception of | 
999,except for,hormis,empty_cell,empty_cell,apart from | other than | besides | aside from | 
1000,except for,à part,empty_cell,empty_cell,apart from | other than | besides | aside from | 
1001,except for,exception faite,empty_cell,empty_cell,with the exception of | 
1002,except for,à l' exclusion de,empty_cell,empty_cell,excluding | to the exclusion of | other than | with the exception of | 
1003,except,excepter,empty_cell,empty_cell,out-~-leave out | 
1004,exercise,exercice,effective exercise|military exercise|written exercise|simulation exercise|,exercice effectif | exercice militaire | exercice écrit | exercice de simulation | ,effective exercise|military exercise|written exercise|simulation exercise|fiscal year | year | financial year | fiscal period | 
1005,exercise,activité physique,empty_cell,empty_cell,empty_cell
1006,exercise,exercer,to exercise their right|to exercise this right|to exercise the right|to exercise their democratic rights|,exercer leur droit | exercer ce droit | exercer les droits | exercer leurs droits démocratiques | ,to exercise their right|to exercise this right|to exercise the right|to exercise their democratic rights|exert | perform | carry out | practice | put | carry on | pursue | 
1007,exercise,s'exercer,empty_cell,empty_cell,practice | exert | practice | mediate | 
1008,exercise,faire de l'exercice,empty_cell,empty_cell,empty_cell
1009,exercise,se prévaloir,empty_cell,empty_cell,take advantage of | make use of | invoke | avail | make use of | 
1010,exit,sortie,emergency exit|first exit|motorway exit|second exit|,sortie d'urgence | première sortie | sortie d'autoroute | deuxième sortie | ,emergency exit|first exit|motorway exit|second exit|output | release | separation | outlet | outing | trip | removal | discharge | 
1011,exit,issue,empty_cell,empty_cell,outcome | 
1012,exit,quitter,to exit the wizard|to exit the BIOS|to exit the current operation|to exit the market|,quitter l'assistant | quitter le BIOS | quitter l'opération en cours | quitter le marché | ,to exit the wizard|to exit the BIOS|to exit the current operation|to exit the market|leave | leave | quit | depart | 
1013,exit,sortir,to exit the hotel|to exit the bed easily|to exit the printer|to exit its lair|,sortir de l'hôtel | sortir facilement du lit | sortir de l'imprimante | sortir de sa tanière | ,to exit the hotel|to exit the bed easily|to exit the printer|to exit its lair|go out | leave | get out | release | emerge | out-~-come out | come out of | leave | 
1014,exit,se fermer,empty_cell,empty_cell,close | shut | 
1015,explain,expliquer,to explain in detail|to explain to the House|to explain to Canadians|to explain to the customer|,expliquer en détail | expliquer à la Chambre | expliquer aux Canadiens | expliquer au client | ,to explain in detail|to explain to the House|to explain to Canadians|to explain to the customer|describe | tell | discuss | account for | elucidate | 
1016,explain,s'expliquer,empty_cell,empty_cell,attribute | 
1017,explain,exposer,empty_cell,empty_cell,expose | set out | outline | exhibit | expose | incur | 
1018,explain,préciser,to explain to Parliament|,préciser au Parlement | ,to explain to Parliament|specify | clarify | state | indicate | identify | point out | set out | define | note | 
1019,extra,d' appoint,empty_cell,empty_cell,empty_cell
1020,extra,supplémentaire,empty_cell,empty_cell,additional | further | supplementary | supplemental | 
1021,extra,additionnel,empty_cell,empty_cell,additional | further | incremental | 
1022,extra,extra,empty_cell,empty_cell,terrific | 
1023,extra,en sus,empty_cell,empty_cell,empty_cell
1024,extra,figurant,empty_cell,empty_cell,empty_cell
1025,extra,service supplémentaire,empty_cell,empty_cell,empty_cell
1026,extra,comparse,empty_cell,empty_cell,stooge | accomplice | 
1027,fact,fait,mere fact|relevant facts|historical facts|important fact|,simple fait | fait pertinent | fait historique | fait important | ,mere fact|relevant facts|historical facts|important fact|event | failure | reality | 
1028,fact,réalité,fact of life|sad fact|prosaic fact|facts in this matter|,réalité de la vie | triste réalité | réalité prosaïque | réalité sur cette question | ,fact of life|sad fact|prosaic fact|facts in this matter|reality | truth | 
1029,fail,échec,manual fail|manual fail of alias|,échec manuel | échec manuel des alias | ,manual fail|manual fail of alias|failure | chess | breakdown | defeat | collapse | 
1030,fail,avarie,empty_cell,empty_cell,damage | drive failure | hard drive failure | 
1031,fail,échouer,to fail diagnostics|to fail at runtime|to fail the exam|to fail on a client|,échouer aux tests de diagnostic | échouer au moment de l'exécution | échouer à l'examen | échouer sur les clients | ,to fail diagnostics|to fail at runtime|to fail the exam|to fail on a client|strand | ground | post-install | beach | 
1032,fail,manquer,to obviously not fail|,évidemment pas manquer | ,to obviously not fail|miss | lack | miss | lack | waste | 
1033,fail,omettre,empty_cell,empty_cell,omit | miss | neglect | overlook | out-~-leave out | omit | waive | 
1034,fail,négliger,empty_cell,empty_cell,neglect | overlook | disregard | ignore | neglect | 
1035,fail,faillir,to fail in its duty|,faillir à son devoir | ,to fail in its duty|bankrupt | fall short | default | derogate | falls short | 
1036,fail,faire faillite,empty_cell,empty_cell,empty_cell
1037,fail,avorter,empty_cell,empty_cell,abort | have abortions | derail | have an abortion | abort | miscarry | 
1038,fail,rater,empty_cell,empty_cell,miss | miss | foil | waste | 
1039,fail,défaillir,empty_cell,empty_cell,empty_cell
1040,fair,équitable,reasonably fair|socially fair|genuinely fair|truly fair|,raisonnablement équitable | socialement équitable | vraiment équitable | réellement équitable | ,reasonably fair|socially fair|genuinely fair|truly fair|equitable | equal | just | 
1041,fair,juste,empty_cell,empty_cell,right | just | correct | accurate | proper | 
1042,fair,loyal,empty_cell,empty_cell,loyal | honest | faithful | 
1043,fair,honnête,empty_cell,empty_cell,honest | decent | frank | law-abiding | 
1044,fair,foire,trade fair|international fair|science fair|art fair|,foire commerciale | foire internationale | foire scientifique | foire d'art | ,trade fair|international fair|science fair|art fair|show | trade fair | trade show | fairground | 
1045,fair,exposition,world's fair|agricultural fair|,exposition universelle | exposition agricole | ,world's fair|agricultural fair|exposure | exhibition | exhibit | exposition | show | underexposure | 
1046,fair,salon,National Education Fair|job fair|international trade fair|career fair|,Salon national de l'éducation | Salon de l'emploi | salon international | salon des carrières | ,National Education Fair|job fair|international trade fair|career fair|lounge | living room | salon | lounge area | show | living area | sitting room | exhibition | 
1047,fall,automnal,empty_cell,empty_cell,autumnal | 
1048,fall,automne,next fall|past fall|fall of each year|fall of this year|,automne prochain | automne dernier | automne de chaque année | automne de cette année | ,next fall|past fall|fall of each year|fall of this year|autumn | 
1049,fall,chute,fall of communism|free fall|fall of the iron curtain|fall of the wall|,chute du communisme | chute libre | chute du rideau de fer | chute du mur | ,fall of communism|free fall|fall of the iron curtain|fall of the wall|drop | waterfall | collapse | decline | crash | downfall | 
1050,fall,baisse,fall in prices|average fall|sharp fall|fall in production|,baisse des prix | baisse moyenne | forte baisse | baisse de la production | ,fall in prices|average fall|sharp fall|fall in production|decrease | decline | reduction | drop | cut | downturn | 
1051,fall,diminution,actual fall|significant fall|significant fall in Community exports|fall in capacity utilisation|,diminution réelle | forte diminution | forte diminution des exportations communautaires | diminution de l'utilisation des capacités | ,actual fall|significant fall|significant fall in Community exports|fall in capacity utilisation|decrease | reduction | decline | drop | cut | depletion | 
1052,fall,recul,fall in exports|slight fall|fall in captive use|fall in consumption|,recul des exportations | léger recul | recul de l'usage captif | recul de la consommation | ,fall in exports|slight fall|fall in captive use|fall in consumption|decline | decrease | setback | retreat | drop | hindsight | backward step | retrospect | 
1053,fall,tomber,to fall into the trap|to fall from the sky|to fall into place|to fall to the ground|,tomber dans le piège | tomber du ciel | tomber en place | tomber au sol | ,to fall into the trap|to fall from the sky|to fall into place|to fall to the ground|drop | down-~-fall down | 
1054,fall,diminuer,to fall too much|to fall this year|to fall faster|to fall every year|,diminuer trop fortement | diminuer cette année | diminuer plus rapidement | diminuer chaque année | ,to fall too much|to fall this year|to fall faster|to fall every year|decrease | reduce | decline | diminish | lower | reduce | drop | cut | 
1055,fall,baisser,to fall in unison|to fall spectacularly|,baisser à l'unisson | baisser de façon spectaculaire | ,to fall in unison|to fall spectacularly|lower | decrease | reduce | drop | decline | go down | lower | cut | 
1056,fall,chuter,empty_cell,empty_cell,drop | decline | plummet | go down | collapse | 
1057,fall,entrer,to fall into this category|to fall within the definition|,entrer dans cette catégorie | entrer dans la définition | ,to fall into this category|to fall within the definition|enter | come into | go | type | enter | get | come | 
1058,fall,relever,to fall within CN codes|to fall within subheadings|to fall within national competence|to fall within its competence|,relever du code NC | relever des sous-positions | relever de la compétence nationale | relever de sa compétence | ,to fall within CN codes|to fall within subheadings|to fall within national competence|to fall within its competence|identify | meet | address | note | report | raise | face | address | take up | 
1059,fall,incomber,to fall to the national court|to fall to the law|to fall to the Commission|,incomber au juge national | incomber à la loi | incomber à la Commission | ,to fall to the national court|to fall to the law|to fall to the Commission|lie | rest | behove | behoove | 
1060,fall,s'inscrire,empty_cell,empty_cell,register | up-~-sign up | enroll | subscribe | fit | register | 
1061,fall,se situer,empty_cell,empty_cell,locate | situate | lie | set | stand | range | 
1062,fall down,tomber,empty_cell,empty_cell,fall | fall | drop | down-~-fall down | 
1063,fall down,s'écrouler,empty_cell,empty_cell,collapse | crumble | collapse | crumble | down-~-fall down | tumble | apart-~-fall apart | down-~-come down | unravel | 
1064,fall down,retomber,empty_cell,empty_cell,back-~-fall back | revert | relapse | off-~-drop off | fall again | subside | down-~-fall down | fall back | settle | 
1065,fall apart,se défaire,empty_cell,empty_cell,dispose of | rid | apart-~-fall apart | dispose | off-~-shake off | unravel | get out | detach | dispose of | 
1066,fall apart,se désagréger,empty_cell,empty_cell,disintegrate | apart-~-fall apart | unravel | shatter | 
1067,fall apart,tomber à l'eau,empty_cell,empty_cell,empty_cell
1068,fall apart,se décomposer,empty_cell,empty_cell,decompose | break down | degrade | decay | apart-~-fall apart | 
1069,fall apart,se désintégrer,empty_cell,empty_cell,disintegrate | decay | disintegrate | break down | apart-~-fall apart | break up | unravel | 
1070,fall apart,s'écrouler,empty_cell,empty_cell,collapse | crumble | collapse | crumble | down-~-fall down | tumble | apart-~-fall apart | down-~-come down | unravel | 
1071,fall apart,se décomposer sous nos yeux,empty_cell,empty_cell,empty_cell
1072,fall back,retomber,empty_cell,empty_cell,back-~-fall back | revert | relapse | off-~-drop off | fall again | subside | down-~-fall down | fall back | settle | 
1073,fall back,se rabattre,empty_cell,empty_cell,back-~-fall back | fold | 
1074,fall short,faillir,empty_cell,empty_cell,fail | bankrupt | default | derogate | falls short | 
1075,agree,convenir,to agree with the rapporteur|to agree on the need|agreed by the parties|to agree with the Council|,convenir avec le rapporteur | convenir de la nécessité | convenu par les parties | convenir avec le Conseil | ,to agree with the rapporteur|to agree on the need|agreed by the parties|to agree with the Council|need | suit | be worth | fit | agree upon | 
1076,agree,accepter,to agree to the terms above|agreed by the council|to agree to the proposal|to agree with the recommendation|,accepter les conditions ci-dessus | acceptée par le Conseil | accepter la proposition | accepter les recommandations | ,to agree to the terms above|agreed by the council|to agree to the proposal|to agree with the recommendation|accept | accept | approve | 
1077,agree,approuver,to agree to these amendments|to agree with the proposal|to agree unreservedly|to agree with the rapporteur's decision|,approuver cet amendement | approuver la proposition | approuver sans réserve | approuver la décision du rapporteur | ,to agree to these amendments|to agree with the proposal|to agree unreservedly|to agree with the rapporteur's decision|approve | endorse | support | adopt | approve | accept | welcome | 
1078,agree,partager,to agree with the Commission's view|to agree with its approach|to agree with her objectives|to agree with the criticism|,partager l'avis de la Commission | partager l'approche | partager ses objectifs | partager les critiques | ,to agree with the Commission's view|to agree with its approach|to agree with her objectives|to agree with the criticism|share | share | split | divide | 
1079,agree,s'entendre,to agree on steps needed|to agree on Recommendations|to agree on the details|to agree to an extension|,s'entendre sur les étapes nécessaires | s'entendre sur des recommandations | s'entendre sur les détails | s'entendre sur une prolongation | ,to agree on steps needed|to agree on Recommendations|to agree on the details|to agree to an extension|mean | construe | 
1080,agree,reconnaître,to agree with the need|,reconnaître la nécessité | ,to agree with the need|recognize | acknowledge | recognize | accept | admit | identify | know | establish | 
1081,agree,consentir,empty_cell,empty_cell,consent | make | grant | consent | incur | invest | disburse | 
1082,agree,s'engager,empty_cell,empty_cell,commit | undertake | engage | promise | pledge | embark | 
1083,agree,décider,empty_cell,empty_cell,decide | choose | determine | decide | 
1084,agree upon,convenir,agreed upon between the parties|,convenu entre les parties | ,agreed upon between the parties|agree | need | suit | be worth | fit | 
1085,agree upon,s'accorder,empty_cell,empty_cell,agree | agree | accord | fit in | 
1086,agree upon,se mettre d'accord,empty_cell,empty_cell,empty_cell
1087,air,atmosphérique,empty_cell,empty_cell,atmospheric | airborne | 
1088,air,de l'air,empty_cell,empty_cell,empty_cell
1089,air,aérien,empty_cell,empty_cell,aerial | airborne | by air | air force | aboveground | overhead | 
1090,air,air,ambient air|indoor air|clean air|fresh air|,air ambiant | air intérieur | air pur | air frais | ,ambient air|indoor air|clean air|fresh air|
1091,air,avion,economy class air|,avion en classe économique | ,economy class air|aircraft | plane | airplane | aeroplane | flight | airline | jet | freighter | 
1092,air,atmosphère,upper air|air inside the factories|,haute atmosphère | atmosphère à l'intérieur des usines | ,upper air|air inside the factories|atmosphere | ambience | feel | ambiance | 
1093,air,diffuser,aired on television|,diffusée à la télévision | ,aired on television|disseminate | distribute | broadcast | issue | release | circulate | disseminate | spread | 
1094,air,aérer,to air the futon|,aérer le futon | ,to air the futon|ventilate | aerate | air out | well-ventilated | 
1095,airport,aéroportuaire,empty_cell,empty_cell,empty_cell
1096,airport,AirPort,empty_cell,empty_cell,empty_cell
1097,airport,aéroport,international airport|regional airports|canadian airports|european airports|,aéroport international | aéroport régional | aéroport canadien | aéroport européen | ,international airport|regional airports|canadian airports|european airports|
1098,fan,ventilateur,ceiling fan|processor fan|internal system fans|system fan|,ventilateur de plafond | ventilateur du processeur | ventilateur interne du système | ventilateur du système | ,ceiling fan|processor fan|internal system fans|system fan|ventilator | cooling fan | blower | 
1099,fan,fan,sport fan|porn fan|music fan|raving fans|,fan de sport | fan de vidéos pornos | fan de musique | fans enthousiastes | ,sport fan|porn fan|music fan|raving fans|enthusiast | 
1100,fan,amateur,football fans|english football fans|tennis fans|hockey fans|,amateur de football | amateurs de football anglais | amateurs de tennis | amateur de hockey | ,football fans|english football fans|tennis fans|hockey fans|lover | enthusiast | amateur | hobby | 
1101,fan,ventilation,memory fan|variable speed cool fan|,ventilation de mémoire | ventilation à vitesse variable | ,memory fan|variable speed cool fan|ventilation | breakdown | airflow | 
1102,fan,attiser,to fan the flames of conflict|,attiser les conflits | ,to fan the flames of conflict|up-~-stir up | inflame | fuel | stoke | heighten | stir | foment | 
1103,fan,ventiler,to fan the paper|,ventiler le papier | ,to fan the paper|break down | ventilate | disaggregate | vent | ventilate | prorate | itemize | break down | 
1104,fan,souffler,empty_cell,empty_cell,blow | blow | breathe | out-~-blow out | whisper | rage | 
1105,fan,éventer,empty_cell,empty_cell,stale | deaden | flatten | 
1106,fan,brasser,empty_cell,empty_cell,brew | stir | brew | stir | mash | stir well | 
1107,fan,déramer,empty_cell,empty_cell,empty_cell
1108,fantastic,fantastique,absolutely fantastic|just fantastic|really fantastic|,absolument fantastique | tout simplement fantastique | vraiment fantastique | ,absolutely fantastic|just fantastic|really fantastic|wonderful | amazing | incredible | fabulous | tremendous | marvellous | stunning | 
1109,fantastic,superbe,empty_cell,empty_cell,superb | beautiful | great | wonderful | magnificent | stunning | splendid | gorgeous | 
1110,fantastic,magnifique,empty_cell,empty_cell,beautiful | magnificent | wonderful | splendid | stunning | superb | lovely | gorgeous | 
1111,fantastic,formidable,empty_cell,empty_cell,great | wonderful | formidable | tremendous | terrific | amazing | splendid | incredible | 
1112,fantastic,extraordinaire,empty_cell,empty_cell,extraordinary | special | amazing | tremendous | outstanding | exceptional | wonderful | remarkable | 
1113,fantastic,merveilleux,empty_cell,empty_cell,wonderful | marvellous | beautiful | amazing | fabulous | magnificent | wondrous | 
1114,fantastic,splendide,empty_cell,empty_cell,splendid | beautiful | wonderful | magnificent | stunning | gorgeous | superb | lovely | 
1115,fantastic,imprenable,empty_cell,empty_cell,breathtaking | unrestricted | stunning | impressive | impregnable | amazing | unbeatable | spectacular | 
1116,fantastic,fabuleux,empty_cell,empty_cell,fabulous | awesome | fabled | 
1117,far,extrême,empty_cell,empty_cell,extreme | 
1118,far,lointain,empty_cell,empty_cell,distant | remote | faraway | far-off | far-reaching | 
1119,far,éloigné,empty_cell,empty_cell,remote | distant | removed | isolated | outlying | 
1120,far,reculé,empty_cell,empty_cell,remote | distant | secluded | 
1121,far,avant-garde  gard,empty_cell,empty_cell,empty_cell
1122,far,beaucoup,empty_cell,empty_cell,much | significantly | greatly | considerably | 
1123,far,bien,empty_cell,empty_cell,well | much | properly | clearly | quite | 
1124,far,loin,empty_cell,empty_cell,empty_cell
1125,far,nettement,empty_cell,empty_cell,clearly | much | significantly | considerably | substantially | markedly | 
1126,far,de loin,empty_cell,empty_cell,empty_cell
1127,far,largement,empty_cell,empty_cell,largely | widely | broadly | extensively | greatly | 
1128,farmer,agriculteur,young farmer|Canadian farmers|European farmers|small farmers|,jeune agriculteur | agriculteur canadien | agriculteur européen | petit agriculteur | ,young farmer|Canadian farmers|European farmers|small farmers|farm | grower | 
1129,farmer,fermier,white farmers|African farmers|western farmers|local farmers|,fermier blanc | fermier africain | fermiers de l'Ouest | fermier local | ,white farmers|African farmers|western farmers|local farmers|
1130,farmer,producteur,dairy farmer|grain farmer|organic farmers|sheep farmer|,producteur laitier | producteur de grain | producteurs biologiques | producteur ovin | ,dairy farmer|grain farmer|organic farmers|sheep farmer|producer | grower | manufacturer | 
1131,farmer,éleveur,poultry farmer|pig farmers|beef farmers|British farmers|,éleveur de volaille | éleveur de porcs | éleveurs bovins | éleveurs britanniques | ,poultry farmer|pig farmers|beef farmers|British farmers|breeder | rancher | livestock farmers | cattle breeders | stockbreeder | herder | grower | stock farmers | 
1132,farmer,paysan,poor farmers|Polish farmers|American farmers|,paysan pauvre | paysan polonais | paysans américains | ,poor farmers|Polish farmers|American farmers|peasant | small farmers | peasant farmers | 
1133,farmer,exploitant,smallholder farmers|capitalistic farmers|woodland farmers|large farmers|,petit exploitant | exploitants agricoles de type capitaliste | exploitant forestier | grands exploitants | ,smallholder farmers|capitalistic farmers|woodland farmers|large farmers|operator | licensee | 
1134,farmer,cultivateur,tobacco farmers|sugar beet farmers|,cultivateurs de tabac | cultivateurs de betteraves sucrières | ,tobacco farmers|sugar beet farmers|grower | cultivator | tiller | 
1135,fashion,mode,parisian fashion|italian fashion|high fashion|recent fashion|,mode parisienne | mode italienne | mode élevé | dernière mode | ,parisian fashion|italian fashion|high fashion|recent fashion|mode | method | way | view | direction | pattern | 
1136,fashion,façon,coordinated fashion|similar fashion|sustainable fashion|exemplary fashion|,façon coordonnée | façon similaire | façon durable | façon exemplaire | ,coordinated fashion|similar fashion|sustainable fashion|exemplary fashion|way | manner | basis | approach | mean | 
1137,fashion,manière,arbitrary fashion|appropriate fashion|democratic fashion|systematic fashion|,manière arbitraire | manière adéquate | manière démocratique | manière systématique | ,arbitrary fashion|appropriate fashion|democratic fashion|systematic fashion|way | manner | basis | mean | 
1138,fashion,façonner,empty_cell,empty_cell,shape | shape | mold | tailor | 
1139,fashion,modeler,empty_cell,empty_cell,shape | model | shape | mold | model | mold | pattern | smooth | 
1140,fashion,confectionner,empty_cell,empty_cell,make-up | craft | bake | 
1141,quite,assez,empty_cell,empty_cell,enough | rather | fairly | pretty | relatively | somewhat | sufficiently | 
1142,quite,très,empty_cell,empty_cell,very | highly | extremely | 
1143,quite,tout à fait,empty_cell,empty_cell,completely | entirely | absolutely | totally | fully | perfectly | 
1144,quite,plutôt,empty_cell,empty_cell,rather | instead | pretty | 
1145,quite,bien,empty_cell,empty_cell,well | much | far | properly | clearly | 
1146,quite,fort,empty_cell,empty_cell,hard | greatly | 
1147,quite,relativement,empty_cell,empty_cell,relatively | fairly | 
1148,quite,parfaitement,empty_cell,empty_cell,perfectly | fully | well | completely | absolutely | entirely | totally | 
1149,quite,tout,empty_cell,empty_cell,just | all | completely | entirely | 
1150,alarm,alarme,audible alarm|false alarm|social alarm|bmc tam alarm|,alarme sonore | fausse alarme | alarme sociale | alarmes TAM du contrôleur BMC | ,audible alarm|false alarm|social alarm|bmc tam alarm|warning | alert | alarm bell | 
1151,alarm,alerte,fire alarm|,alerte au feu | ,fire alarm|alert | warning | 
1152,alarm,inquiétude,alarm within the communities|growing alarm|,inquiétudes dans les collectivités | inquiétude croissante | ,alarm within the communities|growing alarm|concern | worry | anxiety | fear | 
1153,alarm,détecteur,smoke alarm|,détecteur de fumée | ,smoke alarm|detector | sensor | 
1154,alarm,avertisseur,sound alarm|,avertisseur sonore | ,sound alarm|horn | sentinel | warning device | callboy | klaxon | 
1155,alarm,réveil,built-in alarm|radio alarm|,réveil intégré | radio réveil | ,built-in alarm|radio alarm|convenience | revival | wake | wake-up call | wake-up | wakeup | speakerphone | reveille | 
1156,alarm,alarmer,to alarm the public|,alarmer la population | ,to alarm the public|scare | frighten | 
1157,alarm,s'inquiéter,empty_cell,empty_cell,concern | worry | worry | care | worry about | 
1158,alarm,effrayer,empty_cell,empty_cell,frighten | scare | terrify | scare | off-~-scare off | intimidate | appall | spook | 
1159,alarm,inquiéter,empty_cell,empty_cell,worry | concern | bother | disturb | trouble | disturb | worry | 
1160,alarm,s'alarmer,empty_cell,empty_cell,empty_cell
1161,alarm,alerter,empty_cell,empty_cell,alert | warn | alert | 
1162,alarm,effarer,empty_cell,empty_cell,frighten | terrify | 
1163,alarm,consterner,empty_cell,empty_cell,dismay | appall | shock | appal | amaze | perplex | bewilder | befuddle | stun | 
1164,alarm,terrifier,empty_cell,empty_cell,terrify | scare | terrify | frighten | appall | 
1165,album,album,photo album|first album|third album|second album|,album photo | premier album | troisième album | deuxième album | ,photo album|first album|third album|second album|
1166,alcohol,alcool,ethyl alcohol|benzyl alcohol|packaged alcohol|absolute ethyl alcohol|,alcool éthylique | alcool benzylique | alcool emballé | alcool éthylique absolu | ,ethyl alcohol|benzyl alcohol|packaged alcohol|absolute ethyl alcohol|liquor | spirit | 
1167,alcohol,alcoolisme,fetal alcohol|,alcoolisme foetal | ,fetal alcohol|substance | alcoholism | alcohol abuse | alcohol problem | 
1168,almost,presque,empty_cell,empty_cell,nearly | virtually | 
1169,almost,pratiquement,empty_cell,empty_cell,virtually | practically | nearly | 
1170,almost,quasi,empty_cell,empty_cell,virtually | nearly | practically | 
1171,almost,quasiment,empty_cell,empty_cell,virtually | nearly | practically | 
1172,alone,seul,empty_cell,empty_cell,only | sole | single | 
1173,alone,tranquille,empty_cell,empty_cell,quiet | peaceful | tranquil | calm | 
1174,alone,seul,empty_cell,empty_cell,only | 
1175,alone,uniquement,empty_cell,empty_cell,only | solely | just | 
1176,alone,rien que,empty_cell,empty_cell,empty_cell
