,word,local_word,pos,examples,local_examples,examples_and_definitions
844,fact,fait est,NOUN,NOUN,NOUN,fact | thing | 
845,fact,vie,OTHER,OTHER,OTHER,home life | life | social life | family life | working life | fact | living | love life | daily life | privacy | marine life | married life | lifetime | nightlife | afterlife | womanhood | domesticity | Baldness is a fact of life for a lot of men. | Kids who know the facts of life. | 
846,fact,tous les éléments,NOUN,NOUN,NOUN,fact | 
847,fact,faits,OTHER,OTHER,OTHER,"fact | movement | facts and figures | doings | Even the most inventive journalism peters out without facts, and in this case there were no facts. | A play based on fact. | "
848,fact,réel,NOUN,NOUN,NOUN,real | fact | actual | reality | distinct | literal | 
849,fail,faire défaut à,VERB,VERB,VERB,fail | 
850,fail,mauvaise note,NOUN,NOUN,NOUN,"fail | He got a 53, which is a fail. | "
851,fail,sans faute,NOUN,NOUN,NOUN,fail | without fail | He was there every morning without fail. | He writes every week without fail. | 
852,fail,tomber en panne,VERB,VERB,VERB,break | break down | fail | crash | stall | conk out | 
853,fail,faire faillite,VERB,VERB,VERB,go under | fail | crash | collapse | to go broke | fold | bust | go bust | to go bankrupt | New laws to stop banks from failing. | 
854,fail,manquer,VERB,VERB,VERB,"want | give out | go short | cut | fall short | miss | miss out on | fail | lose | to be lacking | ... that we must not fail to explore. | ... be a licence to fail to comply or to ... | We should never fail to make a clear distinction between ... | The wind generators one cannot fail to notice when travelling ... | One cannot fail to establish, here ... | We cannot fail to observe that the resolution makes ... | I must not fail to recognize here the ... | One cannot fail to note, with the utmost ... | We should never fail to make a clear distinction between ... | ... are naturally not going to fail in our obligation to ... | ... are naturally not going to fail in our obligation to ... | "
855,fail,échouer,OTHER,OTHER,OTHER,beach | fall through | to fall flat | break down | fail | founder | collapse | bomb | strand | backfire | The light began to fail. | The criteria used to pass or fail the candidate. | He caused a stir earlier this month when he said that no company was too big to fail. | 
856,fail,échouer à,VERB,VERB,VERB,fail | 
857,fail,lâcher,VERB,VERB,VERB,go | give out | release | let | let go | pack up | fail | throw up | loose | turn loose | chuck | chuck in | blurt | 
858,fail,rater,VERB,VERB,VERB,"fall | miss | fail | bomb | fluff | muck up | louse | misfire | bungle | flunk | You want me to fail the test, why are ... | ... the river, you won't fail to see it. | ... you always think it's cool to fail a grade. | ... had no excuse to fail. | ... is just as likely to fail as mine was. | ... premise is bound to fail. | ... you every other month, and you fail upward? | We're not going to fail it. | He's not going to fail the test. | Are you going to pass it or fail it? | ... my natural charisma has made him fail his midterm. | It can't possibly fail. | Well, I hope not to fail. | "
859,fail,décevoir,VERB,VERB,VERB,let down | fail | disappoint | 
860,fail,faiblir,VERB,VERB,VERB,flag | fail | weaken | waver | 
861,fail,recaler,VERB,VERB,VERB,fail | 
862,fair,de façon juste,VERB,VERB,VERB,fair | 
863,fair,juste,ADJ,ADJ,ADJ,only | right | just | correct | fair | right and proper | accurate | apt | It’s not fair to blame children for things they can’t understand. | I try to be fair to all my employees. | 
864,fair,assez bon,ADJ,ADJ,ADJ,fair | I have a fair chance of winning. | 
865,fair,clair,ADJ,ADJ,ADJ,light | clear | clean | fair | bright | drawn | thin | plain | distinct | explicit | pale | vivid | airy | moonlight | lucid | unmistakable | 
866,fair,fête,NOUN,NOUN,NOUN,do | name day | social | party | fair | festival | independence day | labor day | birthday party | celebration | harvest festival | feast | blast | gala | bash | birthday bash | moveable feast | fete | festivity | funfair | 
867,fair,beau,ADJ,ADJ,ADJ,good | beautiful | nice | fine | fair | pretty | lovely | desirable | gorgeous | handsome | comely | The weather was fair. | 
868,fair,équitable,ADJ,ADJ,ADJ,"square | fair | equitable | So you think this is a fair trade? | The man's entitled to a fair trial. | That way we can reach a fair compromise. | Fair trade blend with soy milk? | It looks to me fair. | I told him to be as fair as possible. | It was meant to be a fair trade. | Is that a fair deal? | A real contract, fair to both parties. | That sounds fair enough. | You think this is fair? | Is this fair trade? | That is fair enough! | How is that fair? | I want to get a fair trial. | "
869,fair,correct,ADJ,ADJ,ADJ,correct | fair | proper | palatable | passable | 
870,fair,foire,NOUN,NOUN,NOUN,book fair | fair | rat race | The county fair. | 
871,fair,jouer franc jeu,VERB,VERB,VERB,fair | to play fair | 
872,fair,honnête,ADJ,ADJ,ADJ,"level | above board | square | fair | honest | decent | straightforward | upright | upstanding | I made you a fair offer. | To be fair, he had to make it up. | I think that's very fair. | I just want you to be fair to him. | Very well known, very fair. | I really want to be fair about this. | You are not playing fair. | To be fair, that was brilliant. | You offered me a fair price. | A fair offer from you is an impossible. | That seems fair, right guys? | The payment is fair. | It was a fair question. | To be fair, we never thought ... | To be fair, there is much that is ... | "
873,fair,proie idéale,ADJ,ADJ,ADJ,fair | 
874,fair,passable,ADJ,ADJ,ADJ,d | fair | tolerable | The food was fair. | 
875,fall,devenir clair,VERB,VERB,VERB,fall | 
876,fall,entrer dans,VERB,VERB,VERB,get into | go into | enter | enter into | fall | pull | 
877,fall,chute,OTHER,OTHER,OTHER,"fall | free fall | rock fall | tag line | drop | slide | dive | collapse | slip | rainfall | spin | punch line | waterfall | plunge | tumble | flop | downfall | slump | nosedive | The general’s fall from power. | Rolling properly into a fall minimizes hurt. | A big fall in unemployment. | The fall of darkness. | With your present attitude, you're riding for a fall. | The fall of the government. | His mother had a fall as she alighted from a train. | We camped upriver from the falls. | A heavy fall of snow. | The fall of her hair. | "
878,fall,tomber,OTHER,OTHER,OTHER,come off | close in | fall | fall down | fall off | fall out | fall over | drop | flag | to go flying | pitch | hang | plunge | tumble | flop | topple | droop | curdle | Hair that was allowed to fall to the shoulders. | Rob was happy to fall in with her plans. | The season when temperatures begin to fall. | We watched the snow/rain fall. | Audiences used to fall about when he shrugged his shoulders. | The cost of tuition should not fall on the student. | She defiantly pledges not to fall into line with the masses. | 
879,fall,automne,NOUN,NOUN,NOUN,fall | autumn | In (the) fall when kids go back to school. | At the corner of the massif this fall is interrupted by other heights of considerable stature. | That fall Roosevelt was elected to his first term. | 
880,fall,rater,VERB,VERB,VERB,fall | miss | fail | bomb | fluff | muck up | louse | misfire | bungle | flunk | 
881,fall,sombrer dans,VERB,VERB,VERB,fall | sink into | 
882,fall,incomber à,VERB,VERB,VERB,fall | lie with | 
883,agree,convenir de,VERB,VERB,VERB,agree | arrange | 
884,agree,consentir,VERB,VERB,VERB,agree | consent | 
885,agree,concorder,VERB,VERB,VERB,agree | tie in with | accord | harmonize | tally | dovetail | 
886,agree,réussir à qqn,VERB,VERB,VERB,agree | 
887,air,air,OTHER,OTHER,OTHER,air | look | sea air | face | fresh air | atmosphere | ring | aspect | tune | abstraction | zeitgeist | scowl | The wacky series has been on the air for 10 years. | He began to put on airs and think he could boss us around. | You can tell there's an election in the air. | Traditional Scottish airs sung in the Gaelic tongue. | She went outside for some fresh air. | Radio stations have successfully sold products over the air. | He celebrated by tossing his hat high in the air. | The balloon rose up into the air. | The air was stale. | Most couples feel they are walking on air on their wedding day. | Panic was in the air. | The trapeze artists flew through the air effortlessly. | The cool November air. | To go and air myself in my native fields. | She answered with a faint air of boredom. | The doctor told me to get some fresh air. | I had a sudden feeling to get out and take the air. | There was great excitement in the air. | He leaned over with a confidential air. | 
888,air,aérien,OTHER,OTHER,OTHER,"air | overhead | aerial | Invariably they cause delays as much as air traffic. | I run an air taxi. | Air support they promised us. | Get us some air support! | They got air support too. | The enemy has air support. | Like he's some air traffic controller? | Intelligence said they didn't have air support! | Call in air support now! | Air travel has changed dramatically ... | We got air support on the way but there ... | In the case of air transport, it has become apparent ... | After the arrival of air travel, information and ... | An air transport undertaking with a ... | Air traffic control is not ... | "
889,air,avion,NOUN,NOUN,NOUN,air | aircraft | light aircraft | plane | jet | jet aircraft | jet plane | jump jet | fighter jet | fighter plane | airplane | air ambulance | flying ambulance | aeroplane | airliner | spotter plane | jetliner | warplane | The expense of air travel. | Sending the package by air. | All goods must come in by air. | 
890,air,diffuser,VERB,VERB,VERB,air | screen | broadcast | pipe | beam | disseminate | diffuse | He took the opportunity of airing his knowledge of antiquity. | 
891,air,exprimer,VERB,VERB,VERB,air | put | express | voice | squeeze | squeeze out | phrase | embody | externalize | vocalize | 
892,air,vague,NOUN,NOUN,NOUN,open | air | remote | wave | dim | loose | rough | outbreak | cold snap | surge | vague | indefinite | blurred | scare | faint | upsurge | shadowy | hazy | sneaking | indistinct | heatwave | 
893,air,hors antenne,NOUN,NOUN,NOUN,air | 
894,air,faire étalage de,VERB,VERB,VERB,air | show off | display | parade | flaunt | 
895,air,aérer,VERB,VERB,VERB,"air | aerate | We said we'd get more fresh air. | We need some fresh air in here. | Once a day you have to let in air. | ... window in the study today to let in some air. | I'll let some air in. | Why don't you get a breath of fresh air? | I'll turn on some air. | ... and get some fresh air in one of my lungs. | ... play in the sun, get some fresh air."" | You can't air out a basement. | "
896,airport,aéroport,NOUN,NOUN,NOUN,"airport | He called from the airport! | Call the airport security to hold him up. | We take you to the airport. | My constituents live near a major international airport. | I called the airport. | Coming directly from the airport, to see you. | Can you take him to the airport in the morning? | Why would anybody leave two kids alone in an airport? | My son was supposed to meet me at the airport. | You at the airport? | She was supposed to meet him at the airport. | Get to the airport asap. | This is an airport. | We need to alert the airport. | Can you get us to the airport? | "
897,airport,aéroportuaire,OTHER,OTHER,OTHER,airport | 
898,fan,éventail,NOUN,NOUN,NOUN,range | spread | fan | spectrum | salary range | A Japanese fan. | 
899,fan,ventilateur,NOUN,NOUN,NOUN,fan | ceiling fan | extractor | extractor fan | ventilator | A ceiling fan. | 
900,fan,supporter,NOUN,NOUN,NOUN,take | live with | put up with | meet | carry | handle | stand | stand for | fan | bear | stick | withstand | abide | endure | 
901,fan,fan,NOUN,NOUN,NOUN,"into | fan | sports fan | fanboy | fangirl | So you're becoming a serious fan? | I am a huge fan! | Your father wasn't a big fan of questions. | How many deranged fan jokes? | A fan got into my trailer. | I am your biggest fan. | He was a really big fan. | I mean, he's clearly not their biggest fan. | You should see the fan mail she's got. | Are you a fan of his? | It was a fan. | This guy really is a fan. | You a soccer fan? | I personally, am not a fan of rap music. | And you're my biggest fan. | "
902,fan,passionné,NOUN,NOUN,NOUN,fan | heated | keen | hacker | football supporter | avid | contentious | impassioned | devotee | aficionado | 
903,fan,admirateur,NOUN,NOUN,NOUN,fan | stalker | admirer | 
904,fan,attiser,VERB,VERB,VERB,"fan | stir up | kindle | whip up | inflame | ... this trust rather than fan the flames of suspicion ... | Now, go on back and fan those flames. | Fan the flame of desire ... | All I did was fan her flame of passion ... | "
905,fan,éventer,VERB,VERB,VERB,fan | 
906,fantastic,extraordinaire,ADJ,ADJ,ADJ,fantastic | extraordinary | freak | 
907,fantastic,fantastique,OTHER,OTHER,OTHER,"fantastic | fantasy | stupendous | Your support has been fantastic. | They did a fantastic job. | She had spent a fantastic amount of cash. | A fantastic performance/view. | A fantastic, maze-like building. | "
908,far,beaucoup,VERB,VERB,VERB,many | good many | much | far | lot | bit | good deal | widely | plenty | greatly | heavily | badly | coup | There were far fewer people this time. | These are far better than the old ones. | 
909,far,ça va,VERB,VERB,VERB,"far | “How’s the job going?” “So far, so good.”. | "
910,far,de loin,OTHER,OTHER,OTHER,very | by far | far | easily | from a distance | from afar | This was by far the largest city in the area. | It was by far the worst storm in the last decade. | 
911,far,loin,VERB,VERB,VERB,out | way | away | far | far away | clear | remotely | afar | far afield | Is it far? | You have to go farther north to see snow. | He was standing in the far corner. | Conditions were far from satisfactory. | At a time far in the future. | Is it far from here? | Surely they wouldn't go so far as to break in? | The far reaches of the universe. | When he awoke the day was far gone. | The statement appears to be a claim too far. | I decided to walk as far as the village. | Is it far to London? | I can remember farther back than you can. | Everyone was far gone by now. | The mountains far in the distance glowed in the sun. | He had not travelled far. | The house was not too far away. | Countries that are far away. | It’s not far from London. | She's been causing trouble—one of these days she'll go too far. | Everyone was sure he would go far. | That's why we have come so far and done as well as we have. | The money would not go far at this year's prices. | It’s not far. | Far be it from me to speculate on his reasons. | He is far and away the most accomplished player. | It’s not far from here. | 
912,far,loin de,OTHER,OTHER,OTHER,means | near | away from | little | far | far from | enough | nowhere near | This doesn't make him boring—far from it!. | He’s not rich – far from it. | 
913,far,plus loin,ADJ,ADJ,ADJ,by | down | further | further on | further away | further along | far | farther | furthest | further afield | farthest | 
914,far,jusque là,VERB,VERB,VERB,far | 
915,far,lointain,ADJ,ADJ,ADJ,"far | remote | distance | distant | faraway | I sent him to a very far place. | From far off, the barking of a dog. | I feel that day isn't too far off. | ... ultimate disposal costs will be incurred far in the future. | It's so far in the past. | A long journey, a far journey | ... the realisation of which lies far in the future. | ... is not an event of the far past. | ... you come from a far-off country. | ... the soul to a far off place, following a scent ... | ... inspiration, to what far shore have you flown? | ... , at the other far end of the chain, thousands ... | Far and near, too. | ... time, in a far-Off land, You were ... | "
916,far,qqn ira loin,VERB,VERB,VERB,far | 
917,farmer,fermier,NOUN,NOUN,NOUN,"farmer | crofter | There was a farmer. | I thought you said he was a farmer. | I was talking to this one farmer. | It was a farmer that was. | I am a poor farmer. | The farmer solved the case. | More than a farmer. | Why be the cow when you can be the farmer? | And that the farmer ran after me? | The farmer and the consumer. | I am a farmer, remember? | By a farmer who saw the smoke from the fire. | What did he do to the farmer? | There was a farmer, a very nice guy. | My fathers a farmer. | "
918,farmer,ière,NOUN,NOUN,NOUN,hand | pioneer | farmer | lecturer | carpenter | 
919,fashion,façon,OTHER,OTHER,OTHER,way | form | manner | fashion | speech | The work is done in a rather casual fashion. | The skins were fashioned into boots and shoes. | The bottles were fashioned from green glass. | 
920,fashion,de mode,OTHER,OTHER,OTHER,fashion | 
921,fashion,mode,OTHER,OTHER,OTHER,way of life | mode | style | method of payment | instructions for use | operating instructions | fashion | trend | instruction | directions for use | mood | mo | instruction booklet | He could read after a fashion. | Extreme designs go out of fashion as quickly as they come in. | She took servants for granted after the fashion of wealthy girls. | It’s the fashion for businesses to advertise how green they are. | The Sixties look is back in fashion. | The world of fashion. | This summer’s fashions for women. | 
922,fashion,à la mode,NOUN,NOUN,NOUN,in | popular | fashion | stylish | trendy | fashionable | fashionably | modish | His ideas have come back into fashion. | 
923,fashion,de vêtements,OTHER,OTHER,OTHER,fashion | 
924,fashion,façonner,VERB,VERB,VERB,work | inform | shape | fashion | mold | mould | 
925,quite,tout à fait,VERB,VERB,VERB,"like | right | whole | perfect | quite | sharp | thoroughly | wholly | altogether | abundantly | It’s quite clear that this won’t work. | Are you quite certain about this? | It’s not quite enough. | He's quite a bit older than she is. | It's quite out of the question. | I'm afraid Oliver isn't feeling quite the thing this morning. | Can you wait? I’m not quite ready. | It’s not quite finished. | I’m not quite sure. | It’s quite new. | What she did was quite extraordinary. | This is quite a different problem. | ‘You've no intention of coming back?’ ‘I'm quite sorry, but no, I have not.’. | Dresses quite from Port of Spain. | It wouldn't be quite the thing to turn up in a raincoat and wellies. | That’s not quite right. | It’s not quite the same. | My hair's not quite dry. | "
926,quite,en effet,OTHER,OTHER,OTHER,so | so it is | sure | quite | indeed | 
927,quite,plutôt,VERB,VERB,VERB,"side | something | instead | rather | soon | quite | sort | sort of | pretty | kinda | This is quite different, son. | You were quite happy to show her up earlier. | We were quite mischievous in the past. | And he was quite tasty. | I told him she seemed quite strange. | I was quite scared of you then. | A priori, we are quite favorable. | It seems to be quite big. | This is actually quite calming for some reason. | She is quite a find. | I think it's quite a brave move. | Although that would be quite nice. | The climate on their home planet is quite comfortable. | It is quite spectacular. | It has quite a good view. | "
928,quite,assez,VERB,VERB,VERB,enough | quite | sufficient | pretty | fairly | reasonably | mildly | She’s quite pretty. | I see them quite a lot. | It costs quite a lot to go abroad. | The wait was quite long. | Old Darlington was quite some place to live in. | It’s quite a long way. | It’s quite warm today. | 
929,quite,pas mal de,VERB,VERB,VERB,few | quite | He’s had quite a few girlfriends. | My job involves quite a lot of travel. | 
930,quite,véritable,OTHER,OTHER,OTHER,real | true | quite | genuine | veritable | thoroughgoing | 
931,quite,exactement,VERB,VERB,VERB,very | right | just | directly | quite | exactly | anyway | accurately | promptly | pat | 
932,quite,aimer assez,VERB,VERB,VERB,quite | 
933,alarm,crainte,NOUN,NOUN,NOUN,alarm | fear | There is growing alarm over recent events. | 
934,alarm,alarme,OTHER,OTHER,OTHER,alarm | car alarm | fire alarm | intruder alarm | I hammered on several doors to raise the alarm. | A smoke/fire alarm. | They disabled the alarm and used a glass cutter to get in. | He views the right-wing upsurge in Europe with alarm. | Oliver smelled smoke and gave the alarm. | 
935,alarm,alerte,NOUN,NOUN,NOUN,"warning | alarm | alert | red alert | bomb scare | health scare | apb | sprightly | The false alarm was a diversion. | The reactor warning was a false alarm. | No doubt about it, this is a false alarm! | It was all a false alarm anyway. | An alarm after the excursion. | The second tried to sound the alarm. | It shows no activity during the fire alarm. | The alarm was raised. | I think this may be a false alarm. | I know, it was a false alarm. | A false alarm in the old wing. | Put out an alarm at once. | The second tried to raise the alarm. | It happened to be a false alarm, that's all ... | We had a false alarm down the street, ... | "
936,alarm,réveil,NOUN,NOUN,NOUN,alarm | alarm call | alarm clock | revival | reawakening | reveille | The alarm went off at 6:00 A.M. | The alarm didn’t go off this morning. | I set my alarm for 6:30. | Did you set the alarm? | 
937,alarm,inquiétude,NOUN,NOUN,NOUN,concern | alarm | worry | apprehension | unease | uneasiness | disquiet | 
938,alarm,alarmer,VERB,VERB,VERB,"alarm | To undermine surgeons and alarm patients? | ... that would cause concern, much less alarm. | I didn't mean to alarm you before. | There's no need to alarm them. | Let's try not to alarm them. | We don't want to alarm the nurses. | I didn't want to alarm the students. | I don't want to alarm you, but every time ... | We don't want to alarm you, but he's ... | I don't want to alarm anyone until we know for sure ... | I didn't mean to alarm you, gentlemen. | I don't want to alarm anyone, but will you ... | I don't want to alarm you, but just thought I ... | Me. - She didn't want to alarm them. | Principal, I don't want to alarm your children. | "
939,album,disque,NOUN,NOUN,NOUN,request | release | record | computer disk | disk | system disk | gold record | album | recording | compact disc | disc | laser disc | optical disk | magnetic disk | platinum disc | discus | 
940,album,album,OTHER,OTHER,OTHER,annual | album | family album | photo album | stamp album | photograph album | colouring book | scrapbook | His debut album was very much influenced by the Jazz sound. | Pink’s latest album. | The band has brought out a new album. | 
941,alcohol,alcool,NOUN,NOUN,NOUN,short | drink | alcohol | surgical spirit | ethanol | liquor | ethyl alcohol | booze | methylated spirits | moonshine | meths | Teenagers drinking alcohol. | He has not taken alcohol in 25 years. | The use of petrol containing alcohol. | A low alcohol beer. | It is an offence to drive if you have more than 80 MG of alcohol per 100 ML of blood. | 
942,almost,presque,VERB,VERB,VERB,"all but | about | most | just | near | almost | getting on for | nearly | pretty | hardly | The place was almost empty. | Almost 30,000 people at the game. | We waited almost 20 minutes. | We’re almost there. | I’m almost done. | Blues, jazz—he can play almost anything. | I’ve almost finished. | He almost fell. | "
943,alone,seul,OTHER,OTHER,OTHER,"one | only | very | single | alone | sole | lonely | She was terribly alone and exposed. | He is answerable to Parliament alone. | Team members are more effective than individuals working alone. | They were not alone in dissenting from the advice. | Take my advice and leave well alone. | They lack the knowledge and confidence to go it alone. | There were 15 churches in the town centre alone. | It was a smile for him alone. | If you see him on his way to school, just leave him alone. | She was frightened because he had left her alone. | She was alone that evening. | She lives alone. | I feel so alone. | "
944,alone,rien que,VERB,VERB,VERB,just | alone | 
945,field,domaine,NOUN,NOUN,NOUN,area | field | line | domain | province | territory | estate | preserve | sphere | realm | turf | Troops in the field. | He’s an expert in his field. | We talked to professionals in various fields. | 
946,field,champ,OTHER,OTHER,OTHER,field | range | course | scope | field of vision | line of vision | range of vision | magnetic field | shooting range | line of sight | electromagnetic field | rifle range | battlefield | racetrack | racecourse | fairground | bubbly | minefield | cornfield | showground | snowfield | A magnetic field. | The variation in the strength of the field. | A housing development where the fields used to be. | An oil/coal field. | The brand leads the field in vegetarian ready meals. | Enter your card number in the payment field. | Discoveries in the field of physics. | The principles of quantum theory hold the field as the convincing account of the physics of the microworld. | He destroyed the rest of the field with a devastating injection of speed. | A field of corn. | 
947,field,faire jouer,VERB,VERB,VERB,field | 
948,field,sur le terrain,OTHER,OTHER,OTHER,field | ground | 
949,field,terrain,NOUN,NOUN,NOUN,"level | field | course | common land | land | lot | common ground | ground | sports ground | middle ground | golf course | waste ground | football ground | playing field | virgin territory | hunting ground | plot | breeding ground | playground | football pitch | pitch | soccer pitch | recreation ground | terrain | parade ground | bowling green | proving ground | vacant lot | airfield | wasteland | uncharted territory | goldfield | A football field. | Like other vulcanologists, Wright works in the field with active and even erupting volcanoes. | Field observations and interviews. | "
950,field,concurrents,NOUN,NOUN,NOUN,field | A strong field of more than 200. | 
951,field,gisement,NOUN,NOUN,NOUN,field | deposit | offshore oilfield | oilfield | 
952,fifth,cinquième,OTHER,OTHER,OTHER,"second form | fifth | high gear | top gear | Strings tuned a fifth apart. | A fifth of Whisky. | The Fifth Century Bc. | Fourth, it can aid the process of life review, and fifth, it is an enjoyable and stimulating experience. | In my panic I changed from third to fifth. | I'm sure his lawyers are telling him to take the Fifth. | "
953,fifty,cinquante,OTHER,OTHER,OTHER,"fifty | Fifty cents to a dollar. | Two hundred and fifty thousand. | Fifty percent up front. | Fifty strokes in the morning, a hundred at night. | Fifty yards in a second! | Fifty now, two hundred when you bring him back. | We will send fifty. | Fifty eggs, is that it? | Fifty percent equals point five. | Two hundred and fifty dollars. | Even fifty pence would be a help. | Fifty thousand dollars and it's a deal. | I keep fifty to help with expenses. | Fifty or sixty thousand. | You owe me fifty. | "
954,fifty,50 ans,NOUN,NOUN,NOUN,fifty | 
955,file,fichier,NOUN,NOUN,NOUN,file | text file | sound file | card index | archive file | zip file | attachment | ascii file | To create/delete a file. | 
956,file,dossier,NOUN,NOUN,NOUN,file | project | back | case history | feature | folder | record | medical history | medical records | press pack | student file | brief | dental records | dossier | backrest | We keep a file on every child in the school. | Have we got a file on the suspect? | 
957,file,file,NOUN,NOUN,NOUN,"file | line | string | column | channel | rank | filter lane | Move to the left in file! | More expensive that what my file here. | ... we reserves luck, it file. | Form a single file. | Go, file bag. | ... out of work stood in single file, | Single-file line to the bus. | ... the responsibility as chef de file in the preparations for ... | ... say hello, I have to file. | The perform hash file command is used to hash ... | ... next successful PERFORM HASH of FILE command. | Yep - Okay Single file, one by one ... | "
958,file,faire enregistrer,VERB,VERB,VERB,file | 
959,file,déposer,VERB,VERB,VERB,"file | set down | let off | plant | deposit | drop | drop off | lodge | lay down | dump | surrender | plop | plop down | depose | We will file for cert tomorrow. | Not the type to file notice. | I would like to file a complaint. | Do you want to file a report? | I file a motion to block the subpoena. | Still need to file your appearance. | If not, we'll have to file bankruptcy. | Do you want to file a complaint? | We could file an injunction. | Then we have to file a complaint. | ... a lawyer, and now she's going to file. | I'd like to file a formal complaint. | File an interlocutory appeal asking. | The time to file has lapsed. | ... need to do is file those papers and we'll put ... | "
960,file,classer,VERB,VERB,VERB,file | class | rate | file away | mark | sort | grade | organize | rank | classify | categorize | 
961,file,classeur,NOUN,NOUN,NOUN,file | folder | filing cabinet | in tray | binder | ring binder | She took two files out of the drawer. | 
962,file,lime,NOUN,NOUN,NOUN,file | nail file | lime | emery board | A nail file. | 
963,file,intenter,VERB,VERB,VERB,file | instigate | To file a lawsuit. | 
964,file,limer,VERB,VERB,VERB,file | 
965,fill,répondre à,VERB,VERB,VERB,return | meet | supply | match | answer | answer to | fit | fill | fulfill | 
966,fill,remplir,OTHER,OTHER,OTHER,go through | top up | complete | pack | bridge | fill | fill in | fill out | fill up | satisfy | fulfil | refill | replenish | clog | My producer will have to have someone standing by to fill in for me. | To fill a glass/bucket/cup. | 
967,fill,se remplir,VERB,VERB,VERB,fill | fill up | 
968,fill,combler,OTHER,OTHER,OTHER,bridge | fill | narrow | Community land trusts are a way to fill the pressing need for housing. | 
969,fill,boucher,VERB,VERB,VERB,stop | block | block off | block up | fill | fill in | plug | shut off | shut out | cork | choke | butcher | clog | bung up | 
970,fill,pourvoir,VERB,VERB,VERB,fill | furnish | They’re looking for someone to fill the position. | 
971,fill,envahir,VERB,VERB,VERB,well | fill | sweep | overrun | invade | 
972,fill,fourrer,VERB,VERB,VERB,fill | pop | stick | stuff | jam | cram | shove | 
973,fill,plomber,VERB,VERB,VERB,fill | 
974,fill,emplir,VERB,VERB,VERB,fill | 
975,final,dernier,ADJ,ADJ,ADJ,last | final | past | latest | latter | dying | twilight | 
976,final,sans appel,ADJ,ADJ,ADJ,final | 
977,final,final,OTHER,OTHER,OTHER,final | finish | closing | ultimate | concluding | eventual | The final version of the report was presented. | The final cost will easily run into 6 figures. | The World Cup finals. | 
978,final,finale,NOUN,NOUN,NOUN,final | finale | Boris Becker is in the final. | She was doing her history finals. | I made it to the final. | 
979,final,examens,NOUN,NOUN,NOUN,final | testing | exam | mock | midterm exams | 
980,final,définitif,ADJ,ADJ,ADJ,"final | definitive | outright | Not only is it fair, it's final. | The report is final. | I am going alone, and that's final. | The final text in the original language of ... | But nothing is final, it is not ... | ... the outcome of the final status negotiations. | ... its extraction to its final storage or elimination. | ... decree is interlocutory and becomes final in three months. | ... no and that's final. | ... is quite simple, quite final. | It's not a final count. | ... before we have the final results of the scientific investigations ... | ... we can make a final choice which reflects the ... | So it's not final. | Maybe it's still not final. | "
981,finally,enfin,VERB,VERB,VERB,"well | at last | last | really | finally | at length | mean | anyway | lastly | Finally, it is common knowledge that travel broadens the horizons. | The need to dispel finally the belief that auditors were clients of the company. | A referendum followed by local, legislative and, finally, presidential elections. | "
982,finally,finalement,VERB,VERB,VERB,up | in the end | in due course | finally | eventually | They finally decided to leave on Saturday instead of Friday. | He finally arrived to join us. | 
983,finally,définitivement,VERB,VERB,VERB,"finally | permanently | ... to allow the matter to be finally resolved. | ... until the matter is finally resolved. | ... remainder of the sum secured is finally released or forfeited. | ... measures will follow to finally produce a port policy. | ... the question is settled finally. | ... that the proposal has been finally adopted. | ... remainder of the sum secured is finally released or forfeited. | ... can declare the 1999 general budget finally adopted. | ... past that will at last be finally behind us when, ... | ... hope everything can be finally concluded to produce a new ... | ... the budget has not been finally adopted at the beginning of ... | ... here to see it finally disappear but, in the meantime ... | ... the budget has not been finally adopted at the beginning of ... | ... past that will at last be finally behind us when, ... | the words ""seed not finally certified"". | "
984,finally,pour finir,VERB,VERB,VERB,finally | lastly | 
985,finger,langue,NOUN,NOUN,NOUN,language | american sign language | british sign language | native language | signing | finger | mother tongue | native tongue | tongue | lingo | panhandle | bsl | colloquialism | A finger of land. | 
986,finger,toucher,VERB,VERB,VERB,net | feel | reach | cut across | handle | to the touch | touch | cash in | draw | hit | finger | smoothness | 
987,finger,doigt,OTHER,OTHER,OTHER,"finger | digit | The thin man fingered his moustache. | He never lifts a finger. | He keeps his finger on the pulse of world music. | He cannot put his finger on what has gone wrong. | She raked her hair back with her fingers. | Don't put retirement planning on the long finger. | The additive had been fingered as a possible human health risk. | Two fingers of Brandy. | No one lifted a finger to help them. | Short, Stubby fingers. | "
988,finger,croiser les doigts,NOUN,NOUN,NOUN,finger | 
989,finger,palper,VERB,VERB,VERB,feel | finger | 
990,fire,en feu,OTHER,OTHER,OTHER,fire | in flames | alight | ablaze | aflame | afire | The film hasn't exactly set the world on fire. | Wright is now on fire with confidence. | The house was on Fire. | The house was on fire. | 
991,fire,faire feu,VERB,VERB,VERB,fire | 
